,kills,deaths,assists,denies,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits,all
0,14.223860406382375,13.14166076679521,13.081700582549399,15.785045669890465,10.89988136422633,9.73650547803755,12.820340715177892,18.340122067568494,10.411416114413473,359.67908957056784
1,8.079411728140546,8.070182513112826,7.854468612525592,8.875174930585327,6.9839075989317205,6.249233913862739,7.960096745686143,10.434519195486722,6.349821918313595,303.9757512249146
2,5.732012340279546,5.346483120409595,5.310255225395826,5.907987485508856,4.819545583026823,4.330219536498776,5.2152421960957405,6.6093862883346315,4.34717003603732,281.28319902405593
3,4.006079727969617,3.8049054427497495,3.6675279844043085,4.006213884311934,3.601414363234115,3.036448287763327,3.775312347657869,4.473467136767043,3.2787453202675936,264.5067924688249
4,2.8703180423146026,2.812098382341406,2.7690159129217857,3.099308034296837,2.6494712620621534,2.4067234735467555,2.9024473577351246,3.2824736603036917,2.449302656326758,248.6041633891098
5,2.261710319353835,2.218504612428852,2.1145381283930123,2.415425051554327,2.089979909284252,1.8645691556454524,2.204090565660448,2.546728629127379,1.9408472348917807,236.6196288071257
6,1.7689350862910502,1.7771360651465329,1.7158578481666051,1.8581154678990455,1.6689997588032364,1.4836440685934775,1.7304353755605935,1.958036369957946,1.5247155138453246,226.59364116787702
7,1.4534540186823235,1.4536304137469762,1.431673827429766,1.5036317157665064,1.3671075199297744,1.1878853968434682,1.40953792675244,1.5859167104380276,1.2647313688150685,218.1752102819747
8,1.1885615351396508,1.1975209657685149,1.1848342820755167,1.2268545995632958,1.109903571528866,0.986591072091796,1.1918638328866096,1.2823938189504003,1.036926543373519,209.72712642665667
9,1.0041923909487518,1.0134992982037196,0.9925659809133185,1.0348282198476022,0.9487225516017244,0.8494288971742692,1.0084659135210006,1.07926002041143,0.8385061645827898,203.73762113056932
10,0.8821890785124702,0.8324702010374176,0.8500075459995318,0.8868670250559922,0.8099717031878635,0.7299674794699413,0.8252701724735825,0.9386450168760414,0.7263160660677053,196.3433382339431
11,0.7656606534197542,0.7247215307032202,0.7503920515557723,0.7767964000810228,0.7061837932521884,0.6306996345868179,0.7082616416385867,0.7996799672406014,0.6151462604806996,190.53748060653726
12,0.6720982984161279,0.6260627935506786,0.6503868040920362,0.6727449212010983,0.6090417774893682,0.5418272027864115,0.621330663707905,0.6909621672091388,0.5414522603760141,185.47946279183066
13,0.58150439793658,0.5620228825285951,0.5790726868027639,0.591480027960019,0.5371687743344415,0.485973432265355,0.539432185590547,0.5918694652293437,0.4678689054632029,182.1407743040652
14,0.5221826527575694,0.49354336443020846,0.49502476509208276,0.5097188116817479,0.4898083557540057,0.43421404416747666,0.4839450354143945,0.5144619907582025,0.42213621418105335,177.89201995142503
15,0.4689638290084347,0.4447035815266758,0.4443168924429246,0.453402267886115,0.44359177581046194,0.38877233851949,0.43429041140888247,0.4522086543423664,0.37964453650916696,174.3053812875724
16,0.40954822317797124,0.39731826367289885,0.39883767262334635,0.4008097933198489,0.38902376177459347,0.3574852712996234,0.39646189734248627,0.408121698998894,0.34717536905619945,171.270495138314
17,0.38033270487374543,0.3640449926523456,0.35428897633388345,0.3631555586983089,0.3609978108491225,0.32091427343114703,0.3689869023636187,0.36047833396767487,0.3147483757598407,168.26720782162334
18,0.3385625073471151,0.32923498175153354,0.3206488505112498,0.3319693174921805,0.32855668093260815,0.2872838299205167,0.33428153791064874,0.3232403614159296,0.28850365191386607,165.62582735997583
19,0.319538286988292,0.29825280293155715,0.29496420607240104,0.30427811896382945,0.3015598173240517,0.2625347439810284,0.3088919959887596,0.2973596583304813,0.26108412894548083,162.31631512401106
20,0.28608258747008936,0.27236204545408693,0.26776431861284633,0.2836639001810404,0.27191757455060345,0.24269224420992042,0.28467580788689073,0.2690872015289606,0.2403138523086559,160.3321049582172
21,0.2635769651185208,0.2525490909375776,0.2528447890984688,0.2541519317671626,0.2511918172471411,0.22048792689503605,0.25708388237693164,0.24486144871739,0.22192218765021715,157.31075594877456
22,0.24481996345339557,0.23240114330524314,0.22996044300355853,0.23740385974180875,0.23311496794861125,0.20123151128437164,0.2352634477832874,0.22599266052843328,0.19884889092187985,155.1947734052483
23,0.22598767455753627,0.2227600914612656,0.21324921681236159,0.22431095132823398,0.21242703276081515,0.1863231732171315,0.20960762899564478,0.20980329794777386,0.1868698702680725,153.29222137324112
24,0.2089294939201905,0.19861365871781245,0.1981463156147332,0.20785100841315662,0.19902378742651317,0.17146064480860967,0.1935827935560775,0.1931749915126427,0.16647318690955254,151.0281701872364
25,0.19276364390947964,0.18170777164854723,0.184102168516052,0.19174740601862164,0.18597743972651826,0.15848012768180775,0.1835023864666988,0.186542291367658,0.15983520707607995,149.42545734407054
26,0.17909222020770138,0.17111941658229146,0.17407705768691917,0.17750722528374735,0.16790430156815006,0.14825744057189025,0.16863819284509476,0.1719773319813214,0.14493795722473735,147.54631463871962
27,0.16814493127582392,0.16003728188395921,0.1614987182203783,0.16747268877252533,0.1568413239489071,0.1398728638064468,0.1603907460934792,0.1599492921991305,0.1376802081855544,145.14825937228818
28,0.1537037058533004,0.14869180323235723,0.146702683112379,0.1529241980673969,0.1477915126311419,0.13088395034160527,0.14879182728137824,0.1481361083446251,0.12722430322225498,144.32600225630657
29,0.1507945653929069,0.13823231514308473,0.13907830152446166,0.14790779174023394,0.13417661108560666,0.1224662207265546,0.14092591407476043,0.13769991524511205,0.11978650918195116,142.78531083492692
30,0.13577618437313366,0.12967475138479395,0.13207106480268427,0.1360289608619581,0.1269223832194798,0.11711894081582827,0.13176881186033468,0.13165792967710357,0.11339467388333999,140.9223735686615
31,0.1272336530532719,0.12059139916923756,0.12251906873898859,0.1268113199311393,0.11922478858814281,0.11081021877176336,0.12334925372703126,0.1217672403793924,0.10698433146978249,139.33488660049363
32,0.12111996564604688,0.116671255763422,0.11655511048225495,0.11968336488800244,0.11118093839459359,0.10266563870556095,0.11633386740763293,0.11747186394430403,0.10122940696173247,137.49857977725014
33,0.11200313881932303,0.10906102667446863,0.11040262694396467,0.11394339751889324,0.10416397011778811,0.09734419033825475,0.11043697121787639,0.10727310776558491,0.09423929098816874,136.60814691576485
34,0.10931790791871178,0.10126778695920831,0.10337565114547104,0.10727539004866171,0.09855385100339664,0.09318801498552927,0.10345119415175011,0.10409197128146397,0.0903463149233627,135.49047611887485
35,0.10058077601169216,0.09752374034634698,0.0966078016135429,0.10302852011812438,0.0934901274309098,0.08786360687577752,0.09812993320000662,0.09934691851543363,0.08723447406145524,134.09071772223717
36,0.098103054126885,0.09094992784901562,0.09049820765853506,0.09758835592664199,0.08783340603650855,0.08350585241757226,0.09186577384402378,0.09259956029484626,0.08256816951852186,132.84961134448542
37,0.09101520337847227,0.0876687553599636,0.08759321222367139,0.09109399282976705,0.08407318449041327,0.07853351806579473,0.08915331417769015,0.08775809192716572,0.07608370772345274,131.60078538751034
38,0.08720436093103334,0.08227861465078518,0.08372562147470206,0.0877002016428946,0.07825568239319328,0.07527954094187983,0.08378619750951832,0.08330412190321129,0.07264234858233315,130.83978502001366
39,0.08265962975665926,0.07846837381469893,0.07904979893834505,0.0822440388058641,0.07623840217981637,0.07076085915187491,0.07984233097424089,0.0809536181853596,0.0700665852243975,129.7705410757505
40,0.07968621062689965,0.07392426989472684,0.07409663576884576,0.07966352884192635,0.07178654186881638,0.06778814741649353,0.07757879911256468,0.07572599591295719,0.06532810544507785,128.77766110213526
41,0.07619140165388921,0.07229314743786353,0.07118218973561964,0.07414715215730676,0.07100994576436587,0.06569566722821432,0.07294527527861272,0.07319423223679103,0.060756838109529046,126.88028204324725
42,0.07061542300522262,0.06896405026680849,0.06898472842078435,0.07251430687150864,0.06639160706748193,0.06131305802517367,0.06854905899483671,0.06826568365712238,0.061381911480340966,126.64362973613605
43,0.06769904821717199,0.065310100340923,0.0670307803558173,0.06807170453864267,0.06360760360336573,0.057913561016687834,0.06567366220799323,0.0659177039707689,0.0564204198259117,125.29767019020666
44,0.0650460829191836,0.06220445824230348,0.06252782982031625,0.06587661737795016,0.060585784509174144,0.05710519377778546,0.06389935154339453,0.06278200917029572,0.05505255685768545,124.94485816445808
45,0.06148721730638661,0.059510284221967386,0.05978947943799172,0.06385636318820656,0.05781760460914923,0.05417922093957563,0.06035782498241502,0.05971831501383722,0.052688828269418266,123.64855497329143
46,0.06095955161713325,0.05750039698073209,0.05761721460502172,0.060827781156225114,0.056205512405000616,0.05094311161444485,0.05753908727187698,0.058255080749025565,0.05010836359196533,122.73526767162153
47,0.056025684420965345,0.05540076970036259,0.055810266296698316,0.05839403831138096,0.05336865485876688,0.048651337649627945,0.05547376445008112,0.05502780714829211,0.04930987082855785,121.70813010007276
48,0.0555627354926472,0.052935164614541036,0.0540665977728587,0.05646988368042288,0.051306650562984085,0.04670405624867098,0.053120191831700456,0.05197393161972089,0.04628686678004143,120.75336893758102
49,0.052265778796179614,0.04991160326692725,0.0519046375450037,0.0541184723869846,0.04911153104788733,0.044567426287527565,0.05177654758369318,0.05071904027385166,0.045600647125919616,120.34006733823134
50,0.05085287177240962,0.04808279793082724,0.04844498319717797,0.051282236677773665,0.04829968128200097,0.04258577450511062,0.04922826940308683,0.048134142854645366,0.04271798337413202,118.84864709865545
51,0.04850881537677544,0.04615144717235503,0.04753566289697263,0.04943970173933063,0.04557600028833105,0.040732379145291334,0.04773875963228945,0.04765344271350128,0.04159578818973361,118.16882585698724
52,0.04594597633276034,0.044862058422629754,0.044837252092305394,0.04852930926126629,0.04397309514232175,0.039345652156384955,0.04548989743749782,0.04613830340532718,0.04017327360032416,117.3325972750236
53,0.0446769315551985,0.0425623032680684,0.043516046941513356,0.046367185047656356,0.042560028598499236,0.03781653785452628,0.0437127437866914,0.043242524357840637,0.03872273689922477,116.78731214698963
54,0.041938471842815656,0.04217614528368231,0.04309153069304178,0.04529288559005566,0.04123821099578255,0.036292922732641036,0.04241659467886302,0.042737939093281566,0.03782413730546233,116.32715571088504
55,0.04133146779040398,0.03911492626997118,0.04086594036514758,0.04330579670806199,0.03971206910817161,0.03522381954916241,0.04129488244362757,0.04094118190082289,0.03608829399547751,115.25501694563323
56,0.039403644649286126,0.037140567209108646,0.038982593614669686,0.04202142197069677,0.03868841124929455,0.033900965679282,0.03967102374425085,0.03940773920798693,0.03535760353386365,114.48379756142634
57,0.03821159481876897,0.03664842882305254,0.03790801751033657,0.040606731165994496,0.03712300165990852,0.031699278289525734,0.03881060136421506,0.037564118838401134,0.033829936990586854,113.66500976220749
58,0.03640182762798322,0.0347845724958954,0.03645940462273681,0.039047340577633184,0.03537252106938599,0.03101011983024022,0.036259803075273864,0.036013565284180815,0.03191064556739023,113.57700075431953
59,0.03587129971200109,0.03371742814746931,0.03492413369596401,0.03780655456931535,0.034736929145170764,0.030130400624606955,0.03572830609969089,0.0350929803569323,0.031216989573597382,112.83075198484318
60,0.03373555057742954,0.0334044229712632,0.03415241198440998,0.03647427212299049,0.03321282633401468,0.028790545744044736,0.034207358104912475,0.03380985054342463,0.030507445541731768,111.59467668125629
61,0.03329034750818104,0.031312837760155136,0.033188426335140006,0.03518229161487383,0.032572922402830363,0.028432937716843326,0.03325624867376871,0.032886765418158936,0.02937303565299822,111.26938441761959
62,0.031676602710834806,0.03059098665951711,0.031906970991243705,0.033608283309090825,0.031820752072785514,0.026988972497875713,0.030955996711180916,0.03210922447622325,0.02829423859805464,110.6520956208503
