,kills,deaths,assists,denies,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits,all
63,0.031136613681894618,0.029087205369213606,0.031138632413380912,0.032934210750497045,0.030789441958359066,0.026334773814124066,0.030657311066583808,0.030270708021056015,0.027161123523425944,109.76864869690127
64,0.03046210360314656,0.02785498021956192,0.02960650003058087,0.031853097818948045,0.02969595023305309,0.02498006108982194,0.030035775651271867,0.029203896965352777,0.026093274922879925,109.11526623961866
65,0.029017345208188015,0.027276627143223306,0.028669317650732266,0.03046224507932878,0.028324375988564895,0.024397659574134305,0.029883332459989358,0.028138865832578547,0.025737401579651042,108.57117148598923
66,0.028016750847553742,0.02652754493820235,0.028249361555462937,0.029311359809023517,0.028508846259071744,0.023857232751899306,0.027983171280299368,0.026757482113179076,0.025052544671502558,108.04527984515828
67,0.027410893440725323,0.025970228480612482,0.02671302465080575,0.028939684315707065,0.027267341464088976,0.023140897739105055,0.027550492231984698,0.026985630365995515,0.024231869987643404,107.17455207234278
68,0.026326906556690545,0.02505063222224857,0.026164606568553725,0.028181325871532673,0.026448011252100716,0.02283424832621596,0.027321216472509985,0.02643906122832758,0.023361543706471387,106.90168939019918
69,0.025727734331233473,0.02436424522255848,0.025438524427156002,0.026999126464906646,0.025276040056513738,0.022409592336316085,0.025908798185700004,0.024951427348800265,0.02295970024245839,105.81045899450015
70,0.025235159888920326,0.024085521722334177,0.023934729599484172,0.026318919853808624,0.02538176523492952,0.021332202879393518,0.02569037365224857,0.023677087892731215,0.021778850061035065,105.5530868255918
71,0.024417501211224588,0.02244667610144927,0.024141297055426583,0.025332585636382916,0.024164090614534128,0.020665350465490694,0.024754532650775502,0.023122593800543406,0.021250622200836577,105.4530888965224
72,0.02424292048038966,0.02171752980358212,0.022759176697948184,0.025323710030107163,0.02390095756692013,0.020291958804695344,0.02424313524992426,0.02248169891411605,0.02114016593593356,104.55840026968373
73,0.022732735593768517,0.02185376763291557,0.02258856103407859,0.024534375538836896,0.02280221342343041,0.019573249030181844,0.023181891488299473,0.021899424566771908,0.01986832014189035,103.85096633308876
74,0.022991585335976585,0.020630375525881817,0.021588267649886222,0.023733091406272187,0.022091927581261692,0.018902587453580123,0.02263461063965953,0.021427428745665982,0.019295425190764694,103.87089794627676
75,0.02188058885628215,0.02045514679626012,0.021221261491626776,0.0229999801378931,0.02167109298655359,0.018556235520954548,0.02171424122942752,0.020591461718555963,0.019351459684040177,102.54107539327954
76,0.021646574236703832,0.019796588030891696,0.020707931606985707,0.02184911370864483,0.021723728668165555,0.017989293548815895,0.021368762774865546,0.020558378386538973,0.018223544714168774,102.49129903299684
77,0.02096123380885828,0.01938759419075317,0.01977830787902951,0.02102140423943106,0.020606187316946564,0.01791765714087107,0.020703191723197935,0.019547447259177668,0.01777367407154666,102.19013884366501
78,0.020504410449265202,0.018432150912241853,0.019497465963982042,0.0211336344738321,0.019808108527845845,0.016908836435767117,0.020657635151790397,0.01940283083199732,0.01751664438581759,102.34303674438038
79,0.019871981597808577,0.018150666629546897,0.01954982653443433,0.020791154651598445,0.019346186071914587,0.016417616100316317,0.01996190057774145,0.018720455308347997,0.016759368012572114,101.48851909005546
80,0.019693215187073794,0.01743314600909848,0.018797617515229823,0.019891481622625808,0.019362863679983612,0.016440208953754497,0.019573947737002568,0.018078029455812234,0.01661418415299283,100.99658770521094
81,0.018833359165016765,0.017404816345098762,0.018239504005582725,0.01948391481573799,0.01837296867643891,0.015949654087599057,0.018877100980804057,0.018126441261415414,0.015497609659446318,100.35747618817157
82,0.018380617301905454,0.017072370902517182,0.017894609587784795,0.019180067481504297,0.018176905069806466,0.01544313844047118,0.018543312321920927,0.01753254624822135,0.015581081843471324,100.10457390137636
83,0.01827937454219017,0.016407326240772468,0.01743902115515591,0.018110522203962132,0.017738671656519444,0.015083108462993405,0.018379331303263413,0.017138311899634086,0.014778665449788297,99.37757864358662
84,0.01713448112140615,0.016327213169388323,0.01713327880258636,0.01855521463921568,0.01741343816837139,0.01482813527036778,0.017622662181949106,0.0165107817632627,0.01451725982662614,99.00200960863236
85,0.01722008520097957,0.015855942763938383,0.01647359492079355,0.01745257685316902,0.016596557677274575,0.01469559228185531,0.017120532335984557,0.016591725184719075,0.01402308722861899,98.72834558347
86,0.016689450455338373,0.015130745302096368,0.01589109913596405,0.016775807965204066,0.016272714053329994,0.013978111228569061,0.0167402636867943,0.016210902060908847,0.014287285400776228,98.34964298317335
87,0.016432119826625825,0.014905019257421107,0.01595797542465289,0.01662201510751011,0.015961084564316202,0.013824750115737333,0.01633399737155733,0.015699462769768524,0.013746632304996674,97.64107766332928
88,0.015539685687526759,0.014826668915388985,0.01588705315471502,0.016446007981467607,0.015440068877326357,0.013417911953571723,0.01609052707366862,0.015496439213351103,0.013256075675684343,97.49476795194575
89,0.015614835136070579,0.014002366101265762,0.01519612752154767,0.01583836116191134,0.015550440993126646,0.013096128825481414,0.01560166863519043,0.015120307506495227,0.013310228825949762,97.06506559837528
90,0.015083718282545563,0.013982322878111606,0.014827014530477408,0.015570338044439764,0.015117652480126467,0.012747004915767725,0.015498439447920448,0.01480792129053834,0.012576924040851974,96.44306065417115
91,0.014754074351918705,0.013350569900621383,0.014515633165788567,0.015371111232565772,0.01451178584817047,0.012591980145381095,0.015170236261187641,0.014532925466393438,0.012405432343787827,96.39395384645462
92,0.014242694995192177,0.01333716931151813,0.014217179521601168,0.014557551817174852,0.014100146596347212,0.012095858160547115,0.014825198179465104,0.014121472526427935,0.012552488256050851,96.16950814707333
93,0.014053195969532833,0.012569161033316192,0.013732128689169192,0.01456785407800927,0.0138555570860675,0.01195301664751322,0.014348934057103621,0.013843960742790583,0.011775903918246912,94.9811087474819
94,0.013833436229326352,0.012607129650923,0.013510596736044135,0.014050333468055592,0.013552802760519355,0.011384714842138894,0.013820000582850316,0.013420468814321549,0.0116127272087478,94.58938705273385
95,0.013525044582872927,0.012469021464928579,0.01308978213528854,0.0135497819613169,0.012845120826676788,0.011334326911940987,0.013604486678543616,0.013327635486496249,0.011168837795682604,94.71051389375005
96,0.013175677466805355,0.01179527149925056,0.012990421378139928,0.013341909827651231,0.012876312394684168,0.010942307804335225,0.013296780160113339,0.01306642622001566,0.01121513389722652,94.06703001783114
97,0.012835951826692761,0.011658911596414606,0.01250075368721934,0.01310792821681496,0.012788959197415014,0.010793619655702451,0.01348062033245218,0.012797056666436466,0.010672672775061391,93.6567739966396
