k;seed;metric;min_size;max_size;outliers;threshold;elite_size;elapsed_time
10;-1;variance;3;6;0;0.750000;10;0.796544
All solutions found
Solution;Evaluation;Feasible;Num, of Attr,;Restrictions Violated
deaths,denies,gold_per_min,xp_per_min,hero_healing;-1,344724;0;5;3
gold_per_min,xp_per_min,hero_damage,hero_healing;-1,344737;0;4;3
deaths,denies,xp_per_min,hero_healing,last_hits;-1,344873;0;5;3
deaths,gold_per_min,hero_damage,hero_healing,last_hits;-1,344878;0;5;3
xp_per_min,hero_damage,hero_healing,last_hits;-1,344923;0;4;3
kills,assists,gold_per_min,hero_healing,last_hits;-1,344954;0;5;3
kills,deaths,gold_per_min,hero_damage,hero_healing;-1,345060;0;5;3
assists,denies,gold_per_min,xp_per_min,hero_healing;-1,345088;0;5;3
deaths,assists,denies,gold_per_min,hero_healing,last_hits;-1,345147;0;6;3
kills,xp_per_min,hero_damage,hero_healing;-1,345152;0;4;3
kills,deaths,hero_damage,hero_healing,last_hits;-1,345210;0;5;3
assists,denies,xp_per_min,hero_healing,last_hits;-1,345237;0;5;3
assists,gold_per_min,hero_damage,hero_healing,last_hits;-1,345242;0;5;3
kills,assists,gold_per_min,hero_damage,hero_healing;-1,345424;0;5;3
kills,assists,hero_damage,hero_healing,last_hits;-1,345574;0;5;3
kills,gold_per_min,last_hits;-1,345798;0;3;3
deaths,denies,gold_per_min,last_hits;-1,345876;0;4;3
denies,gold_per_min,xp_per_min;-1,346021;0;3;3
denies,xp_per_min,last_hits;-1,346270;0;3;3
gold_per_min,hero_damage,last_hits;-1,346278;0;3;3
assists,denies,gold_per_min,last_hits;-1,346331;0;4;3
deaths,gold_per_min,xp_per_min,hero_healing,last_hits;-1,346392;0;5;3
kills,deaths,gold_per_min,xp_per_min,hero_healing;-1,346575;0;5;3
kills,gold_per_min,hero_damage;-1,346582;0;3;3
kills,deaths,assists,gold_per_min,hero_healing,last_hits;-1,346689;0;6;3
kills,deaths,xp_per_min,hero_healing,last_hits;-1,346724;0;5;3
assists,gold_per_min,xp_per_min,hero_healing,last_hits;-1,346756;0;5;3
deaths,assists,denies,gold_per_min,xp_per_min,hero_healing;-1,346801;0;6;3
kills,hero_damage,last_hits;-1,346831;0;3;3
deaths,gold_per_min,xp_per_min,hero_damage,hero_healing;-1,346863;0;5;3
deaths,assists,denies,xp_per_min,hero_healing,last_hits;-1,346925;0;6;3
deaths,assists,gold_per_min,hero_damage,hero_healing,last_hits;-1,346929;0;6;3
kills,assists,gold_per_min,xp_per_min,hero_healing;-1,346939;0;5;3
deaths,xp_per_min,hero_damage,hero_healing,last_hits;-1,347012;0;5;3
kills,deaths,assists,gold_per_min,hero_damage,hero_healing;-1,347081;0;6;3
kills,assists,xp_per_min,hero_healing,last_hits;-1,347088;0;5;3
kills,deaths,xp_per_min,hero_damage,hero_healing;-1,347195;0;5;3
kills,deaths,assists,hero_damage,hero_healing,last_hits;-1,347206;0;6;3
assists,gold_per_min,xp_per_min,hero_damage,hero_healing;-1,347226;0;5;3
assists,xp_per_min,hero_damage,hero_healing,last_hits;-1,347376;0;5;3
kills,assists,xp_per_min,hero_damage,hero_healing;-1,347559;0;5;3
deaths,assists,denies,gold_per_min,last_hits;-1,348138;0;5;3
kills,deaths,gold_per_min,last_hits;-1,348190;0;4;3
deaths,assists,gold_per_min,xp_per_min,hero_healing,last_hits;-1,348191;0;6;3
kills,deaths,assists,gold_per_min,xp_per_min,hero_healing;-1,348343;0;6;3
deaths,denies,gold_per_min,xp_per_min;-1,348357;0;4;3
kills,deaths,assists,xp_per_min,hero_healing,last_hits;-1,348467;0;6;3
deaths,denies,xp_per_min,last_hits;-1,348544;0;4;3
deaths,gold_per_min,hero_damage,last_hits;-1,348549;0;4;3
deaths,assists,gold_per_min,xp_per_min,hero_damage,hero_healing;-1,348583;0;6;3
kills,assists,gold_per_min,last_hits;-1,348645;0;4;3
deaths,assists,xp_per_min,hero_damage,hero_healing,last_hits;-1,348707;0;6;3
kills,deaths,gold_per_min,hero_damage;-1,348778;0;4;3
gold_per_min,xp_per_min,last_hits;-1,348801;0;3;3
assists,denies,gold_per_min,xp_per_min;-1,348812;0;4;3
kills,deaths,assists,xp_per_min,hero_damage,hero_healing;-1,348860;0;6;3
kills,deaths,hero_damage,last_hits;-1,348965;0;4;3
assists,denies,xp_per_min,last_hits;-1,348999;0;4;3
assists,gold_per_min,hero_damage,last_hits;-1,349004;0;4;3
kills,gold_per_min,xp_per_min;-1,349106;0;3;3
kills,assists,gold_per_min,hero_damage;-1,349233;0;4;3
kills,xp_per_min,last_hits;-1,349355;0;3;3
kills,assists,hero_damage,last_hits;-1,349419;0;4;3
gold_per_min,xp_per_min,hero_damage;-1,349586;0;3;3
xp_per_min,hero_damage,last_hits;-1,349834;0;3;3
kills,deaths,assists,gold_per_min,last_hits;-1,349989;0;5;3
deaths,assists,denies,gold_per_min,xp_per_min;-1,350123;0;5;3
kills,xp_per_min,hero_damage;-1,350139;0;3;3
deaths,assists,denies,xp_per_min,last_hits;-1,350272;0;5;3
deaths,assists,gold_per_min,hero_damage,last_hits;-1,350276;0;5;3
deaths,gold_per_min,xp_per_min,last_hits;-1,350442;0;4;3
kills,deaths,assists,gold_per_min,hero_damage;-1,350459;0;5;3
kills,deaths,assists,hero_damage,last_hits;-1,350609;0;5;3
kills,deaths,gold_per_min,xp_per_min;-1,350671;0;4;3
kills,deaths,xp_per_min,last_hits;-1,350857;0;4;3
assists,gold_per_min,xp_per_min,last_hits;-1,350897;0;4;3
deaths,gold_per_min,xp_per_min,hero_damage;-1,351031;0;4;3
kills,assists,gold_per_min,xp_per_min;-1,351126;0;4;3
deaths,xp_per_min,hero_damage,last_hits;-1,351217;0;4;3
kills,assists,xp_per_min,last_hits;-1,351312;0;4;3
kills,deaths,xp_per_min,hero_damage;-1,351446;0;4;3
assists,gold_per_min,xp_per_min,hero_damage;-1,351485;0;4;3
assists,xp_per_min,hero_damage,last_hits;-1,351672;0;4;3
deaths,assists,gold_per_min,xp_per_min,last_hits;-1,351791;0;5;3
kills,assists,xp_per_min,hero_damage;-1,351901;0;4;3
kills,deaths,assists,gold_per_min,xp_per_min;-1,351974;0;5;3
kills,deaths,assists,xp_per_min,last_hits;-1,352123;0;5;3
deaths,assists,gold_per_min,xp_per_min,hero_damage;-1,352261;0;5;3
deaths,assists,xp_per_min,hero_damage,last_hits;-1,352411;0;5;3
kills,deaths,assists,xp_per_min,hero_damage;-1,352593;0;5;3
kills,denies,gold_per_min,hero_damage,hero_healing;-1,564611;0;5;4
kills,denies,hero_damage,hero_healing,last_hits;-1,564761;0;5;4
kills,denies,xp_per_min,hero_damage,hero_healing;-1,566745;0;5;4
kills,deaths,denies,gold_per_min,hero_damage,hero_healing;-1,566928;0;6;4
kills,deaths,denies,hero_damage,hero_healing,last_hits;-1,567052;0;6;4
kills,assists,denies,gold_per_min,hero_damage,hero_healing;-1,567231;0;6;4
kills,assists,denies,hero_damage,hero_healing,last_hits;-1,567355;0;6;4
kills,denies,gold_per_min,hero_damage;-1,567431;0;4;4
kills,denies,hero_damage,last_hits;-1,567617;0;4;4
kills,deaths,denies,xp_per_min,hero_damage,hero_healing;-1,568706;0;6;4
kills,assists,denies,xp_per_min,hero_damage,hero_healing;-1,569009;0;6;4
kills,deaths,denies,gold_per_min,hero_damage;-1,569646;0;5;4
kills,deaths,denies,hero_damage,last_hits;-1,569795;0;5;4
kills,assists,denies,gold_per_min,hero_damage;-1,570010;0;5;4
kills,denies,xp_per_min,hero_damage;-1,570098;0;4;4
kills,assists,denies,hero_damage,last_hits;-1,570159;0;5;4
kills,deaths,assists,denies,gold_per_min,hero_damage;-1,571427;0;6;4
kills,deaths,assists,denies,hero_damage,last_hits;-1,571551;0;6;4
kills,deaths,denies,xp_per_min,hero_damage;-1,571780;0;5;4
kills,assists,denies,xp_per_min,hero_damage;-1,572144;0;5;4
kills,deaths,assists,denies,xp_per_min,hero_damage;-1,573205;0;6;4
kills,denies,gold_per_min,hero_healing,last_hits;-1,746462;0;5;5
denies,gold_per_min,hero_damage,hero_healing,last_hits;-1,746750;0;5;5
kills,denies,gold_per_min,xp_per_min,hero_healing;-1,748447;0;5;5
kills,denies,xp_per_min,hero_healing,last_hits;-1,748596;0;5;5
denies,gold_per_min,xp_per_min,hero_damage,hero_healing;-1,748735;0;5;5
kills,deaths,denies,gold_per_min,hero_healing,last_hits;-1,748857;0;6;5
denies,xp_per_min,hero_damage,hero_healing,last_hits;-1,748884;0;5;5
deaths,denies,gold_per_min,hero_damage,hero_healing,last_hits;-1,749097;0;6;5
kills,assists,denies,gold_per_min,hero_healing,last_hits;-1,749160;0;6;5
kills,denies,gold_per_min,last_hits;-1,749164;0;4;5
assists,denies,gold_per_min,hero_damage,hero_healing,last_hits;-1,749400;0;6;5
denies,gold_per_min,hero_damage,last_hits;-1,749524;0;4;5
kills,deaths,denies,gold_per_min,xp_per_min,hero_healing;-1,750511;0;6;5
kills,deaths,denies,xp_per_min,hero_healing,last_hits;-1,750635;0;6;5
deaths,denies,gold_per_min,xp_per_min,hero_damage,hero_healing;-1,750751;0;6;5
kills,assists,denies,gold_per_min,xp_per_min,hero_healing;-1,750814;0;6;5
deaths,denies,xp_per_min,hero_damage,hero_healing,last_hits;-1,750875;0;6;5
kills,assists,denies,xp_per_min,hero_healing,last_hits;-1,750939;0;6;5
assists,denies,gold_per_min,xp_per_min,hero_damage,hero_healing;-1,751054;0;6;5
assists,denies,xp_per_min,hero_damage,hero_healing,last_hits;-1,751178;0;6;5
kills,deaths,denies,gold_per_min,last_hits;-1,751497;0;5;5
kills,denies,gold_per_min,xp_per_min;-1,751645;0;4;5
deaths,denies,gold_per_min,hero_damage,last_hits;-1,751785;0;5;5
kills,denies,xp_per_min,last_hits;-1,751832;0;4;5
kills,assists,denies,gold_per_min,last_hits;-1,751861;0;5;5
denies,gold_per_min,xp_per_min,hero_damage;-1,752005;0;4;5
assists,denies,gold_per_min,hero_damage,last_hits;-1,752149;0;5;5
denies,xp_per_min,hero_damage,last_hits;-1,752191;0;4;5
kills,deaths,assists,denies,gold_per_min,last_hits;-1,753356;0;6;5
kills,deaths,denies,gold_per_min,xp_per_min;-1,753482;0;5;5
deaths,assists,denies,gold_per_min,hero_damage,last_hits;-1,753596;0;6;5
kills,deaths,denies,xp_per_min,last_hits;-1,753631;0;5;5
deaths,denies,gold_per_min,xp_per_min,hero_damage;-1,753770;0;5;5
kills,assists,denies,gold_per_min,xp_per_min;-1,753846;0;5;5
deaths,denies,xp_per_min,hero_damage,last_hits;-1,753919;0;5;5
kills,assists,denies,xp_per_min,last_hits;-1,753995;0;5;5
assists,denies,gold_per_min,xp_per_min,hero_damage;-1,754134;0;5;5
assists,denies,xp_per_min,hero_damage,last_hits;-1,754283;0;5;5
kills,deaths,assists,denies,gold_per_min,xp_per_min;-1,755010;0;6;5
kills,deaths,assists,denies,xp_per_min,last_hits;-1,755134;0;6;5
deaths,assists,denies,gold_per_min,xp_per_min,hero_damage;-1,755250;0;6;5
deaths,assists,denies,xp_per_min,hero_damage,last_hits;-1,755374;0;6;5
denies,gold_per_min,xp_per_min,hero_healing,last_hits;-1,902415;0;5;6
kills,gold_per_min,hero_damage,hero_healing,last_hits;-1,902752;0;5;6
kills,gold_per_min,xp_per_min,hero_healing,last_hits;-1,904266;0;5;6
deaths,denies,gold_per_min,xp_per_min,hero_healing,last_hits;-1,904509;0;6;6
gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits;-1,904554;0;5;6
kills,gold_per_min,xp_per_min,hero_damage,hero_healing;-1,904737;0;5;6
kills,deaths,gold_per_min,hero_damage,hero_healing,last_hits;-1,904790;0;6;6
assists,denies,gold_per_min,xp_per_min,hero_healing,last_hits;-1,904813;0;6;6
kills,xp_per_min,hero_damage,hero_healing,last_hits;-1,904886;0;5;6
kills,assists,gold_per_min,hero_damage,hero_healing,last_hits;-1,905093;0;6;6
denies,gold_per_min,xp_per_min,last_hits;-1,905567;0;4;6
kills,gold_per_min,hero_damage,last_hits;-1,905988;0;4;6
kills,deaths,gold_per_min,xp_per_min,hero_healing,last_hits;-1,906052;0;6;6
deaths,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits;-1,906292;0;6;6
kills,assists,gold_per_min,xp_per_min,hero_healing,last_hits;-1,906355;0;6;6
kills,deaths,gold_per_min,xp_per_min,hero_damage,hero_healing;-1,906444;0;6;6
kills,deaths,xp_per_min,hero_damage,hero_healing,last_hits;-1,906568;0;6;6
assists,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits;-1,906595;0;6;6
kills,assists,gold_per_min,xp_per_min,hero_damage,hero_healing;-1,906747;0;6;6
kills,assists,xp_per_min,hero_damage,hero_healing,last_hits;-1,906872;0;6;6
deaths,denies,gold_per_min,xp_per_min,last_hits;-1,907450;0;5;6
kills,deaths,gold_per_min,hero_damage,last_hits;-1,907787;0;5;6
assists,denies,gold_per_min,xp_per_min,last_hits;-1,907814;0;5;6
kills,gold_per_min,xp_per_min,last_hits;-1,907881;0;4;6
kills,assists,gold_per_min,hero_damage,last_hits;-1,908151;0;5;6
gold_per_min,xp_per_min,hero_damage,last_hits;-1,908241;0;4;6
kills,gold_per_min,xp_per_min,hero_damage;-1,908469;0;4;6
kills,xp_per_min,hero_damage,last_hits;-1,908656;0;4;6
deaths,assists,denies,gold_per_min,xp_per_min,last_hits;-1,909008;0;6;6
kills,deaths,assists,gold_per_min,hero_damage,last_hits;-1,909289;0;6;6
kills,deaths,gold_per_min,xp_per_min,last_hits;-1,909301;0;5;6
deaths,gold_per_min,xp_per_min,hero_damage,last_hits;-1,909589;0;5;6
kills,assists,gold_per_min,xp_per_min,last_hits;-1,909665;0;5;6
kills,deaths,gold_per_min,xp_per_min,hero_damage;-1,909771;0;5;6
kills,deaths,xp_per_min,hero_damage,last_hits;-1,909921;0;5;6
assists,gold_per_min,xp_per_min,hero_damage,last_hits;-1,909953;0;5;6
kills,assists,gold_per_min,xp_per_min,hero_damage;-1,910135;0;5;6
kills,assists,xp_per_min,hero_damage,last_hits;-1,910285;0;5;6
kills,deaths,assists,gold_per_min,xp_per_min,last_hits;-1,910551;0;6;6
deaths,assists,gold_per_min,xp_per_min,hero_damage,last_hits;-1,910791;0;6;6
kills,deaths,assists,gold_per_min,xp_per_min,hero_damage;-1,910943;0;6;6
kills,deaths,assists,xp_per_min,hero_damage,last_hits;-1,911067;0;6;6
kills,denies,gold_per_min,hero_damage,hero_healing,last_hits;-2,153110;0;6;8
kills,denies,gold_per_min,xp_per_min,hero_damage,hero_healing;-2,154764;0;6;8
kills,denies,xp_per_min,hero_damage,hero_healing,last_hits;-2,154889;0;6;8
kills,denies,gold_per_min,hero_damage,last_hits;-2,155508;0;5;8
kills,deaths,denies,gold_per_min,hero_damage,last_hits;-2,157306;0;6;8
kills,denies,gold_per_min,xp_per_min,hero_damage;-2,157493;0;5;8
kills,assists,denies,gold_per_min,hero_damage,last_hits;-2,157609;0;6;8
kills,denies,xp_per_min,hero_damage,last_hits;-2,157642;0;5;8
kills,deaths,denies,gold_per_min,xp_per_min,hero_damage;-2,158960;0;6;8
