k;seed;metric;min_size;max_size;outliers;threshold;elite_size;elapsed_time
10;-1;inertia;3;6;0;0.750000;10;109.853800
All solutions found
Solution;Evaluation;Feasible;Num, of Attr,;Restrictions Violated
deaths,assists,xp_per_min,hero_damage,hero_healing;10127,607884;0;5;1
kills,deaths,assists,gold_per_min,hero_healing;10128,618478;0;5;1
deaths,assists,hero_damage,hero_healing,last_hits;10128,672422;0;5;1
deaths,assists,gold_per_min,hero_damage,hero_healing;10129,655133;0;5;1
kills,deaths,assists,hero_damage,hero_healing;10131,958730;0;5;1
kills,deaths,assists,hero_healing,last_hits;10132,119908;0;5;1
deaths,assists,denies,xp_per_min,hero_healing;10133,439410;0;5;1
deaths,assists,denies,gold_per_min,hero_healing;10134,618056;0;5;1
deaths,assists,denies,hero_healing,last_hits;10134,878300;0;5;1
kills,deaths,assists,denies,hero_damage,hero_healing;10170,612578;0;6;1
kills,denies,gold_per_min,xp_per_min,hero_damage,last_hits;13069,180011;0;6;13
xp_per_min,hero_damage;14010,265613;0;2;14
kills,xp_per_min;14010,488367;0;2;14
hero_damage,last_hits;14010,838543;0;2;14
kills,hero_damage;14011,084108;0;2;14
kills,gold_per_min;14011,772872;0;2;14
gold_per_min,hero_damage;14012,303101;0;2;14
denies,xp_per_min;14013,432000;0;2;14
kills,last_hits;14013,525074;0;2;14
denies,last_hits;14013,533004;0;2;14
denies,gold_per_min;14014,680090;0;2;14
denies,hero_damage;14016,997884;0;2;14
assists,xp_per_min;14017,354196;0;2;14
assists,last_hits;14017,381241;0;2;14
deaths,gold_per_min;14017,646965;0;2;14
deaths,xp_per_min;14017,851864;0;2;14
deaths,last_hits;14018,102556;0;2;14
kills,denies;14018,232875;0;2;14
assists,gold_per_min;14018,397782;0;2;14
kills,assists;14019,644788;0;2;14
assists,hero_damage;14019,684685;0;2;14
xp_per_min,hero_healing;14020,727512;0;2;14
assists,denies;14020,963741;0;2;14
kills,deaths;14021,198033;0;2;14
deaths,hero_damage;14021,279924;0;2;14
deaths,denies;14021,464885;0;2;14
deaths,assists;14021,510160;0;2;14
hero_healing,last_hits;14021,649508;0;2;14
gold_per_min,hero_healing;14022,025797;0;2;14
assists,hero_healing;14022,852712;0;2;14
kills,hero_healing;14022,894138;0;2;14
hero_damage,hero_healing;14022,938103;0;2;14
denies,hero_healing;14024,486287;0;2;14
deaths,hero_healing;14025,064701;0;2;14
deaths,assists,denies,hero_damage,last_hits;20102,013390;0;5;2
deaths,assists,denies,xp_per_min,hero_damage;20102,315868;0;5;2
deaths,assists,denies,gold_per_min,hero_damage;20103,119244;0;5;2
kills,deaths,assists,denies,xp_per_min;20103,609742;0;5;2
kills,deaths,assists,denies,gold_per_min;20105,086239;0;5;2
kills,deaths,assists,denies,last_hits;20107,063112;0;5;2
assists,denies,hero_damage,hero_healing,last_hits;20110,790633;0;5;2
assists,denies,xp_per_min,hero_damage,hero_healing;20110,943538;0;5;2
kills,assists,denies,xp_per_min,hero_healing;20112,646573;0;5;2
assists,denies,gold_per_min,hero_damage,hero_healing;20113,565976;0;5;2
kills,assists,denies,gold_per_min,hero_healing;20114,591897;0;5;2
kills,assists,denies,hero_healing,last_hits;20115,385790;0;5;2
deaths,denies,xp_per_min,hero_damage,hero_healing;20117,895765;0;5;2
deaths,denies,hero_damage,hero_healing,last_hits;20118,062577;0;5;2
kills,deaths,denies,xp_per_min,hero_healing;20119,706159;0;5;2
deaths,denies,gold_per_min,hero_damage,hero_healing;20119,772223;0;5;2
kills,deaths,denies,gold_per_min,hero_healing;20120,684813;0;5;2
kills,deaths,denies,hero_healing,last_hits;20123,200897;0;5;2
deaths,assists,denies,xp_per_min,hero_damage,hero_healing;20163,538091;0;6;2
kills,deaths,assists,denies,xp_per_min,hero_healing;20164,111206;0;6;2
deaths,assists,denies,hero_damage,hero_healing,last_hits;20164,515684;0;6;2
kills,deaths,assists,denies,gold_per_min,hero_healing;20165,403357;0;6;2
deaths,assists,denies,gold_per_min,hero_damage,hero_healing;20165,943571;0;6;2
kills,deaths,assists,denies,hero_healing,last_hits;20167,820186;0;6;2
kills,deaths,gold_per_min,xp_per_min,hero_healing;30100,247489;0;5;3
deaths,xp_per_min,hero_damage,hero_healing,last_hits;30100,417279;0;5;3
deaths,gold_per_min,hero_damage,hero_healing,last_hits;30100,580257;0;5;3
kills,assists,gold_per_min,hero_damage,hero_healing;30101,323242;0;5;3
kills,assists,hero_damage,hero_healing,last_hits;30101,601133;0;5;3
assists,denies,gold_per_min,xp_per_min,hero_healing;30103,005724;0;5;3
assists,denies,xp_per_min,hero_healing,last_hits;30103,223668;0;5;3
assists,denies,gold_per_min,hero_healing,last_hits;30104,464819;0;5;3
kills,deaths,gold_per_min,hero_healing,last_hits;30104,511223;0;5;3
kills,deaths,xp_per_min,hero_damage,hero_healing;30104,530902;0;5;3
kills,deaths,xp_per_min,hero_healing,last_hits;30104,682436;0;5;3
kills,deaths,gold_per_min,hero_damage,hero_healing;30106,039326;0;5;3
deaths,denies,gold_per_min,xp_per_min,hero_healing;30107,429529;0;5;3
kills,deaths,hero_damage,hero_healing,last_hits;30108,306993;0;5;3
deaths,denies,gold_per_min,hero_healing,last_hits;30108,422219;0;5;3
deaths,denies,xp_per_min,hero_healing,last_hits;30109,476113;0;5;3
deaths,assists,gold_per_min,xp_per_min,hero_healing,last_hits;30135,566332;0;6;3
