k;seed;metric;min_size;max_size;outliers;threshold;elite_size;elapsed_time
10;-1;cosine;3;6;0;0.750000;10;159.673632
All solutions found
Solution;Evaluation;Feasible;Num, of Attr,;Restrictions Violated
kills,deaths,assists,gold_per_min,hero_damage;-1,262044;0;5;3
kills,assists,xp_per_min,hero_damage,hero_healing;-1,272414;0;5;3
kills,deaths,assists,xp_per_min,hero_damage;-1,273743;0;5;3
denies,xp_per_min,hero_damage;-1,274899;0;3;2
deaths,denies,gold_per_min,last_hits;-1,282058;0;4;3
kills,deaths,assists,hero_damage,last_hits;-1,283366;0;5;3
deaths,denies,xp_per_min,last_hits;-1,303990;0;4;3
deaths,denies,gold_per_min,xp_per_min;-1,318699;0;4;3
denies,hero_damage,last_hits;-1,322610;0;3;2
deaths,gold_per_min,xp_per_min,hero_damage;-1,328032;0;4;3
kills,deaths,gold_per_min,last_hits;-1,345487;0;4;3
kills,deaths,xp_per_min,hero_damage;-1,352930;0;4;3
kills,denies,last_hits;-1,359728;0;3;2
denies,xp_per_min,hero_healing,last_hits;-1,359985;0;4;3
kills,deaths,xp_per_min,last_hits;-1,363261;0;4;3
deaths,gold_per_min,xp_per_min,last_hits;-1,366019;0;4;3
kills,deaths,gold_per_min,hero_damage;-1,368456;0;4;3
deaths,xp_per_min,hero_damage,last_hits;-1,371304;0;4;3
deaths,gold_per_min,hero_damage,last_hits;-1,372245;0;4;3
kills,deaths,gold_per_min,xp_per_min;-1,373404;0;4;3
assists,denies,gold_per_min,last_hits;-1,381407;0;4;3
assists,denies,gold_per_min,xp_per_min;-1,383441;0;4;3
assists,denies,xp_per_min,last_hits;-1,386249;0;4;3
denies,gold_per_min,hero_damage;-1,393050;0;3;2
kills,denies,gold_per_min;-1,399905;0;3;2
kills,assists,xp_per_min,hero_damage;-1,404197;0;4;3
xp_per_min,hero_damage,hero_healing,last_hits;-1,406034;0;4;3
kills,assists,gold_per_min,xp_per_min;-1,410448;0;4;3
denies,gold_per_min,xp_per_min,hero_healing;-1,416426;0;4;3
assists,gold_per_min,hero_damage,last_hits;-1,416816;0;4;3
kills,deaths,hero_damage,last_hits;-1,418412;0;4;3
kills,xp_per_min,hero_healing,last_hits;-1,419582;0;4;3
assists,xp_per_min,hero_damage,last_hits;-1,424628;0;4;3
kills,assists,gold_per_min,last_hits;-1,424755;0;4;3
kills,assists,xp_per_min,last_hits;-1,425030;0;4;3
kills,assists,gold_per_min,hero_damage;-1,427769;0;4;3
assists,gold_per_min,xp_per_min,hero_damage;-1,429795;0;4;3
kills,deaths,denies,gold_per_min,hero_damage,hero_healing;-1,430704;0;6;4
assists,gold_per_min,xp_per_min,last_hits;-1,433837;0;4;3
kills,assists,hero_damage,last_hits;-1,435784;0;4;3
kills,deaths,denies,hero_damage,hero_healing,last_hits;-1,446383;0;6;4
gold_per_min,xp_per_min,hero_healing,last_hits;-1,452068;0;4;3
denies,gold_per_min,hero_healing,last_hits;-1,458751;0;4;3
kills,gold_per_min,hero_healing,last_hits;-1,460505;0;4;3
gold_per_min,hero_damage,hero_healing,last_hits;-1,467562;0;4;3
kills,deaths,denies,xp_per_min,hero_damage,hero_healing;-1,477443;0;6;4
kills,gold_per_min,xp_per_min,hero_healing;-1,480351;0;4;3
kills,assists,denies,hero_damage,hero_healing,last_hits;-1,484599;0;6;4
kills,xp_per_min,hero_damage,hero_healing;-1,489707;0;4;3
kills,hero_damage,hero_healing,last_hits;-1,492677;0;4;3
denies,xp_per_min,last_hits;-1,497066;0;3;3
gold_per_min,xp_per_min,hero_damage,hero_healing;-1,498275;0;4;3
kills,assists,denies,gold_per_min,hero_damage,hero_healing;-1,498432;0;6;4
kills,assists,denies,xp_per_min,hero_damage,hero_healing;-1,509238;0;6;4
kills,deaths,assists,denies,gold_per_min,hero_damage;-1,509750;0;6;4
kills,deaths,assists,denies,hero_damage,last_hits;-1,512712;0;6;4
kills,deaths,assists,denies,xp_per_min,hero_damage;-1,515470;0;6;4
kills,xp_per_min,last_hits;-1,518860;0;3;3
kills,gold_per_min,hero_damage,hero_healing;-1,522781;0;4;3
xp_per_min,hero_damage,last_hits;-1,528159;0;3;3
kills,deaths,denies,hero_damage,last_hits;-1,546989;0;5;4
kills,deaths,denies,xp_per_min,hero_damage;-1,548211;0;5;4
kills,deaths,denies,gold_per_min,hero_damage;-1,553832;0;5;4
denies,gold_per_min,xp_per_min;-1,554699;0;3;3
gold_per_min,xp_per_min,last_hits;-1,561727;0;3;3
deaths,denies,gold_per_min,hero_damage,hero_healing,last_hits;-1,576265;0;6;5
kills,deaths,denies,gold_per_min,xp_per_min,hero_healing;-1,582852;0;6;5
deaths,denies,gold_per_min,xp_per_min,hero_damage,hero_healing;-1,586268;0;6;5
deaths,denies,xp_per_min,hero_damage,hero_healing,last_hits;-1,593453;0;6;5
kills,deaths,denies,gold_per_min,hero_healing,last_hits;-1,594241;0;6;5
kills,gold_per_min,xp_per_min;-1,599781;0;3;3
kills,deaths,denies,xp_per_min,hero_healing,last_hits;-1,602256;0;6;5
kills,gold_per_min,last_hits;-1,602422;0;3;3
assists,denies,gold_per_min,hero_damage,hero_healing,last_hits;-1,606022;0;6;5
assists,denies,xp_per_min,hero_damage,hero_healing,last_hits;-1,612724;0;6;5
gold_per_min,xp_per_min,hero_damage;-1,613425;0;3;3
kills,assists,denies,gold_per_min,hero_healing,last_hits;-1,614243;0;6;5
denies,gold_per_min,last_hits;-1,617722;0;3;3
kills,assists,denies,xp_per_min,hero_healing,last_hits;-1,621303;0;6;5
assists,denies,gold_per_min,xp_per_min,hero_damage,hero_healing;-1,626516;0;6;5
kills,assists,denies,gold_per_min,xp_per_min,hero_healing;-1,630449;0;6;5
kills,assists,denies,xp_per_min,hero_damage;-1,631743;0;5;4
kills,assists,denies,hero_damage,last_hits;-1,633523;0;5;4
kills,hero_damage,last_hits;-1,636213;0;3;3
gold_per_min,hero_damage,last_hits;-1,640649;0;3;3
kills,assists,denies,gold_per_min,hero_damage;-1,646076;0;5;4
kills,deaths,assists,denies,gold_per_min,last_hits;-1,646688;0;6;5
deaths,assists,denies,gold_per_min,hero_damage,last_hits;-1,647592;0;6;5
kills,deaths,assists,denies,gold_per_min,xp_per_min;-1,657194;0;6;5
deaths,assists,denies,gold_per_min,xp_per_min,hero_damage;-1,658399;0;6;5
deaths,assists,denies,xp_per_min,hero_damage,last_hits;-1,661818;0;6;5
kills,deaths,assists,denies,xp_per_min,last_hits;-1,666244;0;6;5
kills,denies,xp_per_min,hero_damage,hero_healing;-1,669590;0;5;4
kills,denies,hero_damage,hero_healing,last_hits;-1,685639;0;5;4
kills,deaths,denies,gold_per_min,last_hits;-1,690086;0;5;5
deaths,denies,gold_per_min,xp_per_min,hero_healing,last_hits;-1,695354;0;6;6
kills,xp_per_min,hero_damage;-1,697337;0;3;3
kills,denies,gold_per_min,hero_damage,hero_healing;-1,698768;0;5;4
deaths,denies,xp_per_min,hero_damage,last_hits;-1,699294;0;5;5
kills,deaths,denies,xp_per_min,last_hits;-1,704655;0;5;5
deaths,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits;-1,708320;0;6;6
kills,deaths,denies,gold_per_min,xp_per_min;-1,710216;0;5;5
