k;seed;metric;min_size;max_size;outliers;threshold;elite_size;elapsed_time
10;-1;cosine;3;6;0;0.750000;10;159.673632
All solutions found
Solution;Evaluation;Feasible;Num, of Attr,;Restrictions Violated
kills,gold_per_min,hero_damage,last_hits;-2,170500;0;4;6
kills,gold_per_min,xp_per_min,hero_damage;-2,188827;0;4;6
deaths,denies,gold_per_min,xp_per_min,hero_damage,last_hits;-2,206322;0;6;9
kills,assists,denies,gold_per_min,xp_per_min,hero_damage;-2,212698;0;6;8
kills,assists,denies,xp_per_min,hero_damage,last_hits;-2,215480;0;6;8
kills,assists,denies,gold_per_min,hero_damage,last_hits;-2,219553;0;6;8
kills,deaths,denies,gold_per_min,xp_per_min,last_hits;-2,220284;0;6;9
kills,denies,xp_per_min,hero_damage,hero_healing,last_hits;-2,236196;0;6;8
kills,denies,gold_per_min,hero_damage,hero_healing,last_hits;-2,272557;0;6;8
kills,denies,gold_per_min,xp_per_min,hero_damage,hero_healing;-2,275871;0;6;8
kills,assists,denies,gold_per_min,xp_per_min,last_hits;-2,301115;0;6;9
kills,denies,xp_per_min,hero_damage,last_hits;-2,313267;0;5;8
assists,denies,gold_per_min,xp_per_min,hero_damage,last_hits;-2,322403;0;6;9
kills,denies,gold_per_min,xp_per_min,hero_healing,last_hits;-2,326834;0;6;9
kills,deaths,gold_per_min,xp_per_min,hero_damage,last_hits;-2,336118;0;6;10
denies,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits;-2,358559;0;6;9
kills,denies,gold_per_min,xp_per_min,hero_damage;-2,380962;0;5;8
denies,gold_per_min,xp_per_min,hero_damage,last_hits;-2,415879;0;5;9
kills,assists,gold_per_min,xp_per_min,hero_damage,last_hits;-2,422758;0;6;10
kills,denies,gold_per_min,hero_damage,last_hits;-2,423925;0;5;8
kills,denies,gold_per_min,xp_per_min,last_hits;-2,446336;0;5;9
kills,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits;-2,451756;0;6;10
kills,gold_per_min,xp_per_min,hero_damage,last_hits;-2,546240;0;5;10
deaths,gold_per_min;-2,641691;0;2;14
deaths,xp_per_min;-2,685328;0;2;14
assists,last_hits;-2,705102;0;2;14
assists,gold_per_min;-2,748843;0;2;14
assists,xp_per_min;-2,759333;0;2;14
deaths,last_hits;-2,765773;0;2;14
assists,denies;-2,773658;0;2;14
kills,denies,gold_per_min,xp_per_min,hero_damage,last_hits;-2,779468;0;6;13
deaths,hero_damage;-2,792644;0;2;14
kills,deaths;-2,795666;0;2;14
kills,assists;-2,796112;0;2;14
deaths,denies;-2,803693;0;2;14
assists,hero_damage;-2,818214;0;2;14
xp_per_min,hero_healing;-2,833609;0;2;14
assists,hero_healing;-2,866749;0;2;14
gold_per_min,hero_healing;-2,887018;0;2;14
denies,hero_healing;-2,920545;0;2;14
xp_per_min,last_hits;-2,921892;0;2;14
deaths,assists;-2,928612;0;2;14
hero_healing,last_hits;-2,929678;0;2;14
kills,hero_healing;-2,942739;0;2;14
deaths,hero_healing;-2,943157;0;2;14
hero_damage,hero_healing;-2,947596;0;2;14
denies,xp_per_min;-2,959458;0;2;14
gold_per_min,xp_per_min;-2,993868;0;2;14
kills,last_hits;-3,014423;0;2;14
gold_per_min,last_hits;-3,018936;0;2;14
hero_damage,last_hits;-3,020579;0;2;14
denies,gold_per_min;-3,046703;0;2;14
kills,xp_per_min;-3,063564;0;2;14
denies,hero_damage;-3,074148;0;2;14
kills,denies;-3,078133;0;2;14
xp_per_min,hero_damage;-3,080914;0;2;14
kills,gold_per_min;-3,100585;0;2;14
denies,last_hits;-3,161244;0;2;14
kills,hero_damage;-3,172864;0;2;14
gold_per_min,hero_damage;-3,185773;0;2;14
