,kills,deaths,assists,denies,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits,firstblood_claimed,obs_placed,rune_pickups,sen_placed,teamfight_participation,tower_damage,towers_killed,neutral_kills,tower_kills,lane_kills,roshan_kills,necronomicon_kills,courier_kills,observer_kills,sentry_kills,ancient_kills,camps_stacked,gold_spent,pings,roshans_killed,stuns,buyback_count,observer_uses,sentry_uses,lane_efficiency,purchase_tpscroll,actions_per_min
88470,3.210526315789474,5.5964912280701755,9.75438596491228,5.824561403508772,371.7368421052632,454.6140350877193,12903.82456140351,149.40350877192984,130.66666666666666,2.0,19.0,454.0,10.0,28.860285320000003,36350.0,26.0,1785.0,26.0,5586.0,1.0,2.0,1.0,17.0,20.0,70.0,45.0,645390.0,739.0,1.0,1560.1246157999997,21.0,19.0,9.0,29.463301829881363,462.0,9868.0
95560,8.0,4.166666666666667,13.333333333333334,12.0,479.1666666666667,512.0,17750.0,0.0,149.0,2.0,0.0,33.0,1.0,3.4369067500000003,21102.0,11.0,210.0,11.0,706.0,2.0,0.0,0.0,1.0,2.0,31.0,3.0,78940.0,131.0,2.0,117.16591650000001,0.0,0.0,1.0,3.536295998391313,44.0,2609.0
431070,7.714285714285714,6.428571428571429,13.0,5.428571428571429,380.57142857142856,410.2857142857143,12694.142857142857,700.2857142857143,133.42857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883737,3.7142857142857144,8.857142857142858,14.714285714285714,1.5714285714285714,248.42857142857142,309.0,8689.857142857143,0.0,35.42857142857143,1.0,44.0,53.0,45.0,3.82746785,3708.0,4.0,57.0,4.0,178.0,0.0,0.0,0.0,8.0,2.0,0.0,17.0,54985.0,184.0,0.0,305.29114999999996,4.0,40.0,21.0,2.143173134928614,55.0,1093.0
1296625,3.1785714285714284,6.017857142857143,13.205357142857142,3.4107142857142856,274.26785714285717,370.07142857142856,11223.94642857143,1717.4375,57.875,16.0,321.0,749.0,238.0,75.93142321999999,31574.0,23.0,1180.0,23.0,4939.0,4.0,11.0,2.0,87.0,62.0,70.0,116.0,986260.0,6831.0,4.0,4825.6448559,56.0,281.0,140.0,39.78483812587976,795.0,16907.0
1522705,9.105263157894736,15.052631578947368,22.894736842105264,10.68421052631579,721.3157894736842,756.3684210526316,9912.578947368422,2591.5263157894738,90.26315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2434347,6.357142857142857,8.380952380952381,13.821428571428571,3.3333333333333335,372.5,469.7142857142857,14552.452380952382,217.1904761904762,88.10714285714286,12.0,178.0,868.0,101.0,48.66709823,96068.0,49.0,1904.0,49.0,4618.0,12.0,3.0,4.0,27.0,10.0,188.0,26.0,843940.0,4753.0,12.0,3370.484284630001,19.0,141.0,36.0,39.77297405992358,811.0,26455.0
2503633,3.857142857142857,9.714285714285714,13.571428571428571,7.857142857142857,249.28571428571428,287.7142857142857,9818.714285714286,446.42857142857144,33.0,1.0,19.0,40.0,13.0,4.61419717,2156.0,2.0,28.0,2.0,196.0,0.0,0.0,1.0,5.0,3.0,2.0,3.0,49270.0,262.0,0.0,176.885077,4.0,13.0,11.0,2.5113613512970034,63.0,1563.0
3423212,19.181818181818183,7.363636363636363,13.636363636363637,12.818181818181818,797.5454545454545,851.3636363636364,18383.454545454544,108.81818181818181,184.36363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3505786,5.5,6.928571428571429,16.071428571428573,10.642857142857142,390.2857142857143,450.7142857142857,18392.5,1346.7142857142858,152.0,1.0,8.0,129.0,6.0,8.422561550000001,11606.0,5.0,639.0,5.0,1501.0,1.0,4.0,0.0,6.0,3.0,38.0,16.0,185275.0,444.0,1.0,460.04370930000005,9.0,8.0,6.0,7.501910315704806,137.0,1945.0
3916428,3.967741935483871,9.129032258064516,16.43548387096774,4.209677419354839,369.6290322580645,466.7741935483871,8265.5,1499.4193548387098,50.17741935483871,5.0,240.0,248.0,285.0,29.886884200000008,13210.0,8.0,573.0,8.0,1728.0,1.0,4.0,2.0,47.0,31.0,30.0,60.0,383265.0,1040.0,1.0,1901.8426683,21.0,165.0,127.0,16.829278101749445,355.0,5971.0
3940262,8.0,12.033613445378151,24.319327731092436,8.016806722689076,721.9159663865546,772.6638655462185,9001.151260504203,1751.1932773109243,69.94957983193277,11.0,923.0,512.0,1197.0,46.31530158000001,33246.0,7.0,465.0,7.0,1725.0,2.0,3.0,0.0,132.0,164.0,87.0,150.0,767960.0,6366.0,2.0,2218.1639656999996,62.0,529.0,464.0,25.411019505328767,689.0,24092.0
4022514,3.0,7.0,18.8,1.6,309.0,380.6,10033.6,61.0,98.8,1.0,38.0,64.0,57.0,3.09215786,2270.0,3.0,258.0,3.0,201.0,0.0,0.0,0.0,6.0,6.0,3.0,12.0,58620.0,193.0,0.0,261.332241,3.0,25.0,33.0,2.0082445204102153,35.0,907.0
4281729,3.509293680297398,8.866171003717472,14.509293680297398,6.840148698884758,367.003717472119,415.30483271375465,7084.933085501859,1287.988847583643,50.39033457249071,13.0,1369.0,650.0,1363.0,76.13378698999999,52870.0,37.0,1062.0,37.0,4901.0,1.0,19.0,3.0,167.0,117.0,63.0,136.0,1067215.0,6264.0,1.0,4602.263463299999,89.0,566.0,545.0,45.30243313895032,1197.0,17976.0
4897705,3.4375,6.75,16.25,4.3125,295.9375,413.1875,11058.25,476.5625,46.3125,2.0,155.0,187.0,137.0,9.41435536,7837.0,1.0,191.0,1.0,512.0,0.0,4.0,1.0,24.0,9.0,8.0,26.0,145460.0,945.0,0.0,636.7514486,8.0,72.0,39.0,5.807963000201085,150.0,3074.0
5150808,9.044776119402986,3.6305970149253732,8.932835820895523,16.40671641791045,591.0298507462686,616.3507462686567,22012.06343283582,168.6492537313433,332.2014925373134,25.0,8.0,2329.0,13.0,171.03506166,767535.0,486.0,23497.0,472.0,64149.0,102.0,62.0,16.0,167.0,123.0,4823.0,185.0,5792485.0,12062.0,102.0,4764.658966040003,76.0,12.0,16.0,205.595616328172,2377.0,47572.0
5178461,3.75,7.083333333333333,15.5,6.666666666666667,268.9166666666667,374.8333333333333,9568.333333333334,33.833333333333336,55.583333333333336,4.0,130.0,113.0,92.0,7.201395380000001,15667.0,11.0,73.0,11.0,561.0,0.0,0.0,0.0,19.0,16.0,4.0,24.0,103705.0,169.0,0.0,402.81703450000003,5.0,96.0,4.0,3.901065755077418,86.0,2347.0
5571849,3.977777777777778,6.711111111111111,9.511111111111111,2.688888888888889,271.44444444444446,281.8888888888889,7156.333333333333,781.2666666666667,52.06666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6103402,3.590643274853801,7.859649122807017,15.43859649122807,2.6432748538011697,376.39181286549706,443.16959064327483,7638.309941520468,1173.6959064327486,48.55555555555556,12.0,1290.0,743.0,1678.0,65.83804192,41232.0,27.0,442.0,28.0,4885.0,4.0,8.0,1.0,166.0,67.0,14.0,93.0,1038810.0,7815.0,4.0,3727.2889496000003,50.0,894.0,870.0,38.343253569274076,1241.0,17462.0
6199147,3.441860465116279,7.395348837209302,15.627906976744185,2.558139534883721,283.51162790697674,364.5581395348837,10486.837209302326,1603.4883720930231,54.093023255813954,3.0,567.0,207.0,695.0,22.91986706,14261.0,5.0,234.0,5.0,1622.0,1.0,0.0,1.0,113.0,78.0,5.0,32.0,384945.0,3417.0,1.0,1255.9364224,16.0,229.0,311.0,13.286748441584557,347.0,6031.0
6359015,5.294117647058823,7.647058823529412,8.941176470588236,13.470588235294118,446.1764705882353,471.2352941176471,20552.58823529412,0.0,254.35294117647058,0.0,1.0,68.0,0.0,9.5594667,46410.0,18.0,1370.0,18.0,2911.0,4.0,14.0,2.0,7.0,6.0,256.0,2.0,275695.0,704.0,4.0,264.8643002,10.0,1.0,0.0,9.33159058918158,146.0,2526.0
6922000,3.2612137203166225,7.427440633245382,15.95778364116095,5.142480211081794,352.76781002638523,424.61741424802113,9591.970976253298,1801.0369393139842,57.659630606860155,24.0,4272.0,2584.0,5221.0,219.48709456999987,184146.0,123.0,4480.0,120.0,16077.0,21.0,20.0,25.0,585.0,391.0,559.0,750.0,3469850.0,36346.0,21.0,12067.436859549996,179.0,2513.0,2213.0,122.9702392921777,3261.0,61270.0
7353870,5.375,6.5,6.25,6.0,355.5,388.25,15262.75,10.0,96.75,0.0,10.0,53.0,14.0,4.90896724,689.0,0.0,259.0,0.0,544.0,0.0,0.0,0.0,4.0,1.0,6.0,7.0,79435.0,273.0,0.0,110.68569611999999,3.0,8.0,11.0,4.610295596219586,55.0,3343.0
7396553,3.4761904761904763,7.809523809523809,15.142857142857142,3.2857142857142856,276.57142857142856,320.6190476190476,12084.57142857143,355.42857142857144,34.333333333333336,1.0,173.0,101.0,306.0,13.19040937,5703.0,5.0,56.0,5.0,636.0,2.0,0.0,1.0,27.0,38.0,1.0,9.0,180245.0,1062.0,2.0,1127.1629259999997,17.0,78.0,120.0,7.976674039815,192.0,3528.0
7583514,4.8,10.4,12.8,4.0,317.2,362.0,11796.6,478.4,95.4,0.0,1.0,30.0,0.0,2.85882962,4154.0,3.0,129.0,3.0,334.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,43425.0,286.0,0.0,243.332924,4.0,1.0,0.0,2.3305851598632614,34.0,649.0
7910302,9.631578947368421,23.0,44.31578947368421,6.7368421052631575,1112.6842105263158,1216.7368421052631,3540.8947368421054,833.1052631578947,34.68421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7932121,24.727272727272727,19.454545454545453,36.09090909090909,29.09090909090909,1756.0,1999.1818181818182,16678.18181818182,48.36363636363637,268.72727272727275,2.0,1.0,78.0,2.0,3.38264827,22092.0,13.0,519.0,13.0,1330.0,2.0,1.0,0.0,1.0,5.0,53.0,3.0,120310.0,92.0,2.0,195.36609425999998,6.0,0.0,1.0,3.5960184998994573,51.0,1018.0
8363146,6.1923076923076925,13.615384615384615,21.73076923076923,5.461538461538462,567.2692307692307,632.2692307692307,5306.346153846154,1907.3846153846155,82.57692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8591574,3.288557213930348,7.597014925373134,14.766169154228855,3.2238805970149254,340.5223880597015,404.64179104477614,7381.73631840796,1346.6616915422885,47.78109452736319,10.0,942.0,538.0,666.0,61.047636379999986,47373.0,27.0,1534.0,27.0,2673.0,3.0,2.0,2.0,89.0,45.0,17.0,273.0,787120.0,2314.0,3.0,3099.1339756599987,39.0,683.0,209.0,32.69636034586769,736.0,22791.0
8712306,4.027027027027027,6.0,10.81081081081081,7.756756756756757,402.3783783783784,464.97297297297297,16320.486486486487,575.4054054054054,164.59459459459458,0.0,7.0,310.0,16.0,22.58018115000001,58498.0,38.0,1117.0,38.0,4916.0,3.0,1.0,4.0,20.0,11.0,20.0,34.0,477550.0,5915.0,3.0,976.5549850000001,17.0,9.0,16.0,21.27729740599236,344.0,6805.0
9001808,7.833333333333333,8.666666666666666,14.333333333333334,10.333333333333334,459.1666666666667,525.5,20369.0,1462.0,212.5,0.0,0.0,16.0,0.0,3.24823669,10659.0,7.0,280.0,7.0,953.0,6.0,1.0,1.0,0.0,3.0,42.0,3.0,98995.0,200.0,6.0,85.681297,8.0,0.0,0.0,3.8343052483410416,60.0,1062.0
9403474,3.2142857142857144,5.428571428571429,12.589285714285714,2.607142857142857,267.60714285714283,349.42857142857144,9528.839285714286,1537.625,39.375,4.0,129.0,273.0,132.0,33.706702789999994,16139.0,12.0,504.0,12.0,1525.0,1.0,2.0,3.0,32.0,55.0,16.0,50.0,445030.0,3691.0,1.0,2725.1721314399992,31.0,117.0,112.0,19.655942087271267,495.0,8598.0
9876019,4.166666666666667,6.0,12.166666666666666,7.166666666666667,374.3333333333333,404.5,15050.5,800.5,148.66666666666666,0.0,4.0,34.0,1.0,3.2762116299999997,3801.0,4.0,292.0,4.0,605.0,0.0,0.0,0.0,3.0,0.0,23.0,4.0,73085.0,51.0,0.0,175.33463,2.0,4.0,1.0,2.973054494269053,39.0,947.0
10366616,5.498559077809798,5.636887608069165,12.76657060518732,11.564841498559078,490.20172910662825,548.7377521613832,15609.827089337175,1125.077809798271,185.19596541786743,34.0,235.0,2721.0,244.0,221.03427911999992,626698.0,304.0,17425.0,291.0,45550.0,38.0,43.0,16.0,228.0,213.0,1452.0,263.0,4732775.0,13573.0,38.0,8397.570699750002,218.0,181.0,159.0,214.06917353710026,2937.0,109947.0
10516239,9.975,8.175,16.175,13.725,581.925,671.65,26004.85,620.25,264.275,7.0,0.0,429.0,1.0,25.913685935,107092.0,47.0,2863.0,47.0,7528.0,12.0,0.0,5.0,18.0,23.0,410.0,22.0,704090.0,3262.0,12.0,503.4874820000001,23.0,0.0,1.0,26.447013874924597,406.0,6144.0
11550182,2.6074498567335245,6.945558739255015,13.312320916905444,2.2435530085959887,268.5702005730659,327.55014326647563,8591.200573065902,1288.1977077363897,41.48424068767908,26.0,3340.0,1645.0,4653.0,173.84091983,89943.0,58.0,2713.0,58.0,7989.0,8.0,32.0,20.0,734.0,583.0,85.0,641.0,2730670.0,21971.0,8.0,7484.854342299995,104.0,2022.0,2057.0,94.62115423285748,2997.0,121615.0
11582420,4.625,6.1875,16.4375,9.3125,404.125,483.5,15896.8125,627.5625,181.5,2.0,4.0,54.0,0.0,8.186397880000001,46058.0,13.0,811.0,13.0,2026.0,1.0,0.0,0.0,6.0,4.0,61.0,2.0,222260.0,154.0,1.0,623.849588,7.0,4.0,0.0,7.927206917353709,139.0,3701.0
11760391,6.214285714285714,4.857142857142857,12.714285714285714,20.285714285714285,478.14285714285717,572.5,16267.642857142857,99.28571428571429,263.64285714285717,1.0,0.0,117.0,0.0,8.658745170000001,56944.0,29.0,1162.0,29.0,2576.0,5.0,6.0,0.0,7.0,1.0,246.0,16.0,242895.0,600.0,5.0,101.71695434,10.0,0.0,0.0,8.989342449225818,116.0,2999.0
11767812,8.666666666666666,5.666666666666667,13.666666666666666,11.333333333333334,422.0,417.44444444444446,11269.888888888889,827.3333333333334,95.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11865327,7.926923076923077,4.315384615384615,9.046153846153846,18.43076923076923,554.776923076923,586.6346153846154,22665.64230769231,255.83076923076922,299.41923076923075,28.0,56.0,2138.0,37.0,156.49648577000002,773516.0,476.0,19527.0,476.0,57702.0,72.0,47.0,13.0,110.0,133.0,3324.0,184.0,5174900.0,8424.0,72.0,6574.874806533798,81.0,61.0,38.0,182.13291775588172,2082.0,95262.0
11929046,3.3333333333333335,4.166666666666667,8.5,4.0,266.1666666666667,277.8333333333333,5084.333333333333,2806.0,62.333333333333336,3.0,4.0,8.0,8.0,3.2415640599999995,8012.0,7.0,44.0,7.0,328.0,0.0,1.0,0.0,2.0,3.0,4.0,2.0,50925.0,58.0,0.0,96.256745016,1.0,5.0,7.0,2.0657550774180575,38.0,876.0
12231202,6.737569060773481,3.2845303867403315,9.643646408839778,13.7292817679558,530.0,564.317679558011,21231.5,140.29558011049724,267.1740331491713,32.0,143.0,2805.0,193.0,228.55405473999994,1142758.0,615.0,24655.0,614.0,69258.0,100.0,59.0,16.0,210.0,140.0,4773.0,515.0,6218075.0,15748.0,100.0,8417.046723679994,135.0,153.0,188.0,261.7401970641464,2556.0,131000.0
12692042,3.0,10.0,15.5,2.75,278.375,347.5,9942.625,1849.0,44.875,3.0,113.0,21.0,123.0,4.07481452,2687.0,1.0,28.0,1.0,299.0,0.0,0.0,1.0,23.0,16.0,2.0,8.0,73155.0,522.0,0.0,142.720747,7.0,51.0,67.0,2.5218178162075207,89.0,2683.0
12929500,2.25,9.333333333333334,12.166666666666666,0.4166666666666667,215.83333333333334,294.75,10028.583333333334,274.1666666666667,11.583333333333334,1.0,76.0,51.0,113.0,6.986633490000002,4820.0,1.0,3.0,1.0,98.0,0.0,0.0,0.0,12.0,12.0,0.0,4.0,76130.0,93.0,0.0,358.6569169999999,5.0,43.0,37.0,3.1807761914337425,69.0,1888.0
14093071,6.0,7.6,13.2,4.6,422.0,459.2,3296.8,2772.2,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14353349,7.733333333333333,5.666666666666667,12.2,14.866666666666667,531.1333333333333,560.2666666666667,22734.866666666665,70.2,255.66666666666666,2.0,9.0,123.0,9.0,8.85167251,67866.0,26.0,840.0,26.0,3054.0,4.0,2.0,1.0,11.0,3.0,93.0,14.0,260080.0,120.0,4.0,324.79871330000003,10.0,8.0,6.0,10.523426503116832,93.0,5190.0
16446200,4.842105263157895,5.2631578947368425,11.894736842105264,11.263157894736842,459.2105263157895,539.7368421052631,18910.263157894737,286.10526315789474,197.31578947368422,1.0,3.0,126.0,0.0,10.35355851,50991.0,26.0,953.0,26.0,2803.0,2.0,0.0,1.0,10.0,8.0,80.0,1.0,248100.0,202.0,2.0,421.96416700000003,14.0,3.0,0.0,11.732153629599837,138.0,3122.0
16460913,5.5,3.875,11.25,16.625,434.875,495.375,14869.25,2221.375,182.125,2.0,0.0,41.0,0.0,4.98056081,21306.0,10.0,293.0,10.0,1220.0,0.0,2.0,0.0,3.0,3.0,10.0,3.0,108985.0,239.0,0.0,251.1672552,3.0,0.0,0.0,5.257188819625981,62.0,1399.0
16769223,8.555555555555555,8.0,16.333333333333332,7.555555555555555,721.7777777777778,814.2222222222222,8637.0,301.0,174.44444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17647574,4.916666666666667,9.333333333333334,14.75,1.5,314.1666666666667,426.8333333333333,11972.166666666666,2286.9166666666665,44.583333333333336,0.0,151.0,33.0,215.0,6.574624910000001,4453.0,4.0,53.0,4.0,432.0,0.0,3.0,0.0,22.0,24.0,0.0,12.0,122935.0,186.0,0.0,259.4206547,10.0,37.0,34.0,4.514779810979288,123.0,1928.0
18180970,4.223776223776224,7.559440559440559,15.573426573426573,4.398601398601398,367.33916083916085,444.0944055944056,8659.405594405594,2397.888111888112,60.96153846153846,30.0,2155.0,1387.0,2046.0,132.3612402199999,161959.0,85.0,4204.0,84.0,8886.0,11.0,21.0,3.0,353.0,212.0,163.0,318.0,2143405.0,7455.0,11.0,6225.805488379999,96.0,1378.0,784.0,77.29036798713045,1880.0,53872.0
19174123,5.833333333333333,6.083333333333333,14.666666666666666,11.25,418.3333333333333,539.9166666666666,18137.5,2069.0,189.16666666666666,2.0,25.0,74.0,8.0,7.379012559999999,27862.0,16.0,351.0,16.0,1701.0,1.0,9.0,0.0,7.0,5.0,30.0,7.0,168370.0,295.0,1.0,403.50386499999996,12.0,18.0,7.0,7.450633420470542,90.0,2431.0
19195168,4.230769230769231,8.333333333333334,16.615384615384617,1.3333333333333333,347.97435897435895,454.56410256410254,9144.051282051281,501.8974358974359,48.30769230769231,2.0,507.0,278.0,338.0,23.29598774,20931.0,13.0,323.0,13.0,1378.0,4.0,3.0,2.0,67.0,27.0,19.0,41.0,350640.0,3523.0,4.0,839.2230810500001,16.0,434.0,109.0,12.368590388095717,347.0,4171.0
19672354,5.534313725490196,5.764705882352941,12.03921568627451,10.816176470588236,483.94607843137254,496.84558823529414,18143.38480392157,890.125,206.8799019607843,39.0,970.0,3184.0,1445.0,249.00091356499996,1214640.0,660.0,18819.0,633.0,62915.0,121.0,71.0,22.0,374.0,318.0,3357.0,704.0,6315820.0,30357.0,121.0,8411.382836026003,186.0,598.0,700.0,253.60365976271893,3997.0,80734.0
19757254,17.6,10.8,22.0,30.2,1310.8,1458.8,17057.0,135.8,238.2,0.0,0.0,30.0,0.0,2.86401102,7739.0,8.0,339.0,8.0,864.0,0.0,0.0,1.0,0.0,1.0,40.0,2.0,78515.0,149.0,0.0,76.14795,1.0,0.0,0.0,3.836316106977679,35.0,1197.0
19891058,6.125,4.375,9.375,10.75,459.125,507.375,18688.75,48.125,233.875,2.0,1.0,37.0,0.0,4.843999080000001,6385.0,5.0,360.0,5.0,1338.0,0.0,0.0,0.0,5.0,2.0,54.0,1.0,113840.0,225.0,0.0,184.6422058,4.0,1.0,0.0,4.726121053689926,64.0,1439.0
19961875,8.833333333333334,7.333333333333333,13.0,15.583333333333334,479.5,552.9166666666666,27988.166666666668,143.08333333333334,193.66666666666666,3.0,2.0,74.0,2.0,7.254272439999999,28542.0,17.0,551.0,17.0,1772.0,1.0,13.0,2.0,11.0,13.0,68.0,15.0,176545.0,395.0,1.0,52.3750986,10.0,2.0,2.0,8.835712849386688,111.0,3891.0
20130815,4.733333333333333,8.733333333333333,17.6,6.466666666666667,379.0,478.6,16766.8,987.8666666666667,149.4,3.0,13.0,61.0,20.0,8.669392380000001,13986.0,7.0,649.0,7.0,1463.0,0.0,3.0,0.0,12.0,10.0,49.0,33.0,187970.0,226.0,0.0,652.838891,11.0,12.0,17.0,6.822843354112206,148.0,4293.0
20321748,5.945454545454545,6.866666666666666,12.503030303030304,9.32121212121212,429.8484848484849,478.7030303030303,14335.963636363636,293.06666666666666,142.13939393939393,12.0,240.0,1342.0,207.0,71.77094227999999,182615.0,92.0,3551.0,92.0,14097.0,11.0,10.0,9.0,77.0,69.0,106.0,98.0,1592880.0,8730.0,11.0,4640.6937414,54.0,182.0,149.0,66.16730343856825,1233.0,19928.0
20603135,6.7105263157894735,3.8684210526315788,10.105263157894736,14.447368421052632,543.7368421052631,566.3421052631579,17832.052631578947,129.0,240.26315789473685,2.0,5.0,310.0,1.0,18.539837640000005,92657.0,55.0,1818.0,53.0,5919.0,6.0,2.0,2.0,11.0,11.0,181.0,35.0,495490.0,1700.0,6.0,563.486976,14.0,5.0,1.0,22.526643876935452,215.0,5905.0
20969644,3.75,5.625,12.0,2.625,288.875,360.25,11772.875,32.0,67.0,2.0,29.0,84.0,26.0,5.8227869,2974.0,0.0,53.0,0.0,455.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,79620.0,356.0,0.0,370.88751900000005,5.0,18.0,19.0,3.168912125477579,84.0,2928.0
21289303,10.721311475409836,5.295081967213115,11.39344262295082,24.114754098360656,849.639344262295,844.2622950819672,20078.950819672133,130.0655737704918,304.2295081967213,7.0,2.0,427.0,4.0,39.00662258000001,280128.0,142.0,5390.0,134.0,12417.0,19.0,25.0,0.0,54.0,45.0,1254.0,37.0,1161275.0,3496.0,19.0,995.5963402999998,21.0,2.0,4.0,41.61914337422078,342.0,10010.0
21487219,8.75,8.75,8.625,9.25,501.75,578.125,25415.25,145.0,275.625,0.0,22.0,53.0,19.0,3.76414598,25033.0,10.0,721.0,10.0,1440.0,1.0,0.0,0.0,11.0,23.0,95.0,5.0,156250.0,548.0,1.0,263.48050900000004,4.0,19.0,2.0,4.672431128091695,81.0,1448.0
21604967,4.678571428571429,5.035714285714286,11.928571428571429,3.75,332.2857142857143,395.2857142857143,12382.75,1309.2142857142858,58.92857142857143,3.0,152.0,150.0,125.0,14.348421319999998,16652.0,8.0,410.0,8.0,827.0,1.0,3.0,3.0,22.0,9.0,25.0,63.0,206860.0,1460.0,1.0,545.2610105,7.0,139.0,39.0,7.9038809571687105,159.0,4515.0
23090404,4.166666666666667,4.916666666666667,12.75,2.0,312.25,311.0833333333333,8982.0,2208.1666666666665,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23467004,4.166666666666667,6.666666666666667,9.583333333333334,8.083333333333334,392.3333333333333,432.1666666666667,16188.583333333334,756.9166666666666,149.91666666666666,0.0,8.0,97.0,3.0,6.74291639,15773.0,10.0,320.0,10.0,1450.0,0.0,0.0,0.0,2.0,0.0,12.0,5.0,137655.0,119.0,0.0,407.82527145200004,7.0,8.0,3.0,6.4954755680675635,96.0,1522.0
23589642,3.22,7.06,13.32,0.86,270.8,359.98,8252.88,899.82,47.42,4.0,629.0,327.0,687.0,28.659599059999994,38270.0,23.0,500.0,23.0,1627.0,3.0,0.0,2.0,92.0,39.0,51.0,80.0,438450.0,2731.0,3.0,1626.3122656000005,20.0,344.0,178.0,16.379650110597225,450.0,6160.0
23883296,3.6260162601626016,5.487804878048781,14.455284552845528,3.4065040650406506,272.9268292682927,344.4878048780488,10693.951219512195,793.2032520325204,38.63414634146341,15.0,672.0,674.0,764.0,71.22614216,41017.0,28.0,455.0,28.0,3331.0,4.0,7.0,4.0,97.0,96.0,19.0,59.0,913335.0,7506.0,4.0,4498.155467720001,31.0,464.0,225.0,37.15362959983915,915.0,15463.0
23900288,7.230769230769231,4.230769230769231,9.5,18.846153846153847,526.3076923076923,579.1923076923077,18138.0,289.0769230769231,255.0,2.0,3.0,198.0,2.0,14.414513079999999,113609.0,71.0,2140.0,71.0,4693.0,11.0,1.0,0.0,6.0,5.0,284.0,10.0,431085.0,740.0,11.0,359.0100187,9.0,2.0,2.0,17.99316308063543,176.0,4866.0
24009418,4.04424778761062,5.920353982300885,12.056047197640117,4.722713864306785,391.28613569321533,444.30678466076694,12087.489675516224,885.6607669616519,140.28613569321533,12.0,207.0,1878.0,92.0,154.61233791000004,389589.0,211.0,8944.0,210.0,28230.0,26.0,14.0,8.0,142.0,69.0,648.0,314.0,3083895.0,10348.0,26.0,7864.987990900001,121.0,166.0,59.0,153.14337422079228,1817.0,42661.0
24534272,2.2,8.4,9.0,3.2,211.4,229.6,8548.8,1225.0,14.6,0.0,39.0,7.0,40.0,2.7402244000000002,1194.0,2.0,2.0,2.0,79.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,26665.0,536.0,0.0,64.6512455,3.0,18.0,6.0,1.566257792077217,38.0,1982.0
24985355,13.857142857142858,5.571428571428571,12.857142857142858,16.428571428571427,507.7142857142857,585.4285714285714,36699.857142857145,431.57142857142856,196.57142857142858,2.0,5.0,48.0,2.0,4.54654792,16613.0,9.0,377.0,9.0,981.0,0.0,2.0,0.0,5.0,4.0,47.0,6.0,121020.0,94.0,0.0,293.96413687000006,4.0,4.0,2.0,5.001407601045646,47.0,953.0
25051015,1.6666666666666667,6.0,14.0,0.3333333333333333,257.5,288.5,6811.333333333333,268.1666666666667,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
