,kills,deaths,assists,denies,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits,firstblood_claimed,obs_placed,rune_pickups,sen_placed,teamfight_participation,tower_damage,towers_killed,neutral_kills,tower_kills,lane_kills,roshan_kills,necronomicon_kills,courier_kills,observer_kills,sentry_kills,ancient_kills,camps_stacked,gold_spent,pings,roshans_killed,stuns,buyback_count,observer_uses,sentry_uses,lane_efficiency,purchase_tpscroll,actions_per_min
74606286,2.25,8.25,8.875,2.75,194.0,256.75,7665.625,1773.625,13.625,0.0,57.0,13.0,58.0,4.546640890000001,135.0,1.0,5.0,1.0,96.0,0.0,0.0,1.0,11.0,9.0,0.0,4.0,45160.0,329.0,0.0,396.93078500000007,10.0,40.0,29.0,2.371003418459682,52.0,1338.0
74767739,7.25,6.375,10.875,10.5,475.125,561.625,22643.125,359.375,231.25,0.0,1.0,72.0,0.0,4.112470419999999,9695.0,5.0,530.0,5.0,1352.0,0.0,1.0,0.0,1.0,0.0,40.0,3.0,135385.0,373.0,0.0,317.30686000000003,7.0,1.0,0.0,4.683088678865876,94.0,3241.0
74779230,7.333333333333333,7.333333333333333,16.0,9.5,421.0,533.8333333333334,20222.333333333332,175.83333333333334,161.16666666666666,2.0,1.0,30.0,0.0,3.4460419599999996,6835.0,6.0,163.0,6.0,796.0,0.0,0.0,1.0,1.0,3.0,12.0,3.0,77755.0,249.0,0.0,199.88048500000002,6.0,1.0,0.0,3.7878544138347072,45.0,776.0
75060705,2.3333333333333335,10.333333333333334,10.166666666666666,2.1666666666666665,260.6666666666667,318.0,8054.5,147.83333333333334,53.0,0.0,11.0,12.0,12.0,0.45454547,190.0,1.0,22.0,1.0,47.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11575.0,105.0,0.0,6.453906,1.0,12.0,1.0,0.2521616730343857,16.0,104.0
75378194,9.11111111111111,4.666666666666667,7.333333333333333,16.666666666666668,572.6666666666666,541.2222222222222,20616.666666666668,37.611111111111114,218.77777777777777,2.0,8.0,74.0,0.0,10.254334949999999,58184.0,32.0,762.0,32.0,3273.0,4.0,3.0,3.0,10.0,5.0,42.0,5.0,295170.0,450.0,4.0,313.686245,4.0,8.0,0.0,14.324552583953349,106.0,3994.0
75390186,3.090909090909091,6.666666666666667,12.045454545454545,5.181818181818182,294.0,354.969696969697,9762.242424242424,1027.7121212121212,66.39393939393939,4.0,389.0,270.0,545.0,35.32267100000001,33327.0,21.0,585.0,21.0,3590.0,4.0,10.0,0.0,55.0,43.0,41.0,61.0,588200.0,2996.0,4.0,1905.6580284999995,37.0,156.0,175.0,27.02292378845767,475.0,11774.0
75391504,3.4,6.6,14.6,0.8,280.6,424.6,9275.2,0.0,80.0,0.0,10.0,77.0,0.0,2.7647660899999997,1423.0,0.0,274.0,0.0,119.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,52580.0,203.0,0.0,213.66773060000003,1.0,10.0,0.0,1.470138749245928,46.0,880.0
75438820,2.0,6.333333333333333,9.666666666666666,5.666666666666667,236.58333333333334,278.75,7158.083333333333,581.9166666666666,31.583333333333332,1.0,27.0,66.0,16.0,6.219103309999999,1207.0,0.0,23.0,0.0,316.0,2.0,1.0,0.0,11.0,3.0,1.0,8.0,75125.0,336.0,2.0,412.2093977,2.0,21.0,6.0,3.4787854413834705,96.0,2035.0
75750590,2.821875,6.165625,12.8875,3.665625,278.628125,335.946875,8014.890625,827.4125,51.821875,18.0,2588.0,978.0,2156.0,122.7875777099999,114942.0,69.0,2504.0,69.0,8008.0,11.0,10.0,2.0,323.0,188.0,79.0,505.0,1845700.0,14321.0,11.0,5659.353143090001,64.0,1652.0,622.0,69.00040217172729,1616.0,45010.0
76082466,10.714285714285714,3.357142857142857,13.214285714285714,11.5,580.6428571428571,648.5,28588.14285714286,0.0,284.14285714285717,1.0,4.0,167.0,2.0,9.182409830000001,31750.0,16.0,884.0,16.0,3098.0,4.0,0.0,0.0,4.0,3.0,35.0,16.0,274745.0,1277.0,4.0,216.18490814,5.0,3.0,2.0,9.883370199075005,110.0,3541.0
76173488,3.2545454545454544,4.9818181818181815,11.163636363636364,5.8,383.4727272727273,432.4,12285.49090909091,922.6,136.76363636363635,2.0,60.0,385.0,10.0,33.725688129999995,79948.0,40.0,1902.0,35.0,5586.0,3.0,14.0,0.0,15.0,12.0,196.0,52.0,619700.0,1304.0,3.0,1453.7326823,15.0,63.0,6.0,31.372612105368994,463.0,7445.0
76482434,2.5714285714285716,6.285714285714286,5.714285714285714,7.857142857142857,436.85714285714283,420.57142857142856,6268.285714285715,349.57142857142856,162.14285714285714,0.0,2.0,14.0,1.0,2.69477515,5063.0,7.0,268.0,7.0,778.0,2.0,0.0,0.0,3.0,1.0,85.0,6.0,73935.0,89.0,2.0,37.8441749,3.0,2.0,1.0,3.6086869093102756,35.0,975.0
76600360,2.76027397260274,6.842465753424658,12.89041095890411,2.3972602739726026,279.5821917808219,323.7945205479452,8083.938356164384,1164.013698630137,42.62328767123287,6.0,1017.0,489.0,1204.0,47.10945101,24141.0,18.0,896.0,18.0,2685.0,1.0,17.0,1.0,164.0,104.0,17.0,98.0,753645.0,5041.0,1.0,3127.6896066999993,47.0,605.0,508.0,29.684496279911517,611.0,28627.0
76904792,5.35,9.25,15.075,7.05,440.05,516.925,13313.175,651.825,109.325,2.0,111.0,243.0,104.0,23.890912360000005,15644.0,9.0,947.0,9.0,3243.0,1.0,2.0,2.0,22.0,20.0,81.0,66.0,413640.0,3831.0,1.0,1754.5615129999999,23.0,94.0,62.0,15.840941081841946,322.0,6553.0
77144682,5.9,5.1,11.166666666666666,12.7,490.5,532.5,18819.566666666666,2327.233333333333,234.7,3.0,4.0,155.0,2.0,18.288932049999996,95157.0,53.0,2123.0,53.0,4980.0,4.0,2.0,3.0,10.0,8.0,381.0,5.0,494025.0,817.0,4.0,677.2992795,11.0,6.0,2.0,20.491252764930625,270.0,4244.0
77178681,4.56,6.12,14.56,6.04,334.12,382.96,12386.52,3369.12,60.44,2.0,276.0,132.0,247.0,13.76761202,22297.0,8.0,152.0,8.0,873.0,0.0,0.0,1.0,36.0,15.0,9.0,21.0,209640.0,435.0,0.0,590.0470760000001,11.0,126.0,86.0,7.749849185602252,173.0,3207.0
77202346,19.133333333333333,15.733333333333333,32.93333333333333,20.733333333333334,1671.4,1759.6666666666667,9277.2,180.46666666666667,197.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77246950,5.428571428571429,4.714285714285714,15.142857142857142,2.2857142857142856,375.0,351.14285714285717,5814.428571428572,2030.5714285714287,18.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77271488,3.3,8.1,10.4,2.8,317.7,402.9,12551.7,332.3,119.1,0.0,9.0,56.0,2.0,6.1102305999999995,6443.0,4.0,223.0,4.0,930.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,98385.0,250.0,0.0,452.75463700000006,9.0,9.0,2.0,4.461693142972049,83.0,1250.0
77272095,3.1666666666666665,6.583333333333333,18.75,3.4166666666666665,302.4166666666667,384.9166666666667,12889.0,597.6666666666666,59.583333333333336,0.0,57.0,68.0,36.0,7.81051595,7706.0,3.0,103.0,3.0,609.0,0.0,0.0,0.0,7.0,6.0,7.0,15.0,108220.0,546.0,0.0,842.1038314,10.0,46.0,13.0,4.233460687713654,98.0,3846.0
77490514,6.47953216374269,5.590643274853801,11.625730994152047,14.485380116959064,429.093567251462,498.56140350877195,18273.40350877193,362.32748538011697,181.92397660818713,26.0,100.0,1009.0,71.0,107.90658207999996,234163.0,146.0,7060.0,147.0,24554.0,29.0,21.0,11.0,82.0,55.0,907.0,156.0,2492260.0,22140.0,29.0,6031.835049839999,95.0,103.0,64.0,115.55218178162077,1656.0,31948.0
77581590,4.333333333333333,4.333333333333333,13.533333333333333,4.2,388.93333333333334,449.8,15011.0,1374.8,165.26666666666668,0.0,2.0,63.0,0.0,9.64251997,18678.0,17.0,577.0,17.0,1793.0,1.0,0.0,0.0,2.0,2.0,33.0,13.0,184285.0,373.0,1.0,502.41578300000003,6.0,2.0,0.0,8.173134928614518,124.0,2609.0
78181911,3.0,7.045454545454546,15.136363636363637,7.590909090909091,315.90909090909093,402.27272727272725,12521.0,262.0,60.09090909090909,0.0,59.0,152.0,36.0,13.382362239999997,16954.0,9.0,231.0,9.0,1017.0,0.0,0.0,0.0,17.0,8.0,9.0,9.0,181560.0,598.0,0.0,758.6685415999999,9.0,48.0,26.0,9.082646289965815,174.0,7081.0
78343895,3.857142857142857,5.857142857142857,14.0,1.0,299.0,398.2857142857143,11656.57142857143,645.4285714285714,53.285714285714285,1.0,27.0,55.0,31.0,4.51322856,3015.0,1.0,47.0,1.0,298.0,0.0,2.0,0.0,13.0,3.0,0.0,20.0,64125.0,600.0,0.0,415.205753,2.0,19.0,18.0,2.292177759903479,56.0,1190.0
78649156,6.714285714285714,9.285714285714286,14.785714285714286,16.642857142857142,432.5,466.57142857142856,21131.071428571428,1376.0714285714287,214.5,1.0,4.0,73.0,4.0,7.894889160000002,39055.0,20.0,604.0,20.0,2415.0,2.0,26.0,1.0,5.0,6.0,48.0,2.0,215465.0,434.0,2.0,707.338664,9.0,4.0,4.0,8.573496883169115,147.0,4341.0
78651939,9.8,6.4,9.8,6.4,585.2,638.8,20623.8,0.0,209.0,0.0,0.0,11.0,0.0,1.37545787,1077.0,0.0,86.0,0.0,211.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,22655.0,42.0,0.0,7.6341553,1.0,0.0,0.0,1.3905087472350695,26.0,583.0
78891550,4.024390243902439,6.878048780487805,15.048780487804878,4.146341463414634,320.6829268292683,384.7073170731707,10870.707317073171,1653.3902439024391,75.53658536585365,4.0,298.0,234.0,287.0,25.151979000000008,48445.0,23.0,869.0,22.0,2024.0,2.0,3.0,2.0,43.0,28.0,128.0,63.0,390200.0,2491.0,2.0,967.2918520999998,17.0,183.0,110.0,17.472149607882567,308.0,6810.0
78975891,6.666666666666667,5.277777777777778,10.0,10.777777777777779,505.55555555555554,525.6111111111111,18291.444444444445,226.88888888888889,215.55555555555554,0.0,2.0,87.0,1.0,10.353385269999999,52542.0,30.0,1130.0,30.0,2671.0,7.0,0.0,1.0,12.0,8.0,157.0,17.0,266505.0,615.0,7.0,258.69591676759,7.0,2.0,0.0,11.245123667806153,133.0,4360.0
79002648,3.7241379310344827,5.206896551724138,14.137931034482758,3.7586206896551726,298.7931034482759,405.9310344827586,13031.172413793103,1719.0,75.17241379310344,2.0,45.0,165.0,41.0,17.31937579,15898.0,6.0,479.0,6.0,1621.0,0.0,0.0,0.0,6.0,13.0,10.0,27.0,268465.0,1505.0,0.0,1239.3672846399998,15.0,33.0,20.0,11.684898451638851,252.0,5336.0
79175043,2.45,8.375,11.375,1.925,243.475,301.775,8878.875,869.45,42.5,4.0,461.0,114.0,442.0,19.922737669999993,30873.0,21.0,151.0,21.0,1207.0,1.0,0.0,0.0,54.0,47.0,3.0,46.0,297350.0,1557.0,1.0,855.9929568000001,17.0,149.0,152.0,11.793685903880958,362.0,5533.0
79470884,3.75,7.375,9.375,5.75,352.875,396.375,26018.5,300.0,180.625,0.0,1.0,66.0,1.0,4.73044807,3867.0,5.0,411.0,5.0,1003.0,1.0,0.0,0.0,3.0,1.0,84.0,11.0,106025.0,458.0,1.0,3.8582763,4.0,1.0,1.0,4.0426302030967225,70.0,1185.0
79809603,1.8,7.4,14.2,3.1,260.8,387.6,9656.2,828.1,55.8,1.0,153.0,29.0,219.0,6.2623162500000005,1250.0,0.0,61.0,0.0,437.0,0.0,3.0,0.0,26.0,35.0,5.0,1.0,93230.0,455.0,0.0,96.536194,10.0,83.0,84.0,2.990750050271466,71.0,3253.0
79824353,3.3333333333333335,9.0,13.666666666666666,0.6666666666666666,290.5,356.1666666666667,12799.333333333334,1111.8333333333333,36.5,0.0,95.0,29.0,95.0,3.0009250699999996,244.0,2.0,21.0,2.0,177.0,0.0,0.0,1.0,7.0,7.0,1.0,12.0,56840.0,256.0,0.0,189.316454,5.0,31.0,31.0,2.1926402573899058,66.0,832.0
79922175,8.0,5.0,9.0,11.466666666666667,516.4666666666667,575.8666666666667,22088.4,1120.9333333333334,268.53333333333336,2.0,2.0,94.0,1.0,8.878697959999998,35466.0,18.0,1312.0,18.0,2388.0,2.0,0.0,0.0,7.0,10.0,229.0,9.0,239990.0,155.0,2.0,274.301434,11.0,2.0,1.0,9.602855419264024,115.0,2421.0
80480646,4.166666666666667,11.833333333333334,11.166666666666666,5.0,258.3333333333333,364.1666666666667,12293.833333333334,268.0,44.666666666666664,0.0,23.0,9.0,52.0,2.9766710400000003,2119.0,2.0,28.0,2.0,241.0,0.0,0.0,0.0,10.0,5.0,2.0,11.0,44475.0,527.0,0.0,340.76592300000004,5.0,11.0,31.0,2.1490046249748644,71.0,1087.0
80580792,3.0714285714285716,4.5,14.714285714285714,1.0714285714285714,257.2142857142857,295.64285714285717,7177.428571428572,640.5,27.571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80929738,10.666666666666666,2.9166666666666665,9.5,16.333333333333332,657.9166666666666,572.25,17112.25,111.0,319.4166666666667,0.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,0.0,72.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,5900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81146700,3.357142857142857,6.5,12.642857142857142,6.5,353.42857142857144,402.5,11072.714285714286,41.714285714285715,120.78571428571429,3.0,2.0,35.0,0.0,7.82330176,23941.0,16.0,310.0,16.0,1387.0,0.0,1.0,0.0,1.0,5.0,42.0,3.0,140615.0,147.0,0.0,445.5620044000001,8.0,8.0,0.0,7.8125879750653535,78.0,2306.0
81288503,7.416666666666667,4.833333333333333,12.583333333333334,11.833333333333334,456.0833333333333,530.5833333333334,20474.708333333332,378.375,168.79166666666666,3.0,17.0,110.0,6.0,10.754362179999998,22963.0,13.0,473.0,13.0,2082.0,0.0,0.0,2.0,4.0,1.0,8.0,10.0,222765.0,1048.0,0.0,914.0167420999999,18.0,15.0,1.0,9.101950532877538,167.0,2497.0
81475303,5.888888888888889,5.0,7.666666666666667,18.11111111111111,485.0,488.22222222222223,18742.777777777777,150.55555555555554,194.88888888888889,1.0,1.0,53.0,0.0,5.036635220000001,27369.0,15.0,514.0,15.0,1313.0,2.0,0.0,0.0,1.0,5.0,91.0,4.0,118665.0,327.0,2.0,139.68086160000001,6.0,1.0,1.0,6.160265433340037,50.0,3687.0
81481903,4.452830188679245,5.745283018867925,13.679245283018869,7.509433962264151,415.22641509433964,473.2358490566038,9984.188679245282,1444.8490566037735,105.24528301886792,7.0,428.0,666.0,438.0,44.66942152999998,117581.0,54.0,2726.0,54.0,6308.0,14.0,11.0,1.0,89.0,47.0,632.0,177.0,918675.0,5964.0,14.0,1962.308082,21.0,339.0,224.0,33.7001809772773,615.0,24946.0
81509154,5.5,6.75,17.95,2.0,316.25,457.55,13256.85,4865.1,54.95,1.0,135.0,105.0,138.0,11.99260156,8986.0,8.0,393.0,8.0,572.0,0.0,0.0,1.0,27.0,24.0,18.0,25.0,242385.0,413.0,0.0,1088.7747395,5.0,83.0,62.0,6.294590790267444,174.0,2459.0
81535792,1.6,4.4,13.0,0.4,260.0,253.8,5761.8,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81725699,2.1176470588235294,6.764705882352941,12.529411764705882,4.588235294117647,248.76470588235293,288.29411764705884,10333.823529411764,702.7058823529412,67.11764705882354,4.0,63.0,181.0,74.0,10.041609089999998,6239.0,3.0,289.0,3.0,804.0,0.0,0.0,0.0,9.0,10.0,5.0,10.0,141200.0,685.0,0.0,590.0757146,7.0,36.0,20.0,6.026945505730947,115.0,2353.0
81773653,6.72,4.2,7.92,4.04,504.4,533.8,14143.36,627.96,179.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81852496,7.076612903225806,4.012096774193548,10.129032258064516,16.31048387096774,526.2298387096774,564.3104838709677,22296.834677419356,393.88709677419354,271.39112903225805,26.0,39.0,1444.0,57.0,149.42956508999995,825810.0,456.0,17567.0,456.0,47492.0,96.0,54.0,11.0,120.0,106.0,1800.0,112.0,4432475.0,15799.0,96.0,5371.81119749,109.0,37.0,52.0,167.69897446209526,1684.0,99923.0
81900639,3.5,7.3,11.2,4.7,256.3,364.1,9690.5,803.0,53.5,2.0,133.0,61.0,162.0,5.73662143,2794.0,0.0,28.0,0.0,454.0,0.0,4.0,1.0,31.0,12.0,3.0,9.0,93855.0,429.0,0.0,427.9433664,1.0,49.0,59.0,3.023325960184999,112.0,1947.0
81947490,3.0,5.4375,12.4375,0.75,235.5625,321.5625,7825.6875,1573.9375,32.5,5.0,180.0,70.0,212.0,10.27559078,3167.0,1.0,117.0,1.0,339.0,0.0,1.0,0.0,42.0,20.0,6.0,10.0,133120.0,599.0,0.0,320.903664,6.0,74.0,72.0,5.303639654132315,127.0,3052.0
82051518,3.5,5.571428571428571,10.642857142857142,3.0714285714285716,296.0,327.2142857142857,7965.071428571428,41.785714285714285,79.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82262664,3.4804469273743015,6.798882681564246,14.037243947858473,2.009310986964618,328.22532588454374,380.340782122905,7785.73929236499,1331.951582867784,57.283054003724395,38.0,4326.0,1972.0,3309.0,200.07209653,203941.0,116.0,4904.0,114.0,12842.0,17.0,32.0,13.0,462.0,317.0,491.0,267.0,3154305.0,19145.0,17.0,8989.473678129996,132.0,1638.0,1037.0,131.18017293384278,2401.0,39294.0
82305765,3.9782608695652173,5.804347826086956,13.565217391304348,4.358695652173913,299.1630434782609,375.7826086956522,12902.076086956522,535.25,53.19565217391305,9.0,251.0,578.0,405.0,62.37844328000002,33346.0,20.0,804.0,20.0,3909.0,4.0,11.0,12.0,71.0,73.0,25.0,88.0,862255.0,2499.0,4.0,4021.146211700001,42.0,153.0,245.0,35.16066760506736,768.0,12130.0
82327674,4.2690677966101696,7.9576271186440675,17.764830508474578,3.086864406779661,394.896186440678,477.603813559322,8754.540254237289,1754.6313559322034,58.472457627118644,49.0,3445.0,2670.0,4446.0,271.54826949999995,242672.0,111.0,6752.0,107.0,14672.0,22.0,39.0,3.0,831.0,545.0,423.0,545.0,3807350.0,25761.0,22.0,12541.070859700003,196.0,2811.0,2501.0,148.79891413633618,3587.0,98507.0
82430412,13.4,13.2,20.4,9.2,844.2,1002.0,12211.2,513.4,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82452456,0.6666666666666666,9.833333333333334,6.5,3.1666666666666665,154.83333333333334,198.66666666666666,4445.166666666667,0.0,6.833333333333333,0.0,41.0,12.0,18.0,3.55050511,185.0,0.0,1.0,0.0,47.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,20185.0,5.0,0.0,82.072168,0.0,22.0,6.0,1.0862658355117634,31.0,378.0
82630959,7.083333333333333,11.083333333333334,24.583333333333332,5.638888888888889,690.3888888888889,764.7777777777778,8112.916666666667,989.1944444444445,84.41666666666667,6.0,98.0,117.0,126.0,10.9416397,32326.0,8.0,339.0,8.0,1279.0,1.0,2.0,0.0,12.0,10.0,49.0,17.0,216870.0,1290.0,1.0,780.868153,3.0,64.0,74.0,7.62055097526644,124.0,3808.0
82709828,4.444444444444445,6.111111111111111,16.40740740740741,5.62962962962963,321.0,405.2962962962963,11382.074074074075,319.85185185185185,69.18518518518519,7.0,57.0,203.0,35.0,16.074122740000004,19353.0,11.0,283.0,11.0,1592.0,1.0,0.0,0.0,16.0,8.0,6.0,24.0,254460.0,918.0,1.0,1431.6469341000004,17.0,49.0,26.0,10.13331992760909,261.0,7585.0
82948245,3.6363636363636362,11.272727272727273,11.909090909090908,1.9090909090909092,324.6363636363636,402.72727272727275,12421.09090909091,689.5454545454545,69.36363636363636,1.0,139.0,23.0,134.0,4.885425189999999,2909.0,2.0,136.0,2.0,559.0,1.0,1.0,0.0,31.0,21.0,2.0,12.0,105370.0,535.0,1.0,592.1597006000001,9.0,79.0,50.0,3.9103157048059516,86.0,2859.0
82975794,2.0,5.625,9.0,1.375,267.0,314.625,6508.25,0.0,52.375,0.0,66.0,36.0,56.0,4.700155329999999,7115.0,3.0,81.0,3.0,324.0,1.0,0.0,0.0,8.0,2.0,1.0,13.0,61325.0,437.0,1.0,273.471578,2.0,33.0,20.0,2.560828473758295,69.0,1432.0
82986718,2.6,9.2,9.4,2.2,255.6,294.6,9282.7,729.9,68.7,0.0,4.0,16.0,8.0,1.24450548,255.0,0.0,63.0,0.0,128.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,23750.0,72.0,0.0,73.64932030000001,3.0,3.0,8.0,0.9376633822642269,21.0,848.0
83074695,11.384615384615385,6.076923076923077,13.692307692307692,12.846153846153847,578.0,626.8461538461538,29500.076923076922,477.84615384615387,332.84615384615387,1.0,1.0,109.0,0.0,8.14555712,58916.0,36.0,1340.0,37.0,2926.0,6.0,15.0,2.0,5.0,6.0,171.0,6.0,298700.0,602.0,6.0,507.73997999999995,11.0,1.0,0.0,9.271264830082446,146.0,5251.0
83110967,7.6,18.8,12.8,7.4,592.0,584.4,3766.6,0.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83244107,9.0,6.285714285714286,16.0,20.571428571428573,710.8571428571429,708.2857142857143,12943.42857142857,307.2857142857143,196.14285714285714,0.0,0.0,17.0,0.0,2.16989666,7227.0,5.0,250.0,5.0,679.0,1.0,0.0,0.0,0.0,2.0,39.0,1.0,58195.0,109.0,1.0,28.521006,0.0,1.0,0.0,2.570078423486829,37.0,504.0
83618525,4.333333333333333,7.333333333333333,6.166666666666667,13.166666666666666,405.3333333333333,454.3333333333333,13604.666666666666,374.3333333333333,152.0,0.0,0.0,16.0,0.0,3.07500467,14576.0,5.0,177.0,5.0,716.0,2.0,0.0,1.0,4.0,0.0,22.0,5.0,54995.0,125.0,2.0,10.4604005,4.0,0.0,0.0,3.6750452443193242,44.0,783.0
83703688,8.4,6.1,15.1,21.2,446.2,520.6,11469.7,873.0,168.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83724325,7.2,5.6,11.0,10.2,414.0,501.6,15267.0,0.0,152.8,1.0,0.0,12.0,0.0,2.79042176,10628.0,6.0,192.0,6.0,589.0,1.0,0.0,2.0,2.0,2.0,10.0,3.0,68005.0,275.0,1.0,27.851168,3.0,0.0,0.0,2.6822843354112202,33.0,854.0
83730388,5.166666666666667,5.416666666666667,12.5,8.666666666666666,422.75,495.25,15343.25,991.6666666666666,135.58333333333334,2.0,23.0,74.0,13.0,6.6795284100000005,28173.0,17.0,284.0,17.0,1335.0,2.0,5.0,0.0,3.0,3.0,45.0,16.0,151360.0,821.0,2.0,502.54674350000005,3.0,15.0,5.0,6.685903880957168,104.0,4415.0
83855653,5.375,4.125,7.75,19.125,448.75,498.625,11979.125,1026.75,230.0,0.0,0.0,50.0,0.0,4.20555509,12810.0,5.0,635.0,5.0,1258.0,1.0,0.0,0.0,3.0,4.0,76.0,3.0,115510.0,895.0,1.0,119.69689079999998,3.0,0.0,0.0,5.0136738387291375,45.0,1314.0
83867257,6.74468085106383,5.446808510638298,10.851063829787234,10.212765957446809,546.4468085106383,572.6170212765958,20430.63829787234,395.8936170212766,229.7872340425532,4.0,3.0,199.0,6.0,26.40850394,152196.0,72.0,2772.0,72.0,7868.0,12.0,17.0,0.0,24.0,13.0,347.0,42.0,756330.0,576.0,12.0,1345.6335165,19.0,3.0,6.0,34.0416247737784,387.0,12705.0
84016585,4.333333333333333,8.622222222222222,14.4,4.933333333333334,314.3777777777778,358.75555555555553,14357.066666666668,1741.2222222222222,87.04444444444445,6.0,64.0,155.0,83.0,11.770696569999997,20141.0,18.0,228.0,18.0,1617.0,1.0,1.0,4.0,25.0,23.0,4.0,8.0,206135.0,350.0,1.0,604.1744761000001,17.0,38.0,65.0,9.206917353710036,202.0,3302.0
84065480,2.6666666666666665,4.0,9.5,1.8333333333333333,300.6666666666667,307.5,6686.833333333333,989.3333333333334,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84133761,1.8571428571428572,7.0,11.0,4.428571428571429,231.28571428571428,304.2857142857143,7592.142857142857,0.0,20.857142857142858,0.0,27.0,43.0,35.0,5.49894174,2812.0,0.0,7.0,0.0,136.0,0.0,0.0,1.0,6.0,6.0,0.0,15.0,46290.0,171.0,0.0,173.8653316,1.0,20.0,26.0,2.115021114015685,50.0,867.0
84210817,3.8823529411764706,7.470588235294118,9.882352941176471,1.8235294117647058,327.6470588235294,340.1764705882353,7165.35294117647,409.70588235294116,95.76470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84223469,5.714285714285714,6.714285714285714,13.714285714285714,10.285714285714286,421.2857142857143,444.0,14990.857142857143,522.8571428571429,113.57142857142857,3.0,3.0,17.0,0.0,3.8033918799999995,22599.0,11.0,111.0,11.0,693.0,0.0,1.0,0.0,2.0,3.0,17.0,0.0,78465.0,54.0,0.0,233.99872000000002,2.0,3.0,0.0,3.067162678463704,49.0,565.0
84234671,7.363636363636363,5.454545454545454,20.727272727272727,14.454545454545455,522.5454545454545,593.1818181818181,17750.727272727272,890.9090909090909,182.45454545454547,0.0,4.0,48.0,8.0,6.83642721,18092.0,8.0,431.0,8.0,1599.0,2.0,6.0,0.0,5.0,11.0,29.0,7.0,159815.0,345.0,2.0,499.84556499999997,7.0,7.0,6.0,7.253167102352705,106.0,1927.0
84354431,3.65,5.0,16.1,1.2,328.4,360.95,9131.55,365.7,36.8,0.0,47.0,139.0,37.0,7.7321200999999995,7195.0,2.0,84.0,2.0,280.0,0.0,0.0,1.0,6.0,2.0,1.0,8.0,107065.0,1013.0,0.0,706.5861239999999,4.0,32.0,28.0,4.573496883169113,102.0,3708.0
