,kills,deaths,assists,denies,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits
8712306,4.003215434083601,5.877813504823151,10.2475884244373,5.636655948553055,384.95498392282957,412.37942122186496,11503.932475884245,443.7781350482315,164.64308681672026
8760696,2.875,5.25,6.75,3.625,288.25,275.875,7078.75,617.5,96.25
8944452,3.125,5.125,6.375,8.125,378.125,358.25,10367.375,93.125,183.875
9001808,7.833333333333333,8.666666666666666,14.333333333333334,10.333333333333334,459.1666666666667,525.5,20369.0,1462.0,212.5
9403474,3.2142857142857144,5.428571428571429,12.589285714285714,2.607142857142857,267.60714285714283,349.42857142857144,9528.839285714286,1537.625,39.375
9807809,8.875,6.125,13.375,6.875,518.375,572.125,19186.25,1060.125,168.5
9876019,4.0,5.5,10.75,6.125,359.125,387.25,13061.625,600.375,121.875
10288378,2.6216216216216215,5.918918918918919,12.27027027027027,3.0,317.5405405405405,327.27027027027026,7967.810810810811,1520.3243243243244,93.10810810810811
10366616,5.019202363367799,4.846381093057607,11.617429837518463,9.855243722304284,475.1772525849335,512.3323485967504,13411.29542097489,910.5967503692763,188.9586410635155
10516239,9.975,8.175,16.175,13.725,581.925,671.65,26004.85,620.25,264.275
10574477,7.6,9.2,14.933333333333334,9.0,359.1333333333333,360.0,11776.0,305.2,144.66666666666666
11354087,5.6,4.6,9.4,8.2,395.4,437.8,13481.6,413.4,115.2
11473065,8.761904761904763,4.904761904761905,10.571428571428571,10.238095238095237,577.8333333333334,561.952380952381,17407.785714285714,281.92857142857144,263.8333333333333
11550182,2.523121387283237,6.706647398843931,12.988439306358382,1.7369942196531791,268.3251445086705,310.47109826589593,7706.0158959537575,1723.7846820809248,41.679190751445084
11550933,4.3076923076923075,5.384615384615385,13.384615384615385,5.384615384615385,345.3076923076923,416.84615384615387,9348.461538461539,666.2307692307693,112.53846153846153
11582420,4.625,6.1875,16.4375,9.3125,404.125,483.5,15896.8125,627.5625,181.5
11760391,6.875,4.3125,13.0,21.125,495.875,583.125,16610.5625,86.875,270.125
11767812,7.5,5.0625,13.1875,9.6875,410.875,393.4375,10502.1875,1188.4375,79.1875
11865327,7.810631229235881,4.299003322259137,9.023255813953488,17.754152823920265,549.9833887043189,574.9036544850499,21731.54485049834,274.09634551495014,287.27574750830564
11929046,2.6923076923076925,5.584615384615384,10.953846153846154,2.5846153846153848,283.5076923076923,304.89230769230767,6912.461538461538,1464.8307692307692,62.03076923076923
11984011,3.2,4.666666666666667,9.533333333333333,2.933333333333333,321.06666666666666,325.4,6492.0,1388.8666666666666,50.8
12022770,5.166666666666667,5.333333333333333,7.0,14.166666666666666,429.8333333333333,448.8333333333333,8034.333333333333,87.0,218.5
12231202,6.972796517954298,3.6485310119695322,9.660500544069642,12.383025027203482,525.4319912948857,535.7323177366703,17977.039173014145,179.79978237214362,252.94124047878128
12929500,2.6666666666666665,8.6,11.933333333333334,0.4666666666666667,222.0,294.73333333333335,9928.933333333332,272.3333333333333,11.6
14353349,7.5625,5.03125,11.96875,12.3125,524.625,544.78125,18819.25,698.03125,214.28125
14891004,2.611111111111111,5.5,10.666666666666666,2.111111111111111,242.61111111111111,275.1111111111111,6267.666666666667,699.6666666666666,29.055555555555557
15169205,8.333333333333334,5.444444444444445,10.0,16.666666666666668,430.1111111111111,435.6666666666667,12962.555555555555,132.33333333333334,186.77777777777777
15237910,7.666666666666667,6.222222222222222,9.777777777777779,18.11111111111111,516.0,536.4444444444445,14110.444444444445,34.0,231.55555555555554
15272141,3.4,5.6,11.8,8.0,348.2,435.2,14201.6,1104.0,200.8
16147520,7.111111111111111,5.814814814814815,10.703703703703704,7.518518518518518,415.5925925925926,441.74074074074076,13477.74074074074,454.14814814814815,155.8148148148148
16446200,5.521739130434782,5.086956521739131,11.73913043478261,9.91304347826087,483.3478260869565,553.0434782608696,19485.08695652174,236.34782608695653,206.69565217391303
16534841,2.4,9.4,11.0,2.4,222.2,261.0,4317.2,0.0,27.8
16571807,4.090909090909091,6.4772727272727275,11.113636363636363,2.6818181818181817,319.1363636363636,353.85227272727275,7673.136363636364,540.9204545454545,76.88636363636364
16769223,4.407407407407407,5.101851851851852,10.0,4.462962962962963,403.31481481481484,432.8611111111111,8721.925925925925,168.7962962962963,157.07407407407408
17016466,1.8,5.4,13.6,2.8,217.0,270.8,5287.2,1431.2,32.8
17101437,4.5,5.5,8.166666666666666,5.0,307.3333333333333,341.5,7196.5,484.8333333333333,94.5
17108462,2.5,5.0,10.375,1.75,326.75,366.125,8310.625,233.75,97.375
17176817,6.384615384615385,5.153846153846154,7.769230769230769,13.461538461538462,446.61538461538464,468.6923076923077,9215.0,183.69230769230768,231.23076923076923
18026097,6.8,6.6,9.2,5.0,353.6,390.8,8679.4,0.0,126.8
18439357,2.6,5.6,9.4,1.2,286.2,263.4,5078.8,178.4,29.0
19195168,4.1020408163265305,7.714285714285714,14.83673469387755,1.2653061224489797,336.0612244897959,418.6734693877551,8399.142857142857,662.8367346938776,50.61224489795919
19468050,4.333333333333333,4.166666666666667,5.5,4.5,376.0,382.8333333333333,14374.0,0.0,152.0
19499546,2.2,5.6,15.2,2.8,261.6,264.0,6135.0,551.6,50.2
19672354,5.433831990794016,5.060989643268124,11.07825086306099,9.75373993095512,477.4407364787112,475.7606444188723,14560.301495972382,706.3199079401611,203.04718066743382
19757254,6.83453237410072,4.143884892086331,10.241007194244604,12.176258992805755,507.85971223021585,514.9280575539568,12950.007194244605,147.83093525179856,231.98561151079136
19891058,6.125,4.375,9.375,10.75,459.125,507.375,18688.75,48.125,233.875
19966396,3.0,3.4,9.4,0.4,247.4,295.6,6722.4,1423.6,36.6
20130815,4.75,8.5,17.0,6.8125,386.125,481.8125,16948.25,926.125,155.5625
20321748,5.8574040219378425,6.842778793418647,12.095063985374772,6.804387568555759,397.1023765996344,426.9360146252285,11920.797074954296,300.77330895795245,122.17550274223035
20356581,4.857142857142857,8.0,14.0,3.2857142857142856,285.7142857142857,348.85714285714283,10017.57142857143,411.85714285714283,88.71428571428571
20441493,7.2988929889298895,4.4206642066420665,7.509225092250922,10.70479704797048,486.7638376383764,493.4686346863469,11611.848708487085,74.08856088560886,219.6678966789668
20603135,7.185185185185185,3.8703703703703702,9.722222222222221,13.222222222222221,553.2222222222222,568.925925925926,17916.12962962963,159.14814814814815,235.07407407407408
20800663,2.0,8.8,9.4,3.2,206.2,269.6,4457.8,903.4,33.2
20969644,4.538461538461538,4.846153846153846,10.538461538461538,5.6923076923076925,343.0,392.46153846153845,12253.923076923076,728.3076923076923,95.76923076923077
21112562,5.733333333333333,4.866666666666666,6.533333333333333,12.933333333333334,476.2,498.0,11119.066666666668,19.466666666666665,211.73333333333332
21265941,7.583333333333333,6.489583333333333,17.4375,7.96875,543.6875,615.53125,11916.03125,446.2083333333333,122.95833333333333
21289303,7.778625954198473,3.4631043256997454,9.068702290076336,16.34351145038168,618.882951653944,601.7455470737914,15344.511450381679,129.38931297709922,290.3791348600509
21487219,8.75,8.75,8.625,9.25,501.75,578.125,25415.25,145.0,275.625
21604967,3.5515695067264574,5.278026905829597,10.457399103139014,2.6367713004484306,297.9372197309417,314.1255605381166,7841.609865470852,842.4484304932736,62.219730941704036
21890640,5.2,4.2,11.4,3.8,387.0,460.8,8038.4,192.2,128.4
22579290,6.0,6.166666666666667,9.0,3.1666666666666665,395.5,456.6666666666667,11233.0,0.0,133.16666666666666
22695963,3.0,4.75,8.375,2.5,279.875,277.875,6895.375,774.75,69.375
22915626,5.0,4.6,7.7,8.6,385.4,375.8,9530.1,265.2,217.4
23274389,6.888888888888889,6.0,12.0,2.6666666666666665,358.1111111111111,411.44444444444446,12322.222222222223,417.77777777777777,86.88888888888889
23467004,4.15,6.3,9.4,9.1,372.55,420.45,15282.7,538.0,124.65
23505047,3.0,5.333333333333333,5.333333333333333,2.5,326.1666666666667,314.0,5531.0,613.1666666666666,41.5
23589642,3.086206896551724,6.896551724137931,12.741379310344827,0.896551724137931,264.05172413793105,345.01724137931035,7900.5,888.7931034482758,44.258620689655174
23677529,3.4,4.8,16.6,3.6,336.4,413.8,7095.4,448.0,78.4
23796728,5.575757575757576,8.181818181818182,13.878787878787879,12.121212121212121,537.0909090909091,599.1515151515151,7685.090909090909,310.2121212121212,103.57575757575758
23883296,3.0513761467889906,5.370642201834863,14.23302752293578,2.2605504587155965,273.0642201834862,306.6660550458716,8228.042201834862,1516.4036697247707,33.81284403669725
23900288,6.0,4.846153846153846,7.666666666666667,15.666666666666666,472.3076923076923,517.7435897435897,14778.0,281.1025641025641,203.25641025641025
24009418,3.8646616541353382,5.567669172932331,11.588345864661655,4.676691729323308,378.1823308270677,419.9003759398496,10841.687969924813,858.2218045112782,137.3609022556391
24237259,2.5789473684210527,6.526315789473684,10.421052631578947,1.368421052631579,258.63157894736844,297.89473684210526,4875.526315789473,640.421052631579,52.68421052631579
24443408,5.043478260869565,5.304347826086956,12.130434782608695,3.8260869565217392,337.8695652173913,383.9130434782609,7492.347826086957,1608.4347826086957,82.04347826086956
24534272,2.2,8.4,9.0,3.2,211.4,229.6,8548.8,1225.0,14.6
24800253,8.285714285714286,5.142857142857143,9.857142857142858,10.714285714285714,545.8095238095239,535.952380952381,15627.380952380952,168.1904761904762,315.6190476190476
24935423,9.571428571428571,4.857142857142857,10.0,16.285714285714285,477.0,482.85714285714283,13757.285714285714,214.71428571428572,228.57142857142858
25051015,1.8636363636363635,5.636363636363637,11.818181818181818,0.4090909090909091,224.72727272727272,252.77272727272728,5733.227272727273,113.27272727272727,18.636363636363637
25175582,4.576512455516014,5.637010676156583,11.96797153024911,8.530249110320284,385.3238434163701,427.16014234875445,14663.02491103203,580.5622775800712,155.40569395017795
25273800,7.9,7.0,12.6,15.4,487.3,513.6,20278.9,455.1,245.2
25502245,2.4,9.1,11.9,0.9,297.6,368.9,9416.0,1075.9,66.0
25544429,4.4,8.5,13.1,1.0,280.9,305.8,6680.0,242.8,35.7
25894472,3.3846153846153846,4.846153846153846,9.76923076923077,0.46153846153846156,278.84615384615387,275.84615384615387,5826.0,249.23076923076923,47.38461538461539
25907144,3.3216444981862154,5.732769044740024,12.893591293833131,2.6517533252720678,306.2539298669891,356.4800483675937,8197.698911729141,1381.5513905683192,51.987908101571946
25927734,2.2,9.6,6.6,1.2,225.0,207.8,4311.0,557.0,22.4
26168855,3.727272727272727,6.7272727272727275,10.0,2.727272727272727,280.1818181818182,333.72727272727275,10312.09090909091,112.54545454545455,88.0909090909091
26316691,7.340974212034384,5.113180515759312,10.01432664756447,15.87106017191977,551.3424068767908,546.8896848137535,16290.06446991404,207.7464183381089,247.15472779369628
26356855,3.076305220883534,7.166666666666667,12.961847389558233,2.4397590361445785,286.56626506024094,337.5562248995984,9611.614457831325,838.8915662650602,56.88353413654618
26596237,3.5,5.96875,11.40625,1.8125,293.125,306.71875,6711.78125,769.46875,72.53125
26682464,2.9523809523809526,5.512987012987013,12.746753246753247,1.6688311688311688,293.2792207792208,314.54329004329,6215.469696969697,1784.474025974026,44.07575757575758
26698681,3.8,7.6,10.6,7.4,314.8,397.6,12789.0,683.6,85.8
26771994,3.380952380952381,5.780952380952381,13.341666666666667,2.5047619047619047,307.6607142857143,359.36309523809524,8660.834523809524,986.6142857142858,59.29404761904762
26852332,6.0,4.166666666666667,7.833333333333333,15.833333333333334,529.5,460.1666666666667,11253.5,0.0,317.0
26988074,2.1666666666666665,7.5,11.833333333333334,1.0,239.0,260.6666666666667,6121.666666666667,0.0,39.166666666666664
27052255,3.0,7.142857142857143,11.285714285714286,1.2857142857142858,285.14285714285717,292.57142857142856,7114.285714285715,217.85714285714286,40.714285714285715
27053111,4.333333333333333,4.733333333333333,10.866666666666667,1.0,323.06666666666666,333.26666666666665,8158.333333333333,774.1333333333333,51.0
27178898,4.187408491947291,5.3953147877013174,12.259150805270863,6.538799414348462,391.36310395314786,415.7130307467057,11160.12298682284,828.9443631039532,143.8155197657394
27190106,4.2,5.0,12.4,2.0,411.8,381.2,9443.6,1813.8,121.0
27407887,5.5,6.5,8.0,1.1666666666666667,312.5,376.5,7604.5,0.0,91.16666666666667
27738470,6.2727272727272725,5.1454545454545455,11.909090909090908,11.436363636363636,459.8727272727273,481.8363636363636,12479.636363636364,70.74545454545455,189.9090909090909
27745906,10.538461538461538,9.23076923076923,14.076923076923077,12.76923076923077,546.7692307692307,536.8461538461538,12455.076923076924,34.23076923076923,154.23076923076923
28070572,6.6547884187082404,4.187082405345212,8.997772828507795,11.868596881959911,486.9064587973274,525.3340757238308,16651.63919821826,252.64587973273942,215.14922048997772
28352903,4.615384615384615,3.769230769230769,5.769230769230769,12.76923076923077,486.15384615384613,465.3076923076923,8424.461538461539,279.0769230769231,173.23076923076923
28519224,5.666666666666667,5.25,12.583333333333334,6.833333333333333,333.75,396.3333333333333,13804.416666666666,85.5,91.33333333333333
28850313,3.196078431372549,4.96078431372549,9.764705882352942,2.235294117647059,288.47058823529414,300.078431372549,6144.6274509803925,864.4313725490196,50.27450980392157
28936989,7.607142857142857,4.428571428571429,9.5,11.178571428571429,545.6071428571429,513.7857142857143,13242.17857142857,128.25,271.67857142857144
28943365,1.5,6.166666666666667,7.833333333333333,2.6666666666666665,271.0,261.0,4357.666666666667,0.0,13.5
28989415,9.0,6.25,8.75,9.875,491.5,561.625,24372.625,0.0,245.125
29071850,8.2,4.8,17.4,8.0,417.4,499.4,20149.6,251.4,193.4
29086891,5.285714285714286,8.571428571428571,17.928571428571427,4.428571428571429,388.35714285714283,465.57142857142856,9517.07142857143,369.42857142857144,117.28571428571429
29110522,6.771653543307087,3.5826771653543306,10.062992125984252,10.763779527559056,507.503937007874,525.8188976377953,15296.488188976378,216.13385826771653,225.33858267716536
29147141,5.421052631578948,5.368421052631579,11.947368421052632,10.736842105263158,501.94736842105266,528.0526315789474,9538.842105263158,279.1578947368421,133.10526315789474
29203166,5.8108108108108105,8.216216216216216,12.324324324324325,11.054054054054054,453.81081081081084,517.0540540540541,12188.45945945946,244.45945945945945,120.29729729729729
29492751,2.0,5.666666666666667,14.4,1.6666666666666667,252.13333333333333,304.0,5196.533333333334,1550.0,25.266666666666666
29728945,2.6666666666666665,6.777777777777778,12.0,1.8888888888888888,270.1111111111111,296.0,5542.777777777777,771.8888888888889,61.22222222222222
29750839,5.352941176470588,7.294117647058823,9.470588235294118,10.941176470588236,365.52941176470586,451.94117647058823,12273.764705882353,944.7058823529412,132.47058823529412
29903942,2.6,7.36,11.84,1.76,249.84,284.92,7968.16,468.0,40.72
29904110,3.5405405405405403,5.153153153153153,9.0,4.954954954954955,311.86486486486484,341.56756756756755,6526.990990990991,680.027027027027,79.49549549549549
29923238,2.5,6.785714285714286,15.857142857142858,2.4285714285714284,301.07142857142856,365.0,11604.5,202.14285714285714,62.57142857142857
29984043,2.5,9.0,10.7,2.0,244.9,237.2,5578.5,403.8,35.0
30076440,10.5,3.1,7.1,19.4,612.0,580.6,15913.1,82.1,315.0
30179363,5.875,5.0,9.25,8.5,346.625,375.5,9767.25,438.0,122.75
30237211,4.116448326055313,4.343522561863173,11.751091703056769,4.582241630276565,366.19505094614266,395.0262008733624,8762.592430858806,464.48180494905387,108.14410480349345
30324023,2.25,4.75,11.125,2.625,229.25,257.75,5935.875,1595.75,24.0
30373213,7.769230769230769,6.3076923076923075,12.23076923076923,10.615384615384615,522.1538461538462,494.0,12531.923076923076,382.2307692307692,299.0
30451957,3.7,6.7,12.2,1.7,246.4,243.0,6435.2,893.9,24.7
31078647,2.450980392156863,4.392156862745098,7.235294117647059,3.803921568627451,274.80392156862746,302.3921568627451,5186.78431372549,351.7843137254902,95.31372549019608
31447369,4.094594594594595,5.148648648648648,14.58108108108108,3.175675675675676,335.7027027027027,372.0135135135135,11386.824324324325,983.081081081081,75.06756756756756
31456357,4.238095238095238,5.757142857142857,13.157142857142857,4.238095238095238,419.83809523809526,457.4904761904762,8961.02380952381,456.8,138.76666666666668
31584287,3.026315789473684,7.026315789473684,9.947368421052632,0.9473684210526315,262.8421052631579,281.8157894736842,6721.815789473684,1197.9736842105262,36.05263157894737
31674555,4.846153846153846,4.230769230769231,8.307692307692308,2.3846153846153846,396.0,424.38461538461536,7668.692307692308,69.76923076923077,132.30769230769232
31763321,7.105882352941176,4.141176470588236,8.670588235294117,19.894117647058824,561.8705882352941,549.7882352941176,11197.717647058824,66.55294117647058,247.35294117647058
31787487,3.1666666666666665,7.5,5.0,10.5,427.1666666666667,469.3333333333333,8893.833333333334,13.833333333333334,157.0
31818853,6.274,5.45,11.926,10.122,517.344,538.654,11505.618,489.686,193.092
31842645,3.3333333333333335,4.666666666666667,8.833333333333334,5.333333333333333,365.6666666666667,399.3333333333333,6157.5,0.0,136.0
31848255,7.125,5.125,7.375,9.75,542.0,517.625,13638.25,0.0,341.125
31873749,4.571428571428571,5.428571428571429,11.142857142857142,4.0,310.42857142857144,362.0,6557.857142857143,1222.142857142857,35.57142857142857
31931037,10.333333333333334,9.166666666666666,13.166666666666666,6.333333333333333,441.6666666666667,512.1666666666666,15115.833333333334,0.0,137.16666666666666
31966955,3.0,6.733333333333333,9.2,1.2,267.53333333333336,272.0,5770.666666666667,508.73333333333335,40.266666666666666
32013521,7.0,7.4,5.0,6.6,430.8,562.6,11332.8,0.0,146.0
32213622,4.090909090909091,5.909090909090909,12.272727272727273,1.0,316.27272727272725,348.09090909090907,7687.0,847.3636363636364,67.0
32335598,6.243478260869566,4.643478260869565,11.408695652173913,8.017391304347827,456.7826086956522,469.0782608695652,11721.460869565217,1052.286956521739,169.40869565217392
32454083,6.538461538461538,5.846153846153846,11.923076923076923,12.076923076923077,421.2307692307692,474.3076923076923,17947.69230769231,393.46153846153845,220.46153846153845
32515305,3.8,8.8,8.6,1.4,302.8,424.8,6165.2,128.4,48.4
32531763,8.75,7.583333333333333,13.75,12.75,435.6666666666667,532.8333333333334,19121.916666666668,87.0,153.41666666666666
32578330,3.75,4.416666666666667,7.25,8.75,401.75,387.6666666666667,10476.75,818.25,146.83333333333334
32869220,2.0,6.4,6.0,1.0,258.8,315.6,5214.8,0.0,121.4
32881424,5.166666666666667,2.6666666666666665,6.833333333333333,11.166666666666666,487.1666666666667,494.0,8904.833333333334,4.333333333333333,174.83333333333334
32899129,5.6,7.4,14.8,6.0,737.4,735.4,6205.0,373.2,262.4
32936165,5.282407407407407,5.435185185185185,9.49074074074074,6.027777777777778,434.1388888888889,451.76851851851853,10126.518518518518,376.25,166.97222222222223
32995405,6.875,6.333333333333333,11.78125,19.28125,565.0729166666666,610.1145833333334,14071.3125,538.5625,214.23958333333334
33089656,2.75,8.5,9.35,1.55,259.4,274.35,5311.35,614.3,65.8
33272923,3.5,6.333333333333333,9.833333333333334,0.6666666666666666,238.16666666666666,239.83333333333334,5604.333333333333,953.0,19.166666666666668
33526679,10.2,3.2,7.2,8.8,465.6,443.4,14107.6,18.2,215.6
33563971,1.6,6.0,9.8,1.4,211.0,211.2,3179.2,780.4,37.0
33583200,7.6,6.4,13.6,9.6,480.0,502.2,11578.6,433.4,222.2
33629813,6.777777777777778,5.555555555555555,10.777777777777779,8.333333333333334,484.77777777777777,517.7777777777778,11373.333333333334,147.55555555555554,188.11111111111111
33784334,6.6,4.2,6.9,12.7,452.2,485.9,10990.2,215.2,150.4
33867036,7.866666666666666,6.8,15.866666666666667,4.133333333333334,410.4,442.2,13673.2,0.0,150.26666666666668
33940828,9.2,4.2,8.0,2.0,406.2,501.0,16588.4,0.0,87.2
34026070,1.4,8.0,5.8,4.2,223.6,249.8,4679.4,247.6,29.0
34050628,4.888888888888889,3.2222222222222223,6.666666666666667,13.037037037037036,477.55555555555554,465.3703703703704,10049.25925925926,226.11111111111111,223.03703703703704
34110444,4.0,7.2,17.6,6.2,355.2,428.2,10126.2,0.0,153.6
34127506,7.2,7.6,18.8,13.4,646.4,770.4,10422.4,0.0,79.8
34232886,6.625,4.25,12.9375,1.9375,332.625,315.625,7093.5,909.6875,22.0625
34303773,4.818181818181818,5.7272727272727275,14.0,6.636363636363637,333.3636363636364,365.6363636363636,8884.181818181818,256.09090909090907,86.63636363636364
34419069,5.0,4.125,7.25,8.0,335.125,403.75,9138.0,145.625,123.625
34505203,4.948521358159913,4.991237677984666,12.191675794085432,6.587075575027383,422.0536692223439,451.92442497261777,12701.740416210296,841.2442497261775,153.71631982475355
34547465,4.239583333333333,4.9375,14.78125,4.8125,375.3958333333333,416.1875,11470.583333333334,1480.6875,102.28125
34695693,7.529411764705882,5.529411764705882,9.117647058823529,15.764705882352942,502.3529411764706,543.8235294117648,26612.117647058825,34.411764705882355,247.23529411764707
34698629,4.416666666666667,8.083333333333334,16.75,2.6666666666666665,307.0,386.6666666666667,13492.25,893.75,59.666666666666664
34727391,2.875,6.0,12.25,6.25,295.875,398.5,9511.125,440.875,48.75
35082803,9.5,4.2,12.5,12.9,609.9,692.1,21132.2,22.0,234.3
