,Solution,Evaluation
0,"courier_kills, deaths, gold_per_min, necronomicon_kills, observer_uses",0.262836
1,"courier_kills, deaths, gold_per_min, necronomicon_kills, roshans_killed, sentry_uses",0.24175500000000003
2,"camps_stacked, courier_kills, deaths, gold_per_min, necronomicon_kills, sentry_uses",0.239002
3,"courier_kills, deaths, necronomicon_kills, observer_uses, xp_per_min",0.236537
4,"deaths, firstblood_claimed, gold_per_min, necronomicon_kills, roshans_killed, sentry_uses",0.229046
5,"camps_stacked, deaths, gold_per_min, necronomicon_kills, observer_uses",0.22400799999999998
6,"courier_kills, deaths, gold_per_min, observer_uses, roshans_killed",0.221313
7,"courier_kills, deaths, gold_per_min, necronomicon_kills, sentry_uses",0.218666
8,"courier_kills, deaths, last_hits, necronomicon_kills, observer_uses, roshans_killed",0.21812600000000001
9,"assists, deaths, gold_per_min, necronomicon_kills, roshans_killed, sentry_uses",0.21694499999999997
10,"courier_kills, deaths, firstblood_claimed, roshans_killed, sentry_uses, xp_per_min",0.215821
11,"courier_kills, deaths, firstblood_claimed, necronomicon_kills, sentry_uses, xp_per_min",0.21525100000000003
12,"courier_kills, deaths, necronomicon_kills, roshans_killed, sentry_uses, xp_per_min",0.213865
13,"deaths, necronomicon_kills, roshans_killed, sentry_uses, xp_per_min",0.21334499999999998
14,"camps_stacked, deaths, gold_per_min, necronomicon_kills, observer_uses, sentry_kills",0.21310199999999999
15,"camps_stacked, deaths, firstblood_claimed, last_hits, necronomicon_kills, sentry_uses",0.212232
16,"courier_kills, deaths, last_hits, necronomicon_kills, roshans_killed, sentry_uses",0.21184
17,"courier_kills, deaths, gold_per_min, sentry_uses",0.20959299999999997
18,"courier_kills, deaths, firstblood_claimed, last_hits, necronomicon_kills, observer_uses",0.209463
19,"deaths, gold_per_min, necronomicon_kills, roshans_killed, sentry_uses",0.207013
20,"camps_stacked, deaths, necronomicon_kills, observer_uses, xp_per_min",0.20647
21,"camps_stacked, courier_kills, deaths, gold_per_min, observer_uses, sentry_kills",0.20436500000000002
22,"courier_kills, deaths, gold_per_min, observer_uses",0.202764
23,"courier_kills, deaths, necronomicon_kills, sentry_uses, xp_per_min",0.20247
24,"courier_kills, deaths, firstblood_claimed, gold_per_min, necronomicon_kills, observer_uses",0.201905
