,kills,deaths,assists,denies,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits,cluster
17016466,0.126232741617357,0.48576512455515997,0.6706800445930882,0.11199999999999999,0.10066389593566147,0.1968928344958783,0.12119712639130348,0.7684590013039809,0.06953814218993254,4
17101437,0.3392504930966469,0.49733096085409234,0.33147528799702713,0.2,0.24693690289847248,0.30897273303741285,0.19900993427976893,0.26032318273631455,0.2296315516346653,5
17108462,0.18145956607495067,0.4395017793594304,0.46934225195094764,0.07,0.27837750310357856,0.3480104629042486,0.24441568224433005,0.12550816905729845,0.23709133367929425,2
17176817,0.48793809740555294,0.4572953736654802,0.3066632364291227,0.5384615384615385,0.47247053157346247,0.5106092385737282,0.28127314735412473,0.09863052495559975,0.5844078080715341,9
18026097,0.5207100591715976,0.6245551601423485,0.3959866220735786,0.2,0.3218545905975064,0.3871274571972099,0.2594449695376149,0.0,0.3134405812143228,5
18439357,0.1893491124260355,0.5088967971530247,0.40847268673355636,0.048,0.2127165758082798,0.1851616994292961,0.11270386228196698,0.0957889084912173,0.05967825635703166,2
19195168,0.3078533188423298,0.7534316217590236,0.7478897913680523,0.05061224489795919,0.2934547813835956,0.4313149483001826,0.24802319442814388,0.3558991441939973,0.11575569511665591,7
19468050,0.3261012491781722,0.3431198102016606,0.1649944258639911,0.18,0.3581259783019377,0.3744979919678714,0.4915262641490722,0.0,0.37882719252724445,5
19499546,0.15779092702169625,0.5088967971530247,0.7705685618729097,0.11199999999999999,0.17288281966859181,0.18611287254280282,0.15574889852132023,0.2961724323080463,0.11468604047742606,6
19672354,0.41292560085159885,0.44655574165912454,0.5132464306927709,0.39014959723820475,0.5223847408841872,0.5218145916595947,0.4991189119862024,0.37924670979375064,0.5112796592304978,0
19757254,0.5234345068324039,0.34048490744770715,0.4609770377677791,0.4870503597122302,0.5716409222705499,0.5839062421590945,0.4334919695757723,0.07937535834644396,0.5863664024670249,9
19891058,0.4674556213017751,0.36721530249110307,0.40691192865105913,0.43,0.492726831111351,0.571932466708941,0.6673722877371706,0.025839917158855565,0.5912688116242865,9
19966396,0.22090729783037472,0.2544483985765124,0.40847268673355636,0.016,0.14988935067738976,0.2362079898541535,0.1796881659772908,0.76437830789292,0.07939802802283343,6
20130815,0.3589743589743589,0.8443060498220637,0.882943143812709,0.2725,0.37452096939601665,0.5314085288522511,0.5964388607587627,0.4972673928050932,0.388070835495589,0
20321748,0.44634351257892246,0.6526345579576724,0.5767264026543893,0.27217550274223035,0.39229617844168146,0.44441346643187774,0.39154689583712393,0.1614952184325893,0.301441366741646,3
20356581,0.3674274443505212,0.7864768683274018,0.6956521739130435,0.13142857142857142,0.21193007888101537,0.32063592716731576,0.31398164596000117,0.2211398327836158,0.21461931944547405,7
20441493,0.5600704527755337,0.37249674987853065,0.29043099795546456,0.4281918819188192,0.5374812505614127,0.5498868653873604,0.37895582063292954,0.03978061871590566,0.5544055440554407,9
20603135,0.5510994228942946,0.3088506656122313,0.42858912424129814,0.5288888888888889,0.6450945466976125,0.6695084431292422,0.6358844333139032,0.08545194730666848,0.5943800572757502,8
20800663,0.14201183431952663,0.8790035587188609,0.40847268673355636,0.128,0.0831759054353106,0.194990488268865,0.087395239384184,0.48506558257267773,0.07057602490918527,6
20969644,0.3422849340009103,0.4217081850533807,0.47954720864419853,0.2276923076923077,0.30469045177308796,0.3897614750499976,0.40512332153965847,0.39105268437169943,0.23292483333998643,0
21112562,0.4365548980933595,0.4240806642941872,0.2295057599405425,0.5173333333333334,0.5203756679440816,0.5570703868103994,0.35887267269857775,0.010452302421313696,0.5338176786023179,9
21265941,0.5825115055884286,0.6117845492289439,0.9102564102564102,0.31875,0.6296553678415285,0.7433913284717819,0.39135266642236527,0.239584132341285,0.3034725825981664,3
21289303,0.597919207431832,0.2617469415844901,0.38778966359450934,0.6537404580152671,0.7514162330446549,0.7215370118481157,0.5310790955753046,0.06947343643780736,0.7378804744682173,8
21487219,0.6745562130177515,0.8732206405693947,0.3600891861761427,0.37,0.5617477195444487,0.6840916296766012,0.9415082811702418,0.07785533481629209,0.6995978204462896,8
21604967,0.2644236297220084,0.47165791615466846,0.47448645459953714,0.10547085201793722,0.23172216721154268,0.26557634834831423,0.22530114573361967,0.45233865256216266,0.1458737180635808,6
21890640,0.3944773175542406,0.3469750889679714,0.5333333333333334,0.152,0.375937820478221,0.4980976537729868,0.23332125411494362,0.10319858863235405,0.3175921120913337,5
22579290,0.4575936883629191,0.5744365361803083,0.38350055741360095,0.12666666666666665,0.38970151670534897,0.4915451278799409,0.36351598311535827,0.0,0.32996021449576196,5
22695963,0.22090729783037472,0.4105871886120995,0.3444816053511706,0.1,0.20247476655691693,0.2081087507926443,0.18673769745191884,0.41598910792360205,0.16443954333160354,6
22915626,0.378698224852071,0.39323843416370086,0.3023411371237459,0.344,0.37334700707076157,0.36334812935954347,0.2941149300837405,0.14239472271228043,0.548521017125065,5
23274389,0.5277229892614507,0.5551601423487542,0.5707915273132664,0.10666666666666666,0.32915924506575994,0.41985485802860584,0.4079068276791384,0.22431881908755422,0.20988294989332876,7
23467004,0.3116370808678501,0.5898576512455513,0.40847268673355636,0.364,0.35253953689210343,0.434131261889664,0.528559993017374,0.2888701388356217,0.3078619615983394,5
23505047,0.22090729783037472,0.47805456702253835,0.15458937198067635,0.1,0.27743293571544236,0.2653772986683577,0.13113310426969235,0.3292296284932627,0.0921120913336793,2
23589642,0.22770863089165466,0.6588538470978034,0.6170760773459425,0.03586206896551723,0.1768527945235565,0.3145485754269347,0.22770119115583853,0.4772226527681161,0.09926990319059463,6
23677529,0.25246548323471396,0.41637010676156566,0.8579710144927537,0.14400000000000002,0.29400334646731796,0.42358909321496524,0.19488964156645835,0.24054613791516452,0.18785677218474314,7
23796728,0.4241228856613472,0.8075056615981879,0.6880848619979058,0.48484848484848475,0.6189737827347802,0.7174247228147038,0.21892227416618887,0.16656323145546123,0.25318048151467976,3
23883296,0.22496064274469352,0.4823696496784093,0.7102001575076965,0.09042201834862386,0.1914463542669933,0.25375087990784984,0.24105005117089173,0.8142076925729382,0.07216617549739816,4
23900288,0.4575936883629191,0.4217081850533807,0.300260126347083,0.6266666666666666,0.5140730160970892,0.58836967302408,0.5079911331518167,0.1509333396270575,0.5118225486673852,9
24009418,0.2891251798134388,0.5051574666202873,0.5450918265563575,0.18706766917293233,0.36165973578086213,0.4332599491754117,0.34756820758469986,0.4608079030128824,0.3408430260914352,0
24237259,0.18768815529949132,0.6160329649747142,0.47221733262923193,0.05473684210526316,0.1680761790047527,0.2398458098321263,0.10441951925664131,0.34386341707609513,0.12113183841804824,6
24443408,0.3821284623960209,0.4747021507040072,0.578934612961078,0.15304347826086956,0.29638295226003886,0.37620964406826396,0.21106710185716615,0.86362226572531,0.19731052999706686,4
24534272,0.15779092702169625,0.8327402135231314,0.38350055741360095,0.128,0.09159604900955362,0.13157894736842107,0.25412241535009406,0.657743345861778,0.022314478463933574,4
24800253,0.637926176387715,0.4560244026436196,0.4370122630992197,0.42857142857142855,0.6330914726769427,0.6172358607361779,0.5426073364052294,0.09030707473600776,0.80337064768824,8
24935423,0.7393632009016624,0.4229791560752413,0.44593088071348946,0.6514285714285714,0.5216710746478113,0.5330645891838027,0.4663923039351938,0.11528725933880492,0.5775075987841946,9
25051015,0.13125336202259277,0.5131025558071821,0.5594405594405596,0.016363636363636365,0.11317634705123233,0.1683144059491555,0.13937480118612017,0.0608199041887774,0.032787658630938354,2
25175582,0.34528697873893593,0.513177391370423,0.5687919795919176,0.3412099644128114,0.37322368988455257,0.4447687735395602,0.5033053663735085,0.3117232448462452,0.38766396977212764,0
25273800,0.6074950690335306,0.6708185053380781,0.6082497212931997,0.616,0.5383494359583312,0.5818008877615727,0.7321782566597304,0.24435836465444505,0.6206538661131292,1
25502245,0.17357001972386585,0.913701067615658,0.5645484949832777,0.036000000000000004,0.23117612133642795,0.35240963855421686,0.28946482722925254,0.5776865843368874,0.15568240788790869,4
25544429,0.3313609467455621,0.8443060498220637,0.6394648829431439,0.04,0.20413450639607056,0.2523779327837667,0.17796016982452753,0.1303674158165222,0.0770627919045148,7
25894472,0.25125170687300863,0.4217081850533807,0.4315238830288998,0.018461538461538463,0.20080879880091845,0.20489244427101122,0.14315571901179538,0.13382031024126598,0.10738094287653191,2
25907144,0.24628358960049035,0.5242526475233121,0.6265787206852346,0.10607013301088272,0.24518906979055835,0.3327204317812202,0.23981342172360717,0.7418010074386926,0.11932513778300971,4
25927734,0.15779092702169625,0.9715302491103199,0.23366778149386846,0.048,0.11361796297295838,0.09701965757767918,0.08141246025150357,0.29907187236327376,0.0425531914893617,2
26168855,0.27828581674735514,0.639275315431899,0.44593088071348946,0.10909090909090909,0.20297158446885874,0.29665071770334933,0.3259846773102725,0.060429407211642396,0.21300183988300234,2
26316691,0.5633904703774661,0.4525920525344398,0.4468252979527429,0.6348424068767908,0.6420506399473053,0.6345746430148281,0.569614755480626,0.11154597901102724,0.6257258116079302,8
26356855,0.22692743360027878,0.6900948991696322,0.6308399708085407,0.09759036144578313,0.2133096535762524,0.30272071163538106,0.29743702134617245,0.4504288535595169,0.13202785193706845,7
26596237,0.2603550295857988,0.5515458185053379,0.5337235228539576,0.0725,0.22392994008743997,0.2538344166138237,0.1792554027898579,0.41315342870292243,0.17262908666320706,6
26682464,0.21715037099652487,0.49883301751629133,0.6174115739333133,0.06675324675324674,0.22417966337651124,0.2662385701383798,0.15902841094532175,0.9581436052633413,0.098795427025837,4
26698681,0.2840236686390532,0.7402135231316723,0.4833890746934225,0.29600000000000004,0.2590273654666163,0.39790741915028544,0.4269301815516712,0.36704763365805015,0.20705760249091854,7
26771994,0.250962712501174,0.5298254533129976,0.6545522110739503,0.10019047619047619,0.24746701724895712,0.33729089289488784,0.25868834049442246,0.5297461072332592,0.1382824276571033,6
26852332,0.4575936883629191,0.3431198102016606,0.3106651802303976,0.6333333333333334,0.6066821395800723,0.4970936377087298,0.36435145295336885,0.0,0.8069538142189933,9
26988074,0.1551610782380013,0.72864768683274,0.5603864734299518,0.04,0.136287580288228,0.18082857746776584,0.15520550350472806,0.0,0.08605777547137171,2
27052255,0.22090729783037472,0.687341128622267,0.5261984392419174,0.051428571428571435,0.21100478837835132,0.23140683032883413,0.19565932179353154,0.11697476413285264,0.09007339313514716,2
27053111,0.3261012491781722,0.4086595492289441,0.5000371609067261,0.04,0.2724132347384898,0.29592052420207143,0.23820909228919065,0.4156579990284063,0.11676180591593151,6
27178898,0.31458844117927337,0.48522324057043675,0.5869703958697531,0.2615519765739385,0.38300281311569273,0.42662179890092855,0.36054590768151373,0.44508786850714677,0.357590866024233,0
27190106,0.3155818540433925,0.4395017793594304,0.595763656633222,0.08,0.4160954282938415,0.3719086873811034,0.29058965491359845,0.9738896985502798,0.2983912817851583,4
27407887,0.41814595660749504,0.6129893238434161,0.3210702341137124,0.04666666666666667,0.25530307119339346,0.36445783132530124,0.21563782178749108,0.0,0.22098252897422596,2
27738470,0.47911063295678674,0.45632481397605934,0.565116043376913,0.45745454545454545,0.49393759476341653,0.5314463596010838,0.41432218217805744,0.03798559345080784,0.47719016842005946,9
27745906,0.8156577150659989,0.9288256227758004,0.7004545064745733,0.5107692307692308,0.6346454862134678,0.6186527486464074,0.4133212713572855,0.01837964137572943,0.3846153846153847,3
28070572,0.5092535241584409,0.34548106111643895,0.38336151437729826,0.4747438752783965,0.537712191068161,0.6004027833288377,0.5843505983920909,0.13565399694171787,0.5426809042293143,9
28352903,0.34835381580943703,0.2971530249110319,0.18180258982934566,0.5107692307692308,0.5364935167385644,0.505243646651383,0.2490550478222883,0.14984570541830647,0.43391481377988905,9
28519224,0.4312952005259698,0.4684163701067614,0.6072092159048682,0.27333333333333326,0.28971231176121337,0.3958993870217712,0.4683131082840229,0.0459078008744343,0.22141498010724783,5
28850313,0.236376996557992,0.43496615728141774,0.4312413928782217,0.08941176470588236,0.216393244835042,0.24330759570790905,0.15614126168771264,0.46414202714145414,0.11487937157218882,6
28936989,0.5843899690053536,0.373411286222674,0.4147157190635452,0.44714285714285706,0.6327637656239157,0.5820952984871819,0.44539930485222134,0.06886170131165145,0.6893579954036623,9
28943365,0.10256410256410256,0.5744365361803083,0.3106651802303976,0.10666666666666666,0.18810384843741568,0.18135700697526952,0.08331434280957638,0.0,0.019460300985988586,2
28989415,0.6942800788954635,0.5840747330960852,0.3678929765886288,0.395,0.545150321152912,0.657934369055168,0.8990164889821565,0.0,0.6204592631032694,8
29071850,0.6311637080867849,0.41637010676156566,0.9079152731326643,0.32,0.42516327521994923,0.559289790741915,0.7269086834863272,0.13498504257114366,0.48624805396990145,3
29086891,0.40123978585517045,0.8525673614641582,0.9409141583054625,0.17714285714285716,0.378135385422048,0.5056617447232539,0.2935839555246704,0.19835851806397173,0.2887537993920973,7
29110522,0.51847365233192,0.27557654047692426,0.4498634995040336,0.43055118110236223,0.5710648302604966,0.6011713659445075,0.5291219255056936,0.11604947517634545,0.5691193115650373,9
29147141,0.4119173673829545,0.4821127551976023,0.5675057208237987,0.4294736842105263,0.5620673100141191,0.6047124787237593,0.29447121131632986,0.14988918180240043,0.32980089039412236,5
29203166,0.44266751959059647,0.8114840819467151,0.591039199734852,0.4421621621621622,0.4841217857356466,0.5872765600095975,0.4024553762773213,0.13125843493259307,0.29656797430539,3
