,kills,deaths,assists,denies,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits,firstblood_claimed,obs_placed,rune_pickups,sen_placed,teamfight_participation,tower_damage,towers_killed,neutral_kills,courier_kills,observer_kills,sentry_kills,ancient_kills
39201171,5.3125,8.5625,12.9375,7.5625,389.875,458.25,15238.8125,811.0,125.0625,3.0,35.0,158.0,45.0,8.77147253,24518.0,9.0,492.0,0.0,13.0,8.0,72.0
39256913,4.6,7.066666666666666,11.266666666666667,10.733333333333333,344.6666666666667,423.6666666666667,15120.0,287.8,132.46666666666667,0.0,14.0,120.0,12.0,9.032000279999998,14777.0,8.0,618.0,0.0,6.0,7.0,36.0
39600825,4.0,6.090909090909091,17.09090909090909,1.2727272727272727,284.45454545454544,370.0,8287.90909090909,0.0,23.636363636363637,0.0,19.0,89.0,6.0,6.72087299,1471.0,0.0,25.0,0.0,1.0,3.0,1.0
39749294,2.8983050847457625,6.186440677966102,9.813559322033898,3.0338983050847457,249.52542372881356,292.59322033898303,6821.0,414.20338983050846,36.898305084745765,6.0,105.0,303.0,74.0,21.370073709999996,6128.0,4.0,266.0,1.0,10.0,13.0,7.0
40144634,4.8,6.0,7.8,16.2,420.4,465.6,14035.6,0.0,191.6,1.0,1.0,26.0,0.0,3.1767128000000002,10446.0,9.0,222.0,0.0,1.0,4.0,18.0
40165949,4.875,5.125,13.21875,11.78125,438.75,543.65625,15474.25,271.25,189.09375,2.0,14.0,254.0,3.0,17.960000360000002,61853.0,35.0,1865.0,0.0,15.0,3.0,188.0
40586005,8.391304347826088,9.521739130434783,15.826086956521738,20.52173913043478,667.9565217391304,770.0,18570.08695652174,480.2173913043478,226.2173913043478,0.0,4.0,96.0,0.0,9.7732043,26901.0,10.0,970.0,0.0,3.0,1.0,70.0
40971196,5.625,9.0,18.0,3.875,335.625,421.25,15250.625,763.25,54.375,0.0,104.0,65.0,132.0,4.33800597,4365.0,3.0,43.0,0.0,29.0,13.0,0.0
41754330,4.0,5.125,11.125,10.75,416.875,433.5,9524.0,218.5,128.0,1.0,6.0,23.0,3.0,3.5935882099999996,23229.0,12.0,302.0,0.0,1.0,0.0,40.0
42274654,9.217391304347826,4.608695652173913,11.565217391304348,9.608695652173912,549.0869565217391,618.8695652173913,28646.695652173912,55.47826086956522,299.4347826086956,3.0,7.0,249.0,5.0,14.91768594,47988.0,22.0,2006.0,1.0,15.0,11.0,143.0
43181484,6.3,5.4,7.1,12.0,449.4,524.7,21438.1,60.2,179.7,1.0,9.0,37.0,0.0,6.176319100000001,14114.0,3.0,322.0,0.0,5.0,5.0,31.0
43401453,6.704761904761905,6.066666666666666,11.942857142857143,14.295238095238096,540.8,544.0380952380953,11682.619047619048,388.73333333333335,184.72380952380954,2.0,54.0,80.0,83.0,6.65769696,5914.0,4.0,295.0,0.0,9.0,7.0,30.0
43745696,3.272727272727273,6.818181818181818,16.90909090909091,1.7272727272727273,286.72727272727275,407.54545454545456,10288.727272727272,404.6363636363636,46.0,2.0,143.0,78.0,118.0,6.914090009999999,12699.0,7.0,87.0,0.0,25.0,16.0,9.0
44091424,3.0,8.6,14.8,6.2,347.6,399.2,10855.2,0.0,76.8,1.0,58.0,54.0,50.0,2.5087977,12939.0,5.0,81.0,0.0,6.0,3.0,7.0
44232590,3.111111111111111,6.722222222222222,9.833333333333334,5.944444444444445,265.6111111111111,319.5,8613.944444444445,826.2777777777778,45.27777777777778,1.0,112.0,111.0,86.0,9.545797309999998,4414.0,3.0,48.0,0.0,7.0,5.0,6.0
44276560,3.588235294117647,5.588235294117647,13.411764705882353,2.588235294117647,243.52941176470588,316.70588235294116,10327.941176470587,136.0,29.294117647058822,2.0,62.0,117.0,64.0,12.02060079,2702.0,3.0,58.0,0.0,4.0,2.0,0.0
44398065,6.1,6.2,11.0,21.5,554.7,577.3,18663.5,54.9,292.1,0.0,3.0,31.0,3.0,6.37452503,23719.0,13.0,844.0,2.0,4.0,3.0,44.0
44544729,2.888888888888889,5.0,7.777777777777778,3.888888888888889,313.0,370.77777777777777,9293.444444444445,356.3333333333333,89.11111111111111,0.0,6.0,35.0,0.0,4.450487069999999,209.0,0.0,181.0,0.0,0.0,0.0,3.0
44586858,7.8,8.2,13.2,25.0,688.2,681.8,13008.2,526.4,303.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44888573,2.8,6.0,9.4,1.0,261.8,286.0,4998.0,540.6,49.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45370660,7.25,8.75,19.625,13.0,568.875,581.5,11093.25,1400.375,174.375,2.0,32.0,18.0,15.0,2.94475363,704.0,1.0,6.0,0.0,6.0,1.0,3.0
45486232,5.866666666666666,6.0,11.2,13.0,386.6,455.06666666666666,16462.466666666667,1182.3333333333333,174.33333333333334,2.0,14.0,67.0,17.0,8.345118209999999,25467.0,18.0,687.0,0.0,5.0,1.0,118.0
45995381,7.675,5.025,12.9,11.1,436.425,491.925,21382.35,335.6,208.075,7.0,24.0,237.0,34.0,24.72314766,59650.0,34.0,2226.0,1.0,17.0,20.0,289.0
46079083,4.285714285714286,8.142857142857142,15.142857142857142,4.428571428571429,365.2857142857143,500.57142857142856,21458.571428571428,151.85714285714286,103.28571428571429,0.0,9.0,20.0,20.0,3.8849429099999995,1219.0,1.0,223.0,0.0,3.0,1.0,9.0
46844796,5.6,4.8,16.0,7.0,453.4,533.8,22130.0,390.0,197.2,1.0,1.0,48.0,1.0,3.02162467,9994.0,4.0,221.0,0.0,3.0,0.0,0.0
47501114,6.6,5.4,6.6,8.6,507.0,571.0,20486.0,0.0,275.8,2.0,0.0,40.0,1.0,2.69394645,15367.0,9.0,516.0,0.0,3.0,4.0,159.0
47889831,8.555555555555555,7.555555555555555,12.444444444444445,11.11111111111111,512.8888888888889,556.0,14121.111111111111,222.11111111111111,183.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47976221,3.36,4.56,12.04,5.52,402.32,466.16,11422.84,1379.68,162.56,3.0,1.0,195.0,1.0,14.168373000000003,21808.0,17.0,1209.0,0.0,10.0,1.0,74.0
48438789,2.6666666666666665,8.88888888888889,6.444444444444445,3.111111111111111,334.1111111111111,346.1111111111111,10706.777777777777,486.3333333333333,118.22222222222223,0.0,0.0,52.0,0.0,5.32579365,2154.0,2.0,256.0,0.0,0.0,1.0,2.0
48660805,6.277777777777778,4.833333333333333,12.222222222222221,10.444444444444445,454.6666666666667,544.0,19095.88888888889,145.0,244.38888888888889,3.0,2.0,73.0,1.0,9.62410294,46560.0,26.0,1392.0,1.0,11.0,15.0,249.0
48964589,7.647058823529412,5.588235294117647,10.058823529411764,11.058823529411764,531.6470588235294,558.5294117647059,23748.882352941175,623.6470588235294,257.94117647058823,0.0,14.0,77.0,3.0,10.37422824,38874.0,18.0,1084.0,0.0,4.0,0.0,134.0
49382246,9.555555555555555,4.888888888888889,11.11111111111111,16.666666666666668,644.8888888888889,624.8888888888889,29760.0,222.66666666666666,413.77777777777777,1.0,1.0,59.0,1.0,5.171669919999999,32486.0,16.0,1086.0,0.0,8.0,12.0,96.0
49491032,3.375,5.25,9.125,3.125,275.875,332.125,9076.375,0.0,67.625,0.0,17.0,41.0,10.0,4.60304453,3982.0,1.0,94.0,0.0,1.0,0.0,11.0
49562484,3.2,7.2,16.3,1.15,268.1,362.85,9676.8,737.7,47.05,2.0,61.0,151.0,59.0,11.612296029999998,6604.0,3.0,204.0,1.0,10.0,7.0,7.0
49818385,4.0,4.285714285714286,15.0,4.142857142857143,334.7142857142857,371.42857142857144,7958.428571428572,1953.2857142857142,30.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49863176,3.6666666666666665,6.0,12.0,9.25,359.9166666666667,439.75,13461.0,372.9166666666667,145.58333333333334,0.0,4.0,49.0,0.0,5.473450349999999,15599.0,15.0,241.0,0.0,3.0,1.0,20.0
51087337,3.25,8.75,12.0,7.75,278.25,331.875,13712.375,0.0,86.875,2.0,82.0,52.0,111.0,5.08511864,5418.0,4.0,186.0,0.0,18.0,9.0,34.0
51291809,5.2727272727272725,3.6363636363636362,12.0,10.272727272727273,464.72727272727275,517.0,15126.727272727272,31.0,159.36363636363637,3.0,11.0,111.0,3.0,5.696237890000001,19870.0,10.0,406.0,1.0,3.0,0.0,20.0
51312524,8.777777777777779,2.111111111111111,15.555555555555555,24.444444444444443,520.4444444444445,536.5555555555555,24800.222222222223,495.6666666666667,286.55555555555554,0.0,0.0,90.0,0.0,5.45311822,50454.0,21.0,643.0,0.0,3.0,2.0,220.0
51599379,6.125,5.125,6.375,7.375,384.5,427.5,15076.75,22.0,124.625,0.0,4.0,35.0,1.0,5.340190530000001,10171.0,7.0,134.0,0.0,3.0,2.0,6.0
51684352,6.0,3.4615384615384617,9.307692307692308,19.384615384615383,500.46153846153845,553.1538461538462,17503.69230769231,421.46153846153845,242.76923076923077,1.0,1.0,82.0,0.0,6.774832419999999,22434.0,14.0,621.0,0.0,2.0,0.0,117.0
51836201,3.7142857142857144,4.714285714285714,10.428571428571429,0.7142857142857143,302.42857142857144,326.0,4886.285714285715,1801.857142857143,39.285714285714285,0.0,22.0,16.0,13.0,1.87132728,692.0,0.0,15.0,0.0,1.0,0.0,0.0
51924304,3.4285714285714284,7.285714285714286,13.142857142857142,1.2857142857142858,285.85714285714283,343.0,11298.857142857143,0.0,56.57142857142857,0.0,77.0,56.0,55.0,3.99984127,2084.0,1.0,53.0,0.0,16.0,8.0,0.0
52191022,4.8125,6.1875,12.078125,1.109375,315.21875,312.03125,10690.625,601.28125,44.078125,0.0,20.0,69.0,14.0,7.34539464,2746.0,0.0,66.0,2.0,5.0,0.0,1.0
53722536,5.517241379310345,4.310344827586207,8.655172413793103,8.0,417.82758620689657,454.62068965517244,13186.827586206897,126.10344827586206,170.72413793103448,4.0,2.0,241.0,4.0,16.831973160000004,32038.0,19.0,1677.0,0.0,10.0,4.0,162.0
53775930,5.0,3.2,17.2,7.0,373.0,403.6,9740.6,983.0,37.6,0.0,21.0,51.0,5.0,2.23018875,323.0,2.0,5.0,0.0,0.0,0.0,0.0
53860798,3.217391304347826,5.108695652173913,10.478260869565217,2.652173913043478,390.0869565217391,397.5869565217391,7026.130434782609,252.56521739130434,143.54347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54033396,4.166666666666667,5.0,13.666666666666666,2.3333333333333335,286.6666666666667,388.6666666666667,17543.666666666668,436.3333333333333,49.833333333333336,0.0,5.0,38.0,6.0,4.35047623,1451.0,0.0,80.0,1.0,4.0,5.0,2.0
54323390,8.4,2.8,6.4,15.2,503.8,574.8,21604.8,0.0,227.4,0.0,1.0,37.0,0.0,2.97241387,15109.0,10.0,340.0,0.0,1.0,1.0,35.0
54498340,4.571428571428571,6.428571428571429,16.571428571428573,4.285714285714286,364.57142857142856,480.7142857142857,13603.714285714286,731.4285714285714,49.42857142857143,0.0,1.0,39.0,5.0,4.3843311599999994,10467.0,6.0,85.0,0.0,5.0,2.0,5.0
55584590,6.0,9.0,15.625,2.625,356.0,371.375,14872.125,658.375,110.5,1.0,7.0,2.0,14.0,0.6666667,115.0,1.0,0.0,0.0,0.0,0.0,0.0
55969640,4.512195121951219,5.365853658536586,14.024390243902438,9.658536585365853,414.8292682926829,495.2682926829268,16540.073170731706,745.2926829268292,205.09756097560975,6.0,23.0,299.0,8.0,26.198805440000005,61264.0,41.0,2546.0,4.0,17.0,15.0,198.0
55974918,7.461538461538462,7.461538461538462,12.307692307692308,13.153846153846153,560.3846153846154,606.1538461538462,17043.153846153848,99.46153846153847,168.84615384615384,0.0,19.0,105.0,9.0,6.63773697,53440.0,21.0,567.0,0.0,2.0,2.0,61.0
56771860,9.166666666666666,4.111111111111111,9.944444444444445,15.277777777777779,562.6666666666666,578.7222222222222,24610.277777777777,48.0,289.6111111111111,1.0,20.0,165.0,6.0,10.79389091,62038.0,31.0,1416.0,1.0,13.0,14.0,98.0
56914487,7.571428571428571,4.357142857142857,13.071428571428571,10.857142857142858,497.7142857142857,533.7142857142857,19903.5,0.0,280.2142857142857,2.0,0.0,84.0,0.0,9.70386405,58192.0,24.0,826.0,0.0,5.0,5.0,202.0
56939869,7.866666666666666,3.7333333333333334,9.066666666666666,15.8,531.0,543.4666666666667,18890.466666666667,277.6666666666667,249.0,1.0,1.0,112.0,0.0,9.712457859999999,54937.0,29.0,1042.0,0.0,1.0,3.0,165.0
57569220,2.1904761904761907,4.190476190476191,10.0,2.7142857142857144,247.9047619047619,295.3809523809524,7703.0952380952385,203.85714285714286,59.523809523809526,2.0,142.0,131.0,112.0,12.373809320000001,13062.0,11.0,224.0,1.0,21.0,9.0,19.0
57633177,7.142857142857143,5.642857142857143,10.142857142857142,16.5,439.64285714285717,482.42857142857144,24370.64285714286,147.07142857142858,252.78571428571428,1.0,0.0,66.0,0.0,7.8458559999999995,38156.0,14.0,1141.0,0.0,9.0,8.0,272.0
57722741,6.0,10.166666666666666,18.333333333333332,1.5,329.6666666666667,518.1666666666666,14217.833333333334,553.5,64.0,0.0,2.0,24.0,2.0,3.6327081999999997,1290.0,2.0,44.0,2.0,5.0,2.0,0.0
58287493,7.5,4.4,11.1,12.2,493.9,505.6,19690.7,110.0,178.3,2.0,1.0,52.0,0.0,5.825621229999999,48199.0,22.0,398.0,1.0,4.0,5.0,96.0
58298196,4.9,7.6,10.5,4.3,282.4,343.3,11843.9,721.4,49.4,2.0,67.0,67.0,25.0,6.329442069999999,7678.0,2.0,65.0,0.0,4.0,3.0,2.0
58566232,12.0,3.217391304347826,10.391304347826088,16.08695652173913,578.8695652173913,613.6521739130435,30448.478260869564,162.34782608695653,292.95652173913044,2.0,15.0,204.0,3.0,14.29539065,66250.0,31.0,1656.0,2.0,14.0,7.0,188.0
58648700,8.875,5.125,11.875,13.0,464.375,530.875,21568.375,194.5,166.5,0.0,1.0,35.0,1.0,4.78685598,15457.0,13.0,276.0,1.0,4.0,2.0,41.0
59381601,3.0,7.0,14.2,7.8,371.8,457.2,11150.6,1024.6,74.2,0.0,49.0,17.0,40.0,2.3308121799999997,9524.0,5.0,63.0,0.0,7.0,8.0,9.0
59752811,5.685185185185185,9.166666666666666,15.851851851851851,6.203703703703703,458.1296296296296,517.425925925926,11429.018518518518,316.962962962963,87.87037037037037,0.0,64.0,79.0,55.0,11.33139758,12195.0,8.0,292.0,0.0,13.0,8.0,28.0
60495159,8.6,6.7,10.6,19.2,468.3,515.0,21594.3,921.1,200.2,2.0,8.0,43.0,3.0,5.91626974,22454.0,17.0,397.0,0.0,4.0,6.0,32.0
60726013,4.826086956521739,9.347826086956522,15.391304347826088,2.4347826086956523,300.7826086956522,405.17391304347825,12947.782608695652,556.0,55.608695652173914,1.0,82.0,138.0,57.0,13.354337770000003,12120.0,10.0,336.0,1.0,18.0,7.0,33.0
60754084,3.9444444444444446,7.611111111111111,14.222222222222221,1.5555555555555556,307.8333333333333,397.55555555555554,11028.555555555555,919.5,54.5,3.0,62.0,68.0,19.0,10.446107280000001,6936.0,3.0,134.0,0.0,4.0,4.0,2.0
61098207,4.644444444444445,6.555555555555555,13.044444444444444,8.6,384.0888888888889,470.35555555555555,17316.17777777778,286.0888888888889,156.84444444444443,2.0,15.0,305.0,8.0,25.326288730000005,38509.0,16.0,1507.0,0.0,12.0,8.0,52.0
61130075,4.464285714285714,6.25,9.785714285714286,7.75,352.89285714285717,403.14285714285717,12594.607142857143,664.7142857142857,136.21428571428572,1.0,2.0,203.0,2.0,16.21644616,16043.0,21.0,1058.0,0.0,7.0,4.0,31.0
61848417,2.25,6.625,10.625,5.75,283.875,353.25,12802.75,60.5,120.125,2.0,9.0,53.0,8.0,6.03525317,4423.0,5.0,244.0,0.0,2.0,0.0,20.0
62451642,5.0,6.818181818181818,9.545454545454545,12.909090909090908,397.09090909090907,434.54545454545456,16614.727272727272,625.4545454545455,154.27272727272728,1.0,28.0,52.0,25.0,6.7606338,19553.0,7.0,418.0,0.0,7.0,6.0,75.0
63457172,11.153846153846153,4.769230769230769,9.692307692307692,17.46153846153846,550.7692307692307,576.1538461538462,31053.53846153846,49.53846153846154,297.0,4.0,5.0,62.0,33.0,8.64206823,39426.0,25.0,1262.0,0.0,8.0,4.0,87.0
63860512,5.588235294117647,5.176470588235294,16.764705882352942,10.764705882352942,417.05882352941177,497.88235294117646,13364.588235294117,256.94117647058823,135.7058823529412,2.0,12.0,79.0,1.0,9.868522559999999,25849.0,13.0,381.0,0.0,3.0,12.0,4.0
64124212,3.8333333333333335,6.166666666666667,6.166666666666667,15.0,330.8333333333333,404.8333333333333,12660.666666666666,0.0,63.666666666666664,0.0,3.0,9.0,2.0,3.26513413,4711.0,7.0,32.0,1.0,0.0,0.0,2.0
64199211,4.833333333333333,5.833333333333333,11.833333333333334,6.833333333333333,345.8333333333333,410.1666666666667,16945.666666666668,481.6666666666667,108.16666666666667,1.0,32.0,26.0,26.0,3.4615951299999996,7366.0,2.0,148.0,1.0,8.0,7.0,34.0
64444715,8.428571428571429,4.9714285714285715,12.771428571428572,10.628571428571428,473.9428571428571,513.0285714285715,19395.02857142857,86.85714285714286,191.17142857142858,6.0,4.0,232.0,6.0,20.986741849999998,64306.0,48.0,2294.0,1.0,12.0,8.0,321.0
65068247,8.2,5.6,8.8,20.0,521.2,577.2,21274.8,0.0,210.2,0.0,7.0,24.0,4.0,2.41141649,7148.0,6.0,219.0,0.0,2.0,2.0,20.0
65148957,2.0,8.7,8.1,1.9,235.8,310.5,8141.7,476.4,20.3,2.0,96.0,31.0,61.0,4.73353267,2865.0,3.0,27.0,0.0,15.0,8.0,0.0
65239442,1.375,6.875,6.375,3.25,197.625,273.5,4027.25,0.0,15.875,1.0,28.0,32.0,23.0,3.3346566199999996,7482.0,4.0,7.0,0.0,7.0,3.0,0.0
65402308,2.2,7.6,19.2,7.0,273.2,372.2,9639.8,0.0,63.6,0.0,13.0,65.0,14.0,3.3462585700000003,392.0,0.0,78.0,0.0,4.0,2.0,3.0
65945731,7.384615384615385,4.923076923076923,8.307692307692308,24.53846153846154,566.3846153846154,598.6153846153846,17530.46153846154,705.4615384615385,284.53846153846155,0.0,0.0,103.0,0.0,8.47949298,61610.0,26.0,1325.0,2.0,1.0,1.0,262.0
66007204,2.2857142857142856,8.428571428571429,8.142857142857142,1.0,214.14285714285714,272.2857142857143,5684.0,0.0,17.142857142857142,0.0,65.0,23.0,59.0,4.7818783300000005,440.0,0.0,9.0,0.0,9.0,4.0,1.0
66527113,4.875,5.0,12.125,8.0,381.125,436.25,18193.0,529.75,163.625,0.0,3.0,99.0,0.0,4.02826945,5678.0,3.0,341.0,1.0,1.0,1.0,43.0
67088739,6.428571428571429,5.428571428571429,11.428571428571429,9.428571428571429,392.7142857142857,376.57142857142856,13141.857142857143,824.2857142857143,96.71428571428571,1.0,56.0,37.0,40.0,3.87384225,16786.0,6.0,141.0,0.0,9.0,6.0,19.0
67428263,4.344827586206897,5.793103448275862,11.206896551724139,9.827586206896552,362.48275862068965,440.48275862068965,15755.103448275862,1025.3793103448277,143.82758620689654,3.0,5.0,103.0,2.0,16.23816167,30700.0,20.0,619.0,1.0,12.0,13.0,39.0
67557423,1.8571428571428572,5.857142857142857,13.571428571428571,2.0714285714285716,258.64285714285717,359.7857142857143,9097.857142857143,0.0,55.285714285714285,2.0,14.0,112.0,10.0,7.797430950000001,3119.0,3.0,186.0,0.0,4.0,2.0,1.0
67700898,3.5,5.875,14.625,3.1875,279.1875,375.0,10591.375,218.75,48.625,0.0,98.0,126.0,86.0,10.629915109999999,10211.0,7.0,195.0,1.0,15.0,9.0,13.0
67893054,7.1,4.3,8.1,8.3,444.6,547.1,21020.5,413.5,243.1,1.0,1.0,78.0,4.0,6.29821092,6055.0,5.0,710.0,0.0,11.0,3.0,35.0
67893845,3.176470588235294,4.647058823529412,12.411764705882353,2.411764705882353,291.88235294117646,367.3529411764706,8807.529411764706,1711.6470588235295,48.64705882352941,0.0,107.0,43.0,102.0,6.99675714,6363.0,1.0,76.0,1.0,17.0,12.0,16.0
68254582,6.0,5.4,8.2,13.066666666666666,472.73333333333335,506.26666666666665,17033.866666666665,74.06666666666666,221.06666666666666,2.0,2.0,118.0,2.0,9.078270269999999,30138.0,16.0,1167.0,2.0,6.0,4.0,168.0
68442816,9.714285714285714,5.142857142857143,10.285714285714286,19.714285714285715,517.4285714285714,553.7142857142857,26711.285714285714,198.28571428571428,252.0,0.0,4.0,39.0,0.0,4.45093522,11189.0,6.0,339.0,1.0,0.0,0.0,59.0
68446868,4.833333333333333,5.944444444444445,13.722222222222221,5.5,423.8333333333333,501.3333333333333,18230.0,747.6666666666666,174.0,0.0,30.0,184.0,11.0,11.03346683,20309.0,11.0,599.0,0.0,1.0,1.0,51.0
68838211,3.142857142857143,5.904761904761905,13.19047619047619,3.3333333333333335,283.6666666666667,355.42857142857144,9091.380952380952,1799.8095238095239,53.095238095238095,1.0,41.0,116.0,44.0,8.60020598,2461.0,0.0,263.0,1.0,15.0,4.0,22.0
69417100,3.4545454545454546,6.636363636363637,10.545454545454545,7.636363636363637,335.54545454545456,406.27272727272725,12864.636363636364,0.0,152.63636363636363,0.0,7.0,77.0,1.0,6.5049568,11449.0,7.0,607.0,0.0,0.0,1.0,73.0
69590108,10.142857142857142,5.285714285714286,12.285714285714286,13.857142857142858,490.57142857142856,599.1428571428571,23826.14285714286,381.7142857142857,208.71428571428572,0.0,3.0,45.0,0.0,4.24172408,24421.0,7.0,510.0,0.0,4.0,7.0,74.0
69602973,5.618181818181818,6.527272727272727,12.49090909090909,8.454545454545455,387.6727272727273,463.90909090909093,15848.690909090908,623.1090909090909,147.1090909090909,3.0,24.0,417.0,6.0,31.79757732,49307.0,32.0,1870.0,3.0,31.0,23.0,95.0
69810494,4.166666666666667,8.5,12.416666666666666,5.666666666666667,317.8333333333333,384.9166666666667,15967.5,754.4166666666666,106.16666666666667,1.0,18.0,45.0,8.0,7.36510343,6172.0,4.0,205.0,0.0,5.0,6.0,17.0
69892285,5.689655172413793,6.586206896551724,7.0344827586206895,15.068965517241379,434.41379310344826,492.7586206896552,16629.137931034482,887.7586206896551,196.31034482758622,1.0,1.0,123.0,1.0,16.215850210000003,61411.0,34.0,1482.0,4.0,16.0,17.0,171.0
70157388,5.375,7.4375,8.0625,12.3125,471.875,479.3125,7967.0625,181.375,111.8125,0.0,2.0,9.0,0.0,1.0833333,222.0,0.0,17.0,0.0,0.0,0.0,0.0
70237235,7.813953488372093,6.604651162790698,12.511627906976743,10.13953488372093,419.69767441860466,480.3488372093023,21874.976744186046,317.5813953488372,179.51162790697674,7.0,107.0,312.0,62.0,29.63690194,90742.0,56.0,1554.0,2.0,37.0,31.0,132.0
70615831,5.4,7.0,8.0,5.6,331.2,371.8,18772.4,423.6,151.0,0.0,8.0,18.0,13.0,3.26346157,3810.0,3.0,139.0,0.0,2.0,3.0,4.0
71266407,3.810344827586207,4.844827586206897,12.0,4.0,394.4310344827586,447.2931034482759,12976.068965517241,1129.103448275862,141.13793103448276,3.0,5.0,442.0,1.0,34.561208240000006,67449.0,35.0,1611.0,1.0,39.0,23.0,161.0
71346152,2.125,5.5,5.625,2.625,246.625,290.375,5175.125,1164.875,35.875,1.0,55.0,36.0,51.0,4.60688413,2374.0,1.0,27.0,1.0,14.0,2.0,0.0
71543249,4.3478260869565215,7.0,15.08695652173913,5.956521739130435,409.6521739130435,477.1304347826087,14840.739130434782,866.304347826087,161.17391304347825,1.0,12.0,175.0,8.0,13.073723789999999,20740.0,17.0,742.0,0.0,8.0,8.0,52.0
71857966,4.571428571428571,9.714285714285714,12.714285714285714,2.5714285714285716,417.42857142857144,490.0,5324.714285714285,1728.142857142857,35.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71869498,3.130434782608696,7.239130434782608,13.543478260869565,2.9782608695652173,286.6304347826087,357.2173913043478,12378.630434782608,922.7173913043479,49.15217391304348,6.0,122.0,272.0,95.0,28.005599510000003,10686.0,7.0,297.0,3.0,34.0,16.0,28.0
71899500,5.684210526315789,3.263157894736842,11.157894736842104,13.947368421052632,488.1578947368421,529.9473684210526,14604.736842105263,823.8947368421053,200.78947368421052,1.0,32.0,105.0,20.0,10.039454840000001,74162.0,32.0,1305.0,0.0,9.0,0.0,215.0
73188586,4.0,4.2,13.6,1.4,257.4,306.2,9449.2,0.0,30.4,1.0,57.0,37.0,41.0,2.96761031,1195.0,1.0,55.0,0.0,6.0,2.0,0.0
73982016,5.166666666666667,2.0,6.166666666666667,18.333333333333332,501.6666666666667,488.8333333333333,10797.333333333334,38.5,102.33333333333333,0.0,3.0,22.0,0.0,2.6444930799999997,16487.0,9.0,74.0,0.0,1.0,1.0,11.0
74493279,8.875,6.3125,9.6875,15.5,496.0625,567.625,22660.875,1728.125,218.6875,0.0,3.0,99.0,3.0,9.24786288,41596.0,23.0,563.0,3.0,4.0,2.0,83.0
74532778,4.285714285714286,2.4285714285714284,11.428571428571429,3.142857142857143,360.57142857142856,363.85714285714283,7799.857142857143,700.2857142857143,108.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74606286,2.25,8.25,8.875,2.75,194.0,256.75,7665.625,1773.625,13.625,0.0,57.0,13.0,58.0,4.54664089,135.0,1.0,5.0,1.0,11.0,9.0,0.0
74767739,6.416666666666667,5.666666666666667,10.75,11.833333333333334,474.0,550.6666666666666,19903.583333333332,413.0833333333333,194.58333333333334,0.0,2.0,108.0,0.0,6.30074752,16875.0,10.0,640.0,0.0,1.0,0.0,49.0
74779230,7.333333333333333,7.333333333333333,16.0,9.5,421.0,533.8333333333334,20222.333333333332,175.83333333333334,161.16666666666666,2.0,1.0,30.0,0.0,3.44604196,6835.0,6.0,163.0,1.0,1.0,3.0,12.0
75060705,2.3333333333333335,10.333333333333334,10.166666666666666,2.1666666666666665,260.6666666666667,318.0,8054.5,147.83333333333334,53.0,0.0,11.0,12.0,12.0,0.45454547,190.0,1.0,22.0,0.0,2.0,0.0,0.0
75378194,8.761904761904763,4.714285714285714,7.380952380952381,17.428571428571427,566.5714285714286,549.7142857142857,20729.380952380954,32.23809523809524,211.0952380952381,2.0,8.0,84.0,0.0,11.82301626,65321.0,34.0,854.0,3.0,12.0,7.0,47.0
75391504,2.8333333333333335,5.833333333333333,12.5,0.6666666666666666,253.83333333333334,367.5,7830.333333333333,0.0,66.83333333333333,0.0,11.0,78.0,2.0,3.7647660899999997,1423.0,0.0,274.0,0.0,1.0,2.0,8.0
75438820,2.0,6.0,9.153846153846153,5.230769230769231,233.92307692307693,273.0,6838.153846153846,537.1538461538462,29.692307692307693,1.0,30.0,72.0,16.0,6.93338904,1207.0,0.0,23.0,0.0,11.0,3.0,1.0
76082466,10.714285714285714,3.357142857142857,13.214285714285714,11.5,580.6428571428571,648.5,28588.14285714286,0.0,284.14285714285717,1.0,4.0,167.0,2.0,9.18240983,31750.0,16.0,884.0,0.0,4.0,3.0,35.0
76173488,3.3833333333333333,4.816666666666666,11.05,6.016666666666667,385.93333333333334,433.0833333333333,12139.883333333333,865.7333333333333,132.91666666666666,2.0,61.0,410.0,10.0,37.00848736,81461.0,41.0,2029.0,0.0,15.0,14.0,204.0
76224642,3.4,5.0,13.6,4.0,303.0,430.2,9357.4,4.8,57.2,0.0,56.0,88.0,66.0,2.6859756399999997,1798.0,0.0,70.0,0.0,8.0,10.0,0.0
