,kills,deaths,assists,denies,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits,firstblood_claimed,obs_placed,rune_pickups,sen_placed,teamfight_participation,tower_damage,towers_killed,neutral_kills,tower_kills,lane_kills,roshan_kills,necronomicon_kills,courier_kills,observer_kills,sentry_kills,ancient_kills,camps_stacked,gold_spent,pings,roshans_killed,stuns,buyback_count,observer_uses,sentry_uses,lane_efficiency,purchase_tpscroll,actions_per_min,Metric_1,Metric_2,Metric_3,Metric_4,Metric_5,Metric_6,Metric_7,Metric_8,Metric_9,Metric_10,KDA
12692042,3.0,10.0,15.5,2.75,278.375,347.5,9942.625,1849.0,44.875,3.0,113.0,21.0,123.0,4.07481452,2687.0,1.0,28.0,1.0,299.0,0.0,0.0,1.0,23.0,16.0,2.0,8.0,73155.0,522.0,0.0,142.720747,7.0,51.0,67.0,2.5218178162075207,89.0,2683.0,196.18553814461856,226.3477365226348,198.18551814481856,196.3377184044367,226.59991578246294,196.18553814461856,7541.774582254177,224.74775252247477,226.4477355226448,194.48555514444857,1.8499815001849982
12929500,2.25,9.333333333333334,12.166666666666664,0.4166666666666667,215.83333333333331,294.75,10028.583333333334,274.1666666666667,11.583333333333336,1.0,76.0,51.0,113.0,6.986633489999999,4820.0,1.0,3.0,1.0,98.0,0.0,0.0,0.0,12.0,12.0,0.0,4.0,76130.0,93.0,0.0,358.656917,5.0,43.0,37.0,3.1807761914337425,69.0,1888.0,34.579986643000254,64.91894729699325,40.04421381199487,34.92078044072032,65.2597410947133,34.687128352196225,8221.61726838641,65.5617975521691,65.02608900618922,35.22283689817609,1.5446263075752757
14353349,7.7333333333333325,5.666666666666668,12.2,14.866666666666667,531.1333333333333,560.2666666666668,22734.866666666665,70.2,255.66666666666663,2.0,9.0,123.0,9.0,8.85167251,67866.0,26.0,840.0,26.0,3054.0,4.0,2.0,1.0,11.0,3.0,93.0,14.0,260080.0,120.0,4.0,324.7987133000001,10.0,8.0,6.0,10.523426503116829,93.0,5190.0,58.74013987988445,112.31566501767617,80.26917172049903,60.42071489969884,114.17270751159394,63.15182673246941,46007.976329829464,112.66859996588296,116.90381934436452,59.26954230219465,3.5175849837944027
16446200,4.842105263157895,5.2631578947368425,11.894736842105265,11.26315789473684,459.2105263157895,539.7368421052631,18910.263157894737,286.10526315789474,197.31578947368425,1.0,3.0,126.0,0.0,10.35355851,50991.0,26.0,953.0,26.0,2803.0,2.0,0.0,1.0,10.0,8.0,80.0,1.0,248100.0,202.0,2.0,421.964167,14.0,3.0,0.0,11.732153629599841,138.0,3122.0,92.03825127322581,156.90701876664343,115.78780003179939,94.07732172051129,159.1360856039975,96.78816102494052,47295.0113947835,157.4770079368492,161.84692490842673,92.41824405336298,3.1799395811479587
16769223,8.555555555555555,8.0,16.333333333333332,7.5555555555555545,721.7777777777777,814.2222222222223,8637.0,301.0,174.44444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.42981268289702,139.40103526483696,59.42981268289702,59.42981268289702,139.40103526483696,59.42981268289702,139.40103526483696,139.40103526483696,139.40103526483696,59.42981268289702,3.111072222708327
19891058,6.125,4.375,9.375,10.75,459.125,507.375,18688.75,48.125,233.875,2.0,1.0,37.0,0.0,4.8439990800000015,6385.0,5.0,360.0,5.0,1338.0,0.0,0.0,0.0,5.0,2.0,54.0,1.0,113840.0,225.0,0.0,184.64220580000003,4.0,1.0,0.0,4.726121053689925,64.0,1439.0,64.45566958469522,126.96852643368152,72.91261914013394,65.53590113453176,128.04875798351807,65.59850060570045,26146.945212680854,127.19709263788256,128.11135745468675,64.68423578889626,3.542776165116226
20130815,4.733333333333333,8.733333333333333,17.6,6.466666666666668,379.0,478.6,16766.8,987.8666666666667,149.4,3.0,13.0,61.0,20.0,8.66939238,13986.0,7.0,649.0,7.0,1463.0,0.0,3.0,0.0,12.0,10.0,49.0,33.0,187970.0,226.0,0.0,652.8388909999999,11.0,12.0,17.0,6.822843354112205,148.0,4293.0,132.16642557527967,169.8606504505674,139.15107842276618,132.94765823530025,170.64188311058794,132.96794311515518,21692.896646221612,169.2881379220849,170.6621679904429,131.9374205638867,2.5572226272218264
20603135,6.7105263157894735,3.8684210526315783,10.105263157894736,14.447368421052632,543.7368421052631,566.3421052631579,17832.052631578947,129.0,240.26315789473685,2.0,5.0,310.0,1.0,18.53983764,92657.0,55.0,1818.0,53.0,5919.0,6.0,2.0,2.0,11.0,11.0,181.0,35.0,495490.0,1700.0,6.0,563.486976,14.0,5.0,1.0,22.526643876935445,215.0,5905.0,96.22880496966746,180.00214960429597,175.8457944624561,101.53487506665506,185.82521313954842,109.92913108368629,128262.54151253233,181.0361364808257,194.21946915657966,97.26279184619719,4.34682640856903
20969644,3.75,5.625,12.0,2.625,288.875,360.25,11772.875,32.0,67.0,2.0,29.0,84.0,26.0,5.8227869000000005,2974.0,0.0,53.0,0.0,455.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,79620.0,356.0,0.0,370.887519,5.0,18.0,19.0,3.1689121254775787,84.0,2928.0,20.977404846136068,73.10981138113101,35.91047270270751,21.540756986627365,73.6731635216223,20.977404846136068,14227.524844002774,72.93203676379088,73.10981138113101,20.977404846136068,2.7999502231071447
21487219,8.75,8.75,8.625,9.25,501.75,578.125,25415.25,145.0,275.625,0.0,22.0,53.0,19.0,3.76414598,25033.0,10.0,721.0,10.0,1440.0,1.0,0.0,0.0,11.0,23.0,95.0,5.0,156250.0,548.0,1.0,263.480509,4.0,19.0,2.0,4.672431128091695,81.0,1448.0,48.2994480063085,82.87048148021165,54.35652163975269,48.83343403253583,83.40446750643898,49.442292088090426,17939.809259322752,84.81331641924092,84.01332556199358,50.24228294533777,1.9856915920960905
23467004,4.166666666666667,6.666666666666668,9.583333333333334,8.083333333333334,392.33333333333326,432.16666666666674,16188.583333333336,756.9166666666665,149.91666666666666,0.0,8.0,97.0,3.0,6.74291639,15773.0,10.0,320.0,10.0,1450.0,0.0,0.0,0.0,2.0,0.0,12.0,5.0,137655.0,119.0,0.0,407.825271452,7.0,8.0,3.0,6.4954755680675635,96.0,1522.0,136.47295290570636,178.80981785273218,151.02273465898006,137.44725962631568,179.7841245733415,137.97293040604387,20826.750098748515,179.55980660290092,180.30979535306966,137.2229416558751,2.0624690629640554
