File files/output_ga/ga_setpack_cosine_outliers_log,csv
elapsed_time;max_gen_reached
1783,950361;False
corr_threshold;cxpb;divfac;divstep;elsize;k;lang;max_no_improv;maxs;metric;mincxpb;mins;mutpb;ngen;pltfile;pltvar;pop;save_log;seed;selec;toursize;verbose;wo
0,75;0,8;0,5;0,1;0,5;10;pt;0,2;6;sc;0,8;3;0,02;300;None;False;50;True;-1;bin;0,2;True;True
Solutions
evaluation;assists;deaths;denies;gpm;hd;hh;kills;lh;xpm;origin;generation
-1,507196;0;0;0;1;1;0;1;0;1;diversification;34
-0,879080;0;0;0;1;1;0;0;0;1;diversification;34
-1,436475;1;0;1;0;1;0;1;0;1;diversification;34
-0,033804;0;1;0;1;0;1;0;1;0;crossover;42
-0,034012;0;1;0;0;0;1;0;1;0;crossover;42
-0,008234;1;1;0;0;0;1;0;0;1;crossover;42
-1,157575;1;0;1;1;1;0;1;1;0;diversification;44
-1,843297;1;0;0;0;1;0;1;1;1;diversification;44
-1,116797;0;1;1;0;1;0;1;1;0;crossover;45
-0,027803;0;1;0;0;0;1;1;1;0;crossover;45
-0,739381;1;0;1;0;1;0;0;0;1;crossover;45
-2,006811;0;1;0;0;0;0;0;0;1;mutation;48
-0,643097;0;1;1;1;1;0;0;0;1;crossover;51
-0,669810;1;1;1;1;0;0;1;0;1;crossover;52
-1,282562;0;0;0;1;1;1;1;1;0;diversification;54
-1,458671;1;0;0;1;1;1;1;0;1;diversification;54
-2,318731;0;1;0;0;0;1;0;0;0;mutation;55
-0,650593;0;1;0;0;0;1;0;1;1;mutation;55
0,056469;0;0;1;0;0;1;0;0;1;mutation;55
-0,142886;1;0;0;0;0;1;0;0;1;mutation;55
-2,367304;0;0;1;0;0;1;0;0;0;mutation;57
-2,024659;0;0;1;0;0;0;0;0;1;mutation;57
-0,039937;1;0;1;0;0;1;0;0;1;mutation;57
-0,077207;0;1;0;0;1;1;0;0;0;crossover;58
-0,204824;0;0;1;1;1;1;0;0;0;crossover;59
-0,658068;0;1;0;0;1;1;0;0;1;mutation;61
-0,689058;0;0;1;0;0;1;1;0;1;mutation;61
-0,217635;0;0;1;0;0;1;1;1;0;crossover;62
0,008359;0;1;1;1;0;0;1;1;0;crossover;62
-0,848309;1;0;0;0;1;0;1;0;0;diversification;64
-1,437026;1;0;1;1;1;0;1;0;1;diversification;64
-1,474753;1;0;0;0;1;0;1;0;1;diversification;64
-0,786373;0;0;0;0;1;1;0;0;1;diversification;64
-1,174006;1;0;0;0;0;0;1;1;1;diversification;64
-0,652638;0;1;0;1;0;1;0;1;1;mutation;65
-0,664862;1;1;1;0;0;1;1;0;1;mutation;65
0,051231;0;0;1;1;0;1;0;0;1;crossover;68
-0,007118;0;0;1;1;0;0;0;0;1;crossover;70
-0,207464;0;0;1;0;1;1;0;0;0;crossover;73
-1,098576;1;1;0;1;1;0;1;1;0;diversification;74
-1,097638;1;1;0;0;1;0;1;1;0;diversification;74
-0,708284;1;1;0;0;1;0;0;0;1;crossover;75
-0,636173;0;1;1;1;0;0;0;1;1;mutation;75
-0,393362;0;0;1;1;0;1;0;0;0;crossover;76
-0,263596;0;0;1;1;0;1;0;1;0;crossover;81
-0,120888;0;1;0;0;0;0;1;1;0;crossover;83
-0,766970;1;0;0;1;1;1;0;0;1;diversification;84
-1,147060;0;1;0;0;1;0;1;1;0;diversification;84
-0,116043;0;0;0;1;0;1;0;0;1;crossover;88
-2,301082;0;1;0;1;0;0;0;0;0;mutation;90
-0,684347;1;1;1;0;1;0;0;1;0;mutation;92
