elapstime;k;seed;metric;ngen;pop;cxpb;mutpb;elite_size;min_size;max_size;outliers;max_no_improv;max_gen_reached
1609.809022;10;-1;se;300;50;0.800000;0.010000;0;3;9;0;60;0
last_generation
evaluation;assists;deaths;denies;gpm;hd;hh;kills;lh;xpm
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
0.323098;0;0;0;1;0;1;0;0;1
