File files/output_ga/ga_setpack_inertia_log,csv
elapsed_time;max_gen_reached
143,253964;False
corr_threshold;cxpb;divfac;divstep;elsize;k;lang;max_no_improv;maxs;metric;mincxpb;mins;mutpb;ngen;pltfile;pltvar;pop;save_log;seed;selec;toursize;verbose;wo
0,75;0,8;0,5;0,1;0,5;10;pt;0,2;6;i;0,8;3;0,02;300;None;False;50;True;-1;bin;0,2;True;False
Solutions
evaluation;assists;deaths;denies;gpm;hd;hh;kills;lh;xpm;origin;generation
10557,252141;0;1;1;0;0;0;1;0;1;mutation;46
10657,366887;1;0;0;1;0;1;1;0;0;mutation;47
10250,771554;0;0;1;0;0;0;1;0;1;crossover;50
20522,226606;0;1;1;0;0;0;0;1;1;mutation;50
60828,085519;0;1;1;1;0;0;1;1;1;diversification;55
60806,296947;1;0;1;1;0;0;1;1;1;crossover;56
10651,081784;0;0;1;0;0;1;1;1;0;crossover;56
30748,812439;1;1;0;1;1;0;0;0;1;crossover;56
110119,457718;0;0;0;0;0;0;1;1;0;mutation;61
10639,844897;1;0;0;0;0;1;1;0;1;mutation;61
