File files/output_ga/ga_setpack_cosine_log,csv
elapsed_time;max_gen_reached
904,914866;False
corr_threshold;cxpb;divfac;divstep;elsize;k;lang;max_no_improv;maxs;metric;mincxpb;mins;mutpb;ngen;pltfile;pltvar;pop;save_log;seed;selec;toursize;verbose;wo
0,75;0,8;0,5;0,1;0,5;10;pt;0,2;6;sc;0,8;3;0,02;300;None;False;50;True;-1;bin;0,2;True;False
Solutions
evaluation;assists;deaths;denies;gpm;hd;hh;kills;lh;xpm;origin;generation
-0,974172;1;1;1;1;0;1;0;1;0;crossover;31
-0,954375;0;1;1;0;0;1;0;1;1;mutation;36
-0,590470;0;1;1;0;1;1;0;0;1;crossover;36
-1,207871;1;0;0;0;1;0;1;1;0;diversification;39
-2,138728;1;0;1;1;1;0;0;1;1;diversification;39
-2,017532;1;0;1;1;1;0;1;0;1;diversification;39
-0,650787;1;0;1;1;0;1;0;0;1;mutation;51
-2,704102;0;1;0;0;0;1;0;0;0;mutation;51
0,005699;1;1;0;0;1;1;0;0;0;mutation;55
-0,813147;0;0;0;1;0;1;0;0;1;mutation;55
-0,653362;1;1;0;0;0;0;1;0;1;crossover;59
-2,489831;0;0;1;1;1;0;1;1;1;diversification;59
-1,357645;1;0;1;1;1;1;0;0;1;diversification;59
-1,446760;1;0;1;0;1;0;1;0;1;diversification;59
-0,800169;0;0;1;0;1;0;0;0;1;diversification;59
-0,623544;1;0;1;0;0;1;0;1;0;crossover;60
-0,554285;0;1;0;0;0;1;0;1;1;crossover;67
-0,569680;0;1;0;0;1;1;0;0;1;mutation;68
