k;seed;metric;min_size;max_size;outliers;threshold;elite_size;elapsed_time
10;-1;variance;3;6;1;0.750000;10;0.611111
All solutions found
Solution;Evaluation;Feasible;Num, of Attr,;Restrictions Violated
assists,deaths,hd,kills,lh;-1,088051;0;5;2
denies,gpm,hd,kills,lh;-1,088132;0;5;2
assists,hd,hh,kills,lh;-1,088363;0;5;2
assists,deaths,denies,kills,lh,xpm;-1,088549;0;6;2
assists,kills,lh,xpm;-1,088669;0;4;2
assists,gpm,hd,kills,lh;-1,088772;0;5;2
assists,denies,hh,kills,lh,xpm;-1,088809;0;6;2
deaths,hd,kills,lh;-1,088827;0;4;2
deaths,denies,hd,hh,kills,lh;-1,088914;0;6;2
assists,denies,gpm,kills,lh,xpm;-1,089150;0;6;2
hd,hh,kills,lh;-1,089217;0;4;2
deaths,denies,gpm,hd,kills,lh;-1,089255;0;6;2
deaths,denies,kills,lh,xpm;-1,089269;0;5;2
assists,deaths,hd,hh,kills,lh;-1,089448;0;6;2
denies,gpm,hd,hh,kills,lh;-1,089516;0;6;2
denies,hh,kills,lh,xpm;-1,089582;0;5;2
gpm,hd,kills,lh;-1,089729;0;4;2
assists,deaths,gpm,hd,kills,lh;-1,089789;0;6;2
assists,deaths,kills,lh,xpm;-1,089909;0;5;2
kills,lh,xpm;-1,089910;0;3;2
denies,gpm,kills,lh,xpm;-1,089991;0;5;2
assists,gpm,hd,hh,kills,lh;-1,090049;0;6;2
assists,hh,kills,lh,xpm;-1,090222;0;5;2
deaths,hd,hh,kills,lh;-1,090348;0;5;2
deaths,denies,hh,kills,lh,xpm;-1,090463;0;6;2
assists,gpm,kills,lh,xpm;-1,090631;0;5;2
deaths,gpm,hd,kills,lh;-1,090757;0;5;2
deaths,denies,gpm,kills,lh,xpm;-1,090804;0;6;2
assists,deaths,hh,kills,lh,xpm;-1,090997;0;6;2
denies,gpm,hh,kills,lh,xpm;-1,091064;0;6;2
gpm,hd,hh,kills,lh;-1,091070;0;5;2
deaths,kills,lh,xpm;-1,091150;0;4;2
assists,deaths,gpm,kills,lh,xpm;-1,091338;0;6;2
hh,kills,lh,xpm;-1,091541;0;4;2
assists,gpm,hh,kills,lh,xpm;-1,091598;0;6;2
deaths,gpm,hd,hh,kills,lh;-1,091703;0;6;2
gpm,kills,lh,xpm;-1,092052;0;4;2
deaths,hh,kills,lh,xpm;-1,092207;0;5;2
deaths,gpm,kills,lh,xpm;-1,092616;0;5;2
gpm,hh,kills,lh,xpm;-1,092928;0;5;2
deaths,gpm,hh,kills,lh,xpm;-1,093252;0;6;2
assists,denies,hd,lh,xpm;-1,373130;0;5;3
denies,hd,lh,xpm;-1,373255;0;4;3
assists,hd,lh,xpm;-1,374056;0;4;3
hd,lh,xpm;-1,374531;0;3;3
assists,deaths,denies,hd,lh,xpm;-1,374701;0;6;3
assists,denies,hd,hh,lh,xpm;-1,374961;0;6;3
deaths,denies,hd,lh,xpm;-1,375115;0;5;3
assists,denies,gpm,hd,lh,xpm;-1,375302;0;6;3
denies,hd,hh,lh,xpm;-1,375427;0;5;3
assists,deaths,hd,lh,xpm;-1,375755;0;5;3
denies,gpm,hd,lh,xpm;-1,375837;0;5;3
assists,hd,hh,lh,xpm;-1,376068;0;5;3
assists,gpm,hd,lh,xpm;-1,376477;0;5;3
deaths,hd,lh,xpm;-1,376537;0;4;3
deaths,denies,hd,hh,lh,xpm;-1,376615;0;6;3
hd,hh,lh,xpm;-1,376928;0;4;3
deaths,denies,gpm,hd,lh,xpm;-1,376956;0;6;3
assists,deaths,hd,hh,lh,xpm;-1,377149;0;6;3
denies,gpm,hd,hh,lh,xpm;-1,377216;0;6;3
gpm,hd,lh,xpm;-1,377439;0;4;3
assists,deaths,gpm,hd,lh,xpm;-1,377490;0;6;3
assists,denies,hd,kills,xpm;-1,377547;0;5;3
assists,gpm,hd,hh,lh,xpm;-1,377750;0;6;3
deaths,hd,hh,lh,xpm;-1,378053;0;5;3
assists,deaths,denies,hd,kills,xpm;-1,378381;0;6;3
deaths,gpm,hd,lh,xpm;-1,378462;0;5;3
assists,denies,hd,hh,kills,xpm;-1,378642;0;6;3
gpm,hd,hh,lh,xpm;-1,378774;0;5;3
denies,hd,kills,xpm;-1,378777;0;4;3
assists,denies,gpm,hd,kills,xpm;-1,378983;0;6;3
deaths,gpm,hd,hh,lh,xpm;-1,379404;0;6;3
deaths,denies,hd,kills,xpm;-1,379532;0;5;3
assists,hd,kills,xpm;-1,379577;0;4;3
denies,hd,hh,kills,xpm;-1,379845;0;5;3
assists,deaths,hd,kills,xpm;-1,380172;0;5;3
