File files/output_ga/ga_setpack_inertia_outliers_log,csv
elapsed_time;max_gen_reached
176,573437;False
corr_threshold;cxpb;divfac;divstep;elsize;k;lang;max_no_improv;maxs;metric;mincxpb;mins;mutpb;ngen;pltfile;pltvar;pop;save_log;seed;selec;toursize;verbose;wo
0,75;0,8;0,5;0,1;0,5;10;pt;0,2;6;i;0,8;3;0,02;300;None;False;50;True;-1;bin;0,2;True;True
Solutions
evaluation;assists;deaths;denies;gpm;hd;hh;kills;lh;xpm;origin;generation
19,829254;0;0;1;1;0;0;0;0;1;crossover;23
30,330594;1;0;0;1;0;0;1;0;0;crossover;24
68,400507;0;1;0;1;0;0;1;1;0;crossover;24
22,624311;0;0;1;1;0;0;1;0;0;crossover;26
96,481282;0;0;1;1;1;1;0;0;0;mutation;28
44,651388;0;0;1;1;0;1;1;0;0;mutation;30
30283,519206;1;1;0;0;1;1;0;1;1;diversification;32
30325,037269;1;0;1;0;1;1;0;1;1;diversification;32
30264,800307;1;1;1;0;1;0;1;0;1;diversification;32
20289,183664;1;1;0;0;1;1;1;1;0;diversification;32
10254,945121;1;1;1;0;1;0;1;0;0;crossover;33
1032,844571;0;0;1;1;0;0;1;0;1;crossover;33
10106,337090;0;0;1;0;1;1;1;0;0;mutation;35
1073,431258;0;0;1;1;1;0;0;0;1;mutation;36
6026,384905;0;0;1;0;0;1;0;0;0;mutation;36
81,564043;1;1;0;1;0;0;1;0;0;mutation;36
1038,342670;0;0;0;1;1;1;1;0;0;mutation;36
155,275558;1;0;0;1;0;1;1;1;0;mutation;40
1061,315975;0;1;0;1;0;0;0;1;1;mutation;40
62,551863;0;1;1;1;0;0;1;0;0;mutation;41
20293,672480;1;0;1;0;1;0;1;1;0;diversification;42
30234,649910;1;0;1;0;1;1;1;0;1;diversification;42
52,465988;0;1;0;1;0;0;0;1;0;crossover;43
1054,223335;0;0;1;0;0;1;1;0;1;crossover;47
6010,143231;0;0;0;1;0;0;0;1;0;mutation;49
39,251355;0;1;0;1;0;1;1;0;0;crossover;52
77,934040;1;1;0;1;0;0;0;0;1;crossover;53
10152,257573;1;1;0;0;1;0;1;0;0;crossover;53
1027,539585;0;1;0;1;0;0;1;0;1;mutation;58
152,819535;1;0;0;0;0;1;1;1;0;mutation;58
