k;seed;metric;min_size;max_size;outliers;threshold;elite_size;elapsed_time
10;-1;euclidean;3;6;1;0.750000;10;6079.089530
All solutions found
Solution;Evaluation;Feasible;Num, of Attr,;Restrictions Violated
assists,deaths,kills,xpm;-0,458905;0;4;1
assists,deaths,gpm,kills,xpm;-0,459132;0;5;1
deaths,hd,hh,xpm;-0,460035;0;4;1
deaths,gpm,hd,hh,xpm;-0,460348;0;5;1
assists,denies,hh,lh,xpm;-0,460992;0;5;1
assists,denies,gpm,hh,lh,xpm;-0,461238;0;6;1
deaths,hd,hh,kills;-0,461295;0;4;1
deaths,gpm,hd,hh,lh;-0,461841;0;5;1
deaths,hd,hh,lh;-0,462059;0;4;1
assists,denies,gpm,hh,kills,xpm;-0,462237;0;6;1
deaths,gpm,hd,hh,kills;-0,462276;0;5;1
deaths,denies,hh,lh,xpm;-0,466362;0;5;1
deaths,denies,gpm,hh,lh,xpm;-0,466519;0;6;1
assists,denies,hd,hh,xpm;-0,468138;0;5;1
assists,denies,gpm,hd,hh,kills;-0,469108;0;6;1
deaths,gpm,hh,kills,xpm;-0,469412;0;5;1
assists,deaths,denies,kills,xpm;-0,469960;0;5;1
assists,denies,gpm,hd,hh,xpm;-0,470045;0;6;1
assists,deaths,denies,gpm,kills,xpm;-0,470474;0;6;1
deaths,denies,hd,lh;-0,470770;0;4;1
assists,denies,hd,hh,kills;-0,471142;0;5;1
deaths,denies,gpm,hd,lh;-0,471294;0;5;1
deaths,denies,gpm,hh,kills,xpm;-0,471583;0;6;1
assists,deaths,hd,lh;-0,472293;0;4;1
assists,deaths,gpm,hd,lh;-0,472293;0;5;1
assists,deaths,gpm,hh,lh,xpm;-0,475545;0;6;1
assists,deaths,hh,lh,xpm;-0,475555;0;5;1
assists,denies,hd,hh,lh;-0,476776;0;5;1
assists,denies,gpm,hd,hh,lh;-0,477718;0;6;1
deaths,denies,hh,kills,xpm;-0,478294;0;5;1
assists,deaths,hd,hh,kills;-0,478699;0;5;1
assists,deaths,denies,gpm,lh,xpm;-0,478752;0;6;1
assists,deaths,denies,lh,xpm;-0,478912;0;5;1
assists,deaths,gpm,hd,hh,kills;-0,478976;0;6;1
assists,deaths,hd,hh,xpm;-0,479256;0;5;1
assists,deaths,gpm,hd,hh,xpm;-0,479758;0;6;1
deaths,denies,hd,hh,xpm;-0,480819;0;5;1
deaths,denies,gpm,hd,hh,xpm;-0,481971;0;6;1
deaths,denies,hd,hh,kills;-0,481979;0;5;1
deaths,denies,gpm,hd,hh,kills;-0,482528;0;6;1
assists,deaths,hh,kills,xpm;-0,483933;0;5;1
assists,deaths,gpm,hh,kills,xpm;-0,487328;0;6;1
assists,deaths,denies,hd,lh;-0,487883;0;5;1
assists,deaths,denies,gpm,hd,lh;-0,488501;0;6;1
assists,deaths,denies,hd,xpm;-0,490277;0;5;1
assists,deaths,denies,gpm,hd,xpm;-0,490590;0;6;1
assists,deaths,denies,hd,kills;-0,491111;0;5;1
deaths,denies,gpm,hd,hh,lh;-0,491332;0;6;1
assists,deaths,denies,gpm,hd,kills;-0,491739;0;6;1
assists,deaths,gpm,hd,hh,lh;-0,492418;0;6;1
assists,deaths,hd,hh,lh;-0,492640;0;5;1
deaths,denies,hd,hh,lh;-0,492878;0;5;1
assists,deaths,denies,hh,kills,xpm;-0,496666;0;6;1
assists,deaths,denies,hh,lh,xpm;-0,498843;0;6;1
assists,deaths,denies,hd,hh,lh;-0,507564;0;6;1
assists,deaths,denies,hd,hh,xpm;-0,511135;0;6;1
assists,deaths,denies,hd,hh,kills;-0,511181;0;6;1
kills,lh,xpm;-0,751477;0;3;2
gpm,kills,lh,xpm;-0,754704;0;4;2
hd,kills,lh;-0,780150;0;3;2
gpm,hd,kills,lh;-0,780650;0;4;2
gpm,hh,kills,lh,xpm;-0,796293;0;5;2
hh,kills,lh,xpm;-0,796555;0;4;2
denies,kills,lh,xpm;-0,796681;0;4;2
denies,gpm,kills,lh,xpm;-0,800308;0;5;2
assists,kills,lh,xpm;-0,800910;0;4;2
assists,gpm,kills,lh,xpm;-0,801421;0;5;2
gpm,hd,hh,kills,lh;-0,803599;0;5;2
hd,hh,kills,lh;-0,804153;0;4;2
deaths,gpm,kills,lh,xpm;-0,821422;0;5;2
deaths,kills,lh,xpm;-0,821982;0;4;2
denies,hd,kills,lh;-0,822002;0;4;2
denies,gpm,hh,kills,lh,xpm;-0,822561;0;6;2
denies,hh,kills,lh,xpm;-0,822718;0;5;2
denies,gpm,hd,kills,lh;-0,823275;0;5;2
assists,hd,kills,lh;-0,826667;0;4;2
assists,gpm,hd,kills,lh;-0,827053;0;5;2
assists,hh,kills,lh,xpm;-0,842543;0;5;2
assists,gpm,hh,kills,lh,xpm;-0,843181;0;6;2
deaths,gpm,hd,kills,lh;-0,843418;0;5;2
deaths,hd,kills,lh;-0,843457;0;4;2
assists,denies,kills,lh,xpm;-0,843919;0;5;2
assists,denies,gpm,kills,lh,xpm;-0,844663;0;6;2
deaths,denies,kills,lh,xpm;-0,853962;0;5;2
deaths,denies,gpm,kills,lh,xpm;-0,854115;0;6;2
assists,hd,hh,kills,lh;-0,859116;0;5;2
denies,hd,hh,kills,lh;-0,859187;0;5;2
assists,gpm,hd,hh,kills,lh;-0,859649;0;6;2
deaths,gpm,hh,kills,lh,xpm;-0,861286;0;6;2
denies,gpm,hd,hh,kills,lh;-0,861881;0;6;2
deaths,hh,kills,lh,xpm;-0,862208;0;5;2
assists,denies,gpm,hd,kills,lh;-0,862996;0;6;2
assists,deaths,kills,lh,xpm;-0,863715;0;5;2
assists,deaths,gpm,kills,lh,xpm;-0,863911;0;6;2
assists,denies,hd,kills,lh;-0,863982;0;5;2
assists,denies,hh,kills,lh,xpm;-0,873321;0;6;2
